sampleid	Brouns_C.20151106	CazaresVinuesa_PARAISO_C	CazaresVinuesa_TEMIXCO_C	Cho_C.20160208	Cinek_bin08_primerC.20151120	Cinek_bin11_primerC.20151120	Cinek_bin12_primerC.20151120	Cinek_bin13_primerC.20151120	Cinek_bin14_primerC.20151120	Cinek_bin15_primerC.20151120	Cinek_bin16_primerC.20151120	Cinek_bin55_primerC.20151120	Cinek_bin56_primerC.20151120	Cinek_bin79_primerC.20151120	Decewicz_Dziewit_Lodz_Cseq1.20160126	Decewicz_Dziewit_Lodz_Cseq1.20160303	Decewicz_Dziewit_Lodz_Cseq2.20160126	Decewicz_Dziewit_Lodz_Cseq2.20160303	Decewicz_Dziewit_Lodz_Cseq3.20160303	Decewicz_Dziewit_Lodz_Cseq4.20160303	Decewicz_Dziewit_Lodz_Cseq5.20160303	Decewicz_Dziewit_Oswiecim_Cseq1.20160126	Decewicz_Dziewit_Oswiecim_Cseq1.20160303	Decewicz_Dziewit_Oswiecim_Cseq2.20160303	Decewicz_Dziewit_Oswiecim_Cseq3.20160303	Decewicz_Dziewit_Oswiecim_Cseq4.20160303	Decewicz_Dziewit_Oswiecim_Cseq5.20160303	Decewicz_Dziewit_Warsaw_Cseq1.20160126	Decewicz_Dziewit_Warsaw_Cseq1.20160303	Decewicz_Dziewit_Warsaw_Cseq2.20160303	Decewicz_Dziewit_Warsaw_Cseq3.20160303	Decewicz_Dziewit_Warsaw_Cseq4.20160303	Decewicz_Dziewit_Warsaw_Cseq5.20160303	Decewicz_Dziewit_Wyszkow_Cseq1.20160126	Decewicz_Dziewit_Wyszkow_Cseq1.20160303	Decewicz_Dziewit_Wyszkow_Cseq2.20160126	Decewicz_Dziewit_Wyszkow_Cseq2.20160303	Decewicz_Dziewit_Wyszkow_Cseq3.20160303	Decewicz_Dziewit_Wyszkow_Cseq4.20160303	Decewicz_Dziewit_Wyszkow_Cseq5.20160303	Desnues_stool3_primerC.20151217	DiazMunoz_Davis1_C	DiazMunoz_Davis3_C	DiazMunoz_NYC_C	Edwards_C.20151012.S1	Edwards_C.20151012.S2	Edwards_C.20151012.S3	Edwards_C.20151012.S4	Edwards_C.20151209.S1	Edwards_C.20151209.S2	Edwards_C.20151209.S3	Edwards_C.20151209.S4	Fineran_Dunedin_C	Fineran_Greymouth_C	Lavigne.PrimerC.20160126	Mazankova_primerC_1.20151201	Mazankova_primerC_17.20151201	Mazankova_primerC_18.20151201	Mazankova_primerC_19.20151201	Mazankova_primerC_2.20151201	Mazankova_primerC_20.20151201	Mazankova_primerC_22.20151201	Mazankova_primerC_23.20151201	Mazankova_primerC_4.20151201	Mazankova_primerC_5.20151201	Mazankova_primerC_6.20151201	Mazankova_primerC_7.20151201	Mazankova_primerC_9.20151201	Muniesa_1.1_Gav_primerC.201510	Muniesa_E13_Gav_primerC.201405	Muniesa_E14_ElPratdeLlobregat_primerC.201401	Muniesa_E1_Gav_primerC.201510	Muniesa_E23_Gav_primerC.201406	Muniesa_E2_Gav_primerC.201510	Muniesa_E32_Girona_primerC.201505	Muniesa_E4_Gav_primerC.201311	Muniesa_E7_Gav_primerC.201401	Muniesa_E8_ElPratdeLlobregat_primerC.201401	Nigro_C.20161212.SandIsland	Nigro_C.20161212.Waianae	Qimron_Jericho_C_20151202	Qimron_Qalqilyah_C_20151202	Qimron_Ramallah_C_20151202	Qimron_Salfit_C_20151202	Quan_C.20160320.S1	Quan_C.20160320.S10	Quan_C.20160320.S11	Quan_C.20160320.S12	Quan_C.20160320.S13	Quan_C.20160320.S14	Quan_C.20160320.S15	Quan_C.20160320.S16	Quan_C.20160320.S17	Quan_C.20160320.S18	Quan_C.20160320.S19	Quan_C.20160320.S2	Quan_C.20160320.S3	Quan_C.20160320.S4	Quan_C.20160320.S5	Quan_C.20160320.S6	Quan_C.20160320.S7	Quan_C.20160320.S8	Quan_C.20160320.S9	Santos_C25.20160225	Santos_C27.20160225	Santos_C30.20160225	Santos_C32.20160225	Santos_C33.20160225	Santos_C35.20160225	Strain_primerC.20151215	Tyakht_Nov_282_C	Tyakht_Nov_287_C	Tyakht_OM_178_C	Tyakht_SAR_275_C	Tyakht_Spb_105_45P_C	Tyakht_Spb_73_13P_C	Tyakht_Spb_74_14P_C	Wagemans_C.20160412	Zambrano_C.20160412.s1	Zambrano_C.20160412.s2	crAssphage_C
Quan_C.20160320.S16	8829.02582469	12951.5258641	12949.3524119	8907.31256065	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8186.26056127	8186.26056127	8186.26056127	8186.26056127	8186.26056127	8186.26056127	7962.92424824	7962.92424824	7962.92424824	7962.92424824	7962.92424824	7962.92424824	7923.04870191	7923.04870191	7923.04870191	7923.04870191	7923.04870191	7923.04870191	7923.04870191	9483.98482921	9866.85978774	9866.85978774	11854.3121662	10578.7855713	10574.6373846	10563.8229377	10571.431587	10578.7855713	10574.6373846	10563.8229377	10571.431587	9901.64748787	9644.62055327	8984.9198815	8566.16023529	8471.08168049	8262.09100798	8418.23850848	8417.93445948	8372.65836456	8405.85953179	8488.5469969	8546.92957298	8262.09100798	8566.16023529	8372.65836456	8482.42885612	9840.87471892	9840.87471892	9833.45114616	9840.87471892	9840.87471892	9840.87471892	9822.68839127	9840.87471892	9840.87471892	9833.45114616	7944.45713908	7908.78896091	7907.14678732	7931.9805635	7926.85276752	7919.00064068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10709.8860893	10709.8860893	10709.8860893	10709.8860893	10709.8860893	10709.8860893	9565.44316079	4029.74891237	4029.74891237	4622.8893168	6381.13042696	7121.75943169	7121.75943169	7121.75943169	8990.25657432	15695.5220841	15695.5220841	12960.3130748
Quan_C.20160320.S17	8829.02582469	12951.5258641	12949.3524119	8907.31256065	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8186.26056127	8186.26056127	8186.26056127	8186.26056127	8186.26056127	8186.26056127	7962.92424824	7962.92424824	7962.92424824	7962.92424824	7962.92424824	7962.92424824	7923.04870191	7923.04870191	7923.04870191	7923.04870191	7923.04870191	7923.04870191	7923.04870191	9483.98482921	9866.85978774	9866.85978774	11854.3121662	10578.7855713	10574.6373846	10563.8229377	10571.431587	10578.7855713	10574.6373846	10563.8229377	10571.431587	9901.64748787	9644.62055327	8984.9198815	8566.16023529	8471.08168049	8262.09100798	8418.23850848	8417.93445948	8372.65836456	8405.85953179	8488.5469969	8546.92957298	8262.09100798	8566.16023529	8372.65836456	8482.42885612	9840.87471892	9840.87471892	9833.45114616	9840.87471892	9840.87471892	9840.87471892	9822.68839127	9840.87471892	9840.87471892	9833.45114616	7944.45713908	7908.78896091	7907.14678732	7931.9805635	7926.85276752	7919.00064068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10709.8860893	10709.8860893	10709.8860893	10709.8860893	10709.8860893	10709.8860893	9565.44316079	4029.74891237	4029.74891237	4622.8893168	6381.13042696	7121.75943169	7121.75943169	7121.75943169	8990.25657432	15695.5220841	15695.5220841	12960.3130748
Quan_C.20160320.S18	8829.02582469	12951.5258641	12949.3524119	8907.31256065	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8186.26056127	8186.26056127	8186.26056127	8186.26056127	8186.26056127	8186.26056127	7962.92424824	7962.92424824	7962.92424824	7962.92424824	7962.92424824	7962.92424824	7923.04870191	7923.04870191	7923.04870191	7923.04870191	7923.04870191	7923.04870191	7923.04870191	9483.98482921	9866.85978774	9866.85978774	11854.3121662	10578.7855713	10574.6373846	10563.8229377	10571.431587	10578.7855713	10574.6373846	10563.8229377	10571.431587	9901.64748787	9644.62055327	8984.9198815	8566.16023529	8471.08168049	8262.09100798	8418.23850848	8417.93445948	8372.65836456	8405.85953179	8488.5469969	8546.92957298	8262.09100798	8566.16023529	8372.65836456	8482.42885612	9840.87471892	9840.87471892	9833.45114616	9840.87471892	9840.87471892	9840.87471892	9822.68839127	9840.87471892	9840.87471892	9833.45114616	7944.45713908	7908.78896091	7907.14678732	7931.9805635	7926.85276752	7919.00064068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10709.8860893	10709.8860893	10709.8860893	10709.8860893	10709.8860893	10709.8860893	9565.44316079	4029.74891237	4029.74891237	4622.8893168	6381.13042696	7121.75943169	7121.75943169	7121.75943169	8990.25657432	15695.5220841	15695.5220841	12960.3130748
Quan_C.20160320.S19	8829.02582469	12951.5258641	12949.3524119	8907.31256065	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8186.26056127	8186.26056127	8186.26056127	8186.26056127	8186.26056127	8186.26056127	7962.92424824	7962.92424824	7962.92424824	7962.92424824	7962.92424824	7962.92424824	7923.04870191	7923.04870191	7923.04870191	7923.04870191	7923.04870191	7923.04870191	7923.04870191	9483.98482921	9866.85978774	9866.85978774	11854.3121662	10578.7855713	10574.6373846	10563.8229377	10571.431587	10578.7855713	10574.6373846	10563.8229377	10571.431587	9901.64748787	9644.62055327	8984.9198815	8566.16023529	8471.08168049	8262.09100798	8418.23850848	8417.93445948	8372.65836456	8405.85953179	8488.5469969	8546.92957298	8262.09100798	8566.16023529	8372.65836456	8482.42885612	9840.87471892	9840.87471892	9833.45114616	9840.87471892	9840.87471892	9840.87471892	9822.68839127	9840.87471892	9840.87471892	9833.45114616	7944.45713908	7908.78896091	7907.14678732	7931.9805635	7926.85276752	7919.00064068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10709.8860893	10709.8860893	10709.8860893	10709.8860893	10709.8860893	10709.8860893	9565.44316079	4029.74891237	4029.74891237	4622.8893168	6381.13042696	7121.75943169	7121.75943169	7121.75943169	8990.25657432	15695.5220841	15695.5220841	12960.3130748
Quan_C.20160320.S2	8829.02582469	12951.5258641	12949.3524119	8907.31256065	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8186.26056127	8186.26056127	8186.26056127	8186.26056127	8186.26056127	8186.26056127	7962.92424824	7962.92424824	7962.92424824	7962.92424824	7962.92424824	7962.92424824	7923.04870191	7923.04870191	7923.04870191	7923.04870191	7923.04870191	7923.04870191	7923.04870191	9483.98482921	9866.85978774	9866.85978774	11854.3121662	10578.7855713	10574.6373846	10563.8229377	10571.431587	10578.7855713	10574.6373846	10563.8229377	10571.431587	9901.64748787	9644.62055327	8984.9198815	8566.16023529	8471.08168049	8262.09100798	8418.23850848	8417.93445948	8372.65836456	8405.85953179	8488.5469969	8546.92957298	8262.09100798	8566.16023529	8372.65836456	8482.42885612	9840.87471892	9840.87471892	9833.45114616	9840.87471892	9840.87471892	9840.87471892	9822.68839127	9840.87471892	9840.87471892	9833.45114616	7944.45713908	7908.78896091	7907.14678732	7931.9805635	7926.85276752	7919.00064068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10709.8860893	10709.8860893	10709.8860893	10709.8860893	10709.8860893	10709.8860893	9565.44316079	4029.74891237	4029.74891237	4622.8893168	6381.13042696	7121.75943169	7121.75943169	7121.75943169	8990.25657432	15695.5220841	15695.5220841	12960.3130748
Quan_C.20160320.S3	8829.02582469	12951.5258641	12949.3524119	8907.31256065	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8186.26056127	8186.26056127	8186.26056127	8186.26056127	8186.26056127	8186.26056127	7962.92424824	7962.92424824	7962.92424824	7962.92424824	7962.92424824	7962.92424824	7923.04870191	7923.04870191	7923.04870191	7923.04870191	7923.04870191	7923.04870191	7923.04870191	9483.98482921	9866.85978774	9866.85978774	11854.3121662	10578.7855713	10574.6373846	10563.8229377	10571.431587	10578.7855713	10574.6373846	10563.8229377	10571.431587	9901.64748787	9644.62055327	8984.9198815	8566.16023529	8471.08168049	8262.09100798	8418.23850848	8417.93445948	8372.65836456	8405.85953179	8488.5469969	8546.92957298	8262.09100798	8566.16023529	8372.65836456	8482.42885612	9840.87471892	9840.87471892	9833.45114616	9840.87471892	9840.87471892	9840.87471892	9822.68839127	9840.87471892	9840.87471892	9833.45114616	7944.45713908	7908.78896091	7907.14678732	7931.9805635	7926.85276752	7919.00064068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	10709.8860893	10709.8860893	10709.8860893	10709.8860893	10709.8860893	10709.8860893	9565.44316079	4029.74891237	4029.74891237	4622.8893168	6381.13042696	7121.75943169	7121.75943169	7121.75943169	8990.25657432	15695.5220841	15695.5220841	12960.3130748
Quan_C.20160320.S4	8829.02582469	12951.5258641	12949.3524119	8907.31256065	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8186.26056127	8186.26056127	8186.26056127	8186.26056127	8186.26056127	8186.26056127	7962.92424824	7962.92424824	7962.92424824	7962.92424824	7962.92424824	7962.92424824	7923.04870191	7923.04870191	7923.04870191	7923.04870191	7923.04870191	7923.04870191	7923.04870191	9483.98482921	9866.85978774	9866.85978774	11854.3121662	10578.7855713	10574.6373846	10563.8229377	10571.431587	10578.7855713	10574.6373846	10563.8229377	10571.431587	9901.64748787	9644.62055327	8984.9198815	8566.16023529	8471.08168049	8262.09100798	8418.23850848	8417.93445948	8372.65836456	8405.85953179	8488.5469969	8546.92957298	8262.09100798	8566.16023529	8372.65836456	8482.42885612	9840.87471892	9840.87471892	9833.45114616	9840.87471892	9840.87471892	9840.87471892	9822.68839127	9840.87471892	9840.87471892	9833.45114616	7944.45713908	7908.78896091	7907.14678732	7931.9805635	7926.85276752	7919.00064068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	10709.8860893	10709.8860893	10709.8860893	10709.8860893	10709.8860893	10709.8860893	9565.44316079	4029.74891237	4029.74891237	4622.8893168	6381.13042696	7121.75943169	7121.75943169	7121.75943169	8990.25657432	15695.5220841	15695.5220841	12960.3130748
Quan_C.20160320.S5	8829.02582469	12951.5258641	12949.3524119	8907.31256065	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8186.26056127	8186.26056127	8186.26056127	8186.26056127	8186.26056127	8186.26056127	7962.92424824	7962.92424824	7962.92424824	7962.92424824	7962.92424824	7962.92424824	7923.04870191	7923.04870191	7923.04870191	7923.04870191	7923.04870191	7923.04870191	7923.04870191	9483.98482921	9866.85978774	9866.85978774	11854.3121662	10578.7855713	10574.6373846	10563.8229377	10571.431587	10578.7855713	10574.6373846	10563.8229377	10571.431587	9901.64748787	9644.62055327	8984.9198815	8566.16023529	8471.08168049	8262.09100798	8418.23850848	8417.93445948	8372.65836456	8405.85953179	8488.5469969	8546.92957298	8262.09100798	8566.16023529	8372.65836456	8482.42885612	9840.87471892	9840.87471892	9833.45114616	9840.87471892	9840.87471892	9840.87471892	9822.68839127	9840.87471892	9840.87471892	9833.45114616	7944.45713908	7908.78896091	7907.14678732	7931.9805635	7926.85276752	7919.00064068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	10709.8860893	10709.8860893	10709.8860893	10709.8860893	10709.8860893	10709.8860893	9565.44316079	4029.74891237	4029.74891237	4622.8893168	6381.13042696	7121.75943169	7121.75943169	7121.75943169	8990.25657432	15695.5220841	15695.5220841	12960.3130748
Quan_C.20160320.S6	8829.02582469	12951.5258641	12949.3524119	8907.31256065	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8186.26056127	8186.26056127	8186.26056127	8186.26056127	8186.26056127	8186.26056127	7962.92424824	7962.92424824	7962.92424824	7962.92424824	7962.92424824	7962.92424824	7923.04870191	7923.04870191	7923.04870191	7923.04870191	7923.04870191	7923.04870191	7923.04870191	9483.98482921	9866.85978774	9866.85978774	11854.3121662	10578.7855713	10574.6373846	10563.8229377	10571.431587	10578.7855713	10574.6373846	10563.8229377	10571.431587	9901.64748787	9644.62055327	8984.9198815	8566.16023529	8471.08168049	8262.09100798	8418.23850848	8417.93445948	8372.65836456	8405.85953179	8488.5469969	8546.92957298	8262.09100798	8566.16023529	8372.65836456	8482.42885612	9840.87471892	9840.87471892	9833.45114616	9840.87471892	9840.87471892	9840.87471892	9822.68839127	9840.87471892	9840.87471892	9833.45114616	7944.45713908	7908.78896091	7907.14678732	7931.9805635	7926.85276752	7919.00064068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	10709.8860893	10709.8860893	10709.8860893	10709.8860893	10709.8860893	10709.8860893	9565.44316079	4029.74891237	4029.74891237	4622.8893168	6381.13042696	7121.75943169	7121.75943169	7121.75943169	8990.25657432	15695.5220841	15695.5220841	12960.3130748
Quan_C.20160320.S7	8829.02582469	12951.5258641	12949.3524119	8907.31256065	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8186.26056127	8186.26056127	8186.26056127	8186.26056127	8186.26056127	8186.26056127	7962.92424824	7962.92424824	7962.92424824	7962.92424824	7962.92424824	7962.92424824	7923.04870191	7923.04870191	7923.04870191	7923.04870191	7923.04870191	7923.04870191	7923.04870191	9483.98482921	9866.85978774	9866.85978774	11854.3121662	10578.7855713	10574.6373846	10563.8229377	10571.431587	10578.7855713	10574.6373846	10563.8229377	10571.431587	9901.64748787	9644.62055327	8984.9198815	8566.16023529	8471.08168049	8262.09100798	8418.23850848	8417.93445948	8372.65836456	8405.85953179	8488.5469969	8546.92957298	8262.09100798	8566.16023529	8372.65836456	8482.42885612	9840.87471892	9840.87471892	9833.45114616	9840.87471892	9840.87471892	9840.87471892	9822.68839127	9840.87471892	9840.87471892	9833.45114616	7944.45713908	7908.78896091	7907.14678732	7931.9805635	7926.85276752	7919.00064068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	10709.8860893	10709.8860893	10709.8860893	10709.8860893	10709.8860893	10709.8860893	9565.44316079	4029.74891237	4029.74891237	4622.8893168	6381.13042696	7121.75943169	7121.75943169	7121.75943169	8990.25657432	15695.5220841	15695.5220841	12960.3130748
Quan_C.20160320.S8	8829.02582469	12951.5258641	12949.3524119	8907.31256065	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8186.26056127	8186.26056127	8186.26056127	8186.26056127	8186.26056127	8186.26056127	7962.92424824	7962.92424824	7962.92424824	7962.92424824	7962.92424824	7962.92424824	7923.04870191	7923.04870191	7923.04870191	7923.04870191	7923.04870191	7923.04870191	7923.04870191	9483.98482921	9866.85978774	9866.85978774	11854.3121662	10578.7855713	10574.6373846	10563.8229377	10571.431587	10578.7855713	10574.6373846	10563.8229377	10571.431587	9901.64748787	9644.62055327	8984.9198815	8566.16023529	8471.08168049	8262.09100798	8418.23850848	8417.93445948	8372.65836456	8405.85953179	8488.5469969	8546.92957298	8262.09100798	8566.16023529	8372.65836456	8482.42885612	9840.87471892	9840.87471892	9833.45114616	9840.87471892	9840.87471892	9840.87471892	9822.68839127	9840.87471892	9840.87471892	9833.45114616	7944.45713908	7908.78896091	7907.14678732	7931.9805635	7926.85276752	7919.00064068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	10709.8860893	10709.8860893	10709.8860893	10709.8860893	10709.8860893	10709.8860893	9565.44316079	4029.74891237	4029.74891237	4622.8893168	6381.13042696	7121.75943169	7121.75943169	7121.75943169	8990.25657432	15695.5220841	15695.5220841	12960.3130748
Quan_C.20160320.S9	8829.02582469	12951.5258641	12949.3524119	8907.31256065	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8186.26056127	8186.26056127	8186.26056127	8186.26056127	8186.26056127	8186.26056127	7962.92424824	7962.92424824	7962.92424824	7962.92424824	7962.92424824	7962.92424824	7923.04870191	7923.04870191	7923.04870191	7923.04870191	7923.04870191	7923.04870191	7923.04870191	9483.98482921	9866.85978774	9866.85978774	11854.3121662	10578.7855713	10574.6373846	10563.8229377	10571.431587	10578.7855713	10574.6373846	10563.8229377	10571.431587	9901.64748787	9644.62055327	8984.9198815	8566.16023529	8471.08168049	8262.09100798	8418.23850848	8417.93445948	8372.65836456	8405.85953179	8488.5469969	8546.92957298	8262.09100798	8566.16023529	8372.65836456	8482.42885612	9840.87471892	9840.87471892	9833.45114616	9840.87471892	9840.87471892	9840.87471892	9822.68839127	9840.87471892	9840.87471892	9833.45114616	7944.45713908	7908.78896091	7907.14678732	7931.9805635	7926.85276752	7919.00064068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	10709.8860893	10709.8860893	10709.8860893	10709.8860893	10709.8860893	10709.8860893	9565.44316079	4029.74891237	4029.74891237	4622.8893168	6381.13042696	7121.75943169	7121.75943169	7121.75943169	8990.25657432	15695.5220841	15695.5220841	12960.3130748
Santos_C25.20160225	1897.51233619	8717.57047641	8716.27435784	1807.86632427	3387.57713427	3387.57713427	3387.57713427	3387.57713427	3387.57713427	3387.57713427	3387.57713427	3387.57713427	3387.57713427	3387.57713427	2635.39922465	2635.39922465	2635.39922465	2635.39922465	2635.39922465	2635.39922465	2635.39922465	2568.85304261	2568.85304261	2568.85304261	2568.85304261	2568.85304261	2568.85304261	2763.44352384	2763.44352384	2763.44352384	2763.44352384	2763.44352384	2763.44352384	2802.2212285	2802.2212285	2802.2212285	2802.2212285	2802.2212285	2802.2212285	2802.2212285	1322.64397022	9004.91170693	9004.91170693	5419.43082701	9111.50484366	9129.23323565	9125.22097646	9113.17524236	9111.50484366	9129.23323565	9125.22097646	9113.17524236	19223.243633	19602.7071364	1736.73164854	2162.14834515	2249.69632329	2491.09094586	2336.0517568	2336.37347766	2364.29212114	2351.2772078	2240.03960116	2199.51270685	2491.09094586	2162.14834515	2364.29212114	2246.47836793	992.812346778	992.812346778	1001.17856847	992.812346778	992.812346778	992.812346778	1010.09613163	992.812346778	992.812346778	1001.17856847	12588.5837405	12588.7992972	4083.12787523	4027.03022097	4058.38720892	4049.59110507	10709.8860893	10709.8860893	10709.8860893	10709.8860893	10709.8860893	10709.8860893	10709.8860893	10709.8860893	10709.8860893	10709.8860893	10709.8860893	10709.8860893	10709.8860893	10709.8860893	10709.8860893	10709.8860893	10709.8860893	10709.8860893	10709.8860893	0	0.0	0.0	0.0	0.0	0.0	1464.50115843	6680.8326402	6680.8326402	6106.70934887	4441.81449836	3596.25502102	3596.25502102	3596.25502102	1730.67682568	7520.51611079	7520.51611079	4409.37625355
Santos_C27.20160225	1897.51233619	8717.57047641	8716.27435784	1807.86632427	3387.57713427	3387.57713427	3387.57713427	3387.57713427	3387.57713427	3387.57713427	3387.57713427	3387.57713427	3387.57713427	3387.57713427	2635.39922465	2635.39922465	2635.39922465	2635.39922465	2635.39922465	2635.39922465	2635.39922465	2568.85304261	2568.85304261	2568.85304261	2568.85304261	2568.85304261	2568.85304261	2763.44352384	2763.44352384	2763.44352384	2763.44352384	2763.44352384	2763.44352384	2802.2212285	2802.2212285	2802.2212285	2802.2212285	2802.2212285	2802.2212285	2802.2212285	1322.64397022	9004.91170693	9004.91170693	5419.43082701	9111.50484366	9129.23323565	9125.22097646	9113.17524236	9111.50484366	9129.23323565	9125.22097646	9113.17524236	19223.243633	19602.7071364	1736.73164854	2162.14834515	2249.69632329	2491.09094586	2336.0517568	2336.37347766	2364.29212114	2351.2772078	2240.03960116	2199.51270685	2491.09094586	2162.14834515	2364.29212114	2246.47836793	992.812346778	992.812346778	1001.17856847	992.812346778	992.812346778	992.812346778	1010.09613163	992.812346778	992.812346778	1001.17856847	12588.5837405	12588.7992972	4083.12787523	4027.03022097	4058.38720892	4049.59110507	10709.8860893	10709.8860893	10709.8860893	10709.8860893	10709.8860893	10709.8860893	10709.8860893	10709.8860893	10709.8860893	10709.8860893	10709.8860893	10709.8860893	10709.8860893	10709.8860893	10709.8860893	10709.8860893	10709.8860893	10709.8860893	10709.8860893	0.0	0	0.0	0.0	0.0	0.0	1464.50115843	6680.8326402	6680.8326402	6106.70934887	4441.81449836	3596.25502102	3596.25502102	3596.25502102	1730.67682568	7520.51611079	7520.51611079	4409.37625355
