#Sequence ID	name	date	latlon	primer	latitude	longitude	sample_number	location	type	country	locality	note	address	altitude	contact	university	sample_date	sex	yearmonth	method	sample	bin_id	sample_processing	Description	site	source
Encinitas|20160301|USA|2	Cardiff Primer C1 Site 2 20160301	20160301	33.016467,-117.273686	C	33.016467	-117.273686				USA	Encinitas		San Elijo Joint Powers Authority, 2695 Manchester Avenue, Cardiff by the Sea, California 920077077		Rob Edwards	San Diego State University			201603						2	
Encinitas|20160301|USA|6	Cardiff Primer C5 Site 2 20160301	20160301	33.016467,-117.273686	C	33.016467	-117.273686				USA	Encinitas		San Elijo Joint Powers Authority, 2695 Manchester Avenue, Cardiff by the Sea, California 920077077		Rob Edwards	San Diego State University			201603						2	
Ramallah|20151202|Israel|1	Qimron lab primer C 20151202	20151202	31.9,35.19	C	31.9	35.19				Israel	Ramallah	Collected in Ramallah			Udi Qimron	Tel Aviv University										
Shanghai|20160320|China|1	Quan Clone 1 PrimerC 20160320	20160320	31.34,121.51	C	31.34	121.51	1	Shanghai, China	WWTP	China	Shanghai				Zhe-Xue Quan	Fundan University										
North_Fremantle|20170816|Australia|1	Barr Monash Sample5 PrimerC 20170816	20170816	-32.0397544,115.6806686	C	-32.0397544	115.6806686	5	WWTP, Western Australia, Australia	WWTP	Australia	North Fremantle															
Khartoum|20160304|Sudan|1	Cinek primer C sample 288 20170421	20170421	15.5007,32.5599	C	15.5007	32.5599	288			Sudan	Khartoum				Ondrej Cinek	Univerzita Karlova	20160304									
Baki|20170421|Azerbaijan|3	Cinek primer C sample 337 20170421	20170421	40.4093,49.8671	C	40.4093	49.8671	337			Azerbaijan	Baki				Ondrej Cinek	Univerzita Karlova										
Rybienko_Stare|20160303|Poland|5	Decewicz Dziewit Primer C Wyszkow 20160303	20160303	52.577948,21.429024	C	52.577948	21.429024				Poland	Rybienko Stare		Municipal Wastewater Treatment Plant, Rybienko Stare, 07-200 Wyszkow, Poland		Lukasz Dziewit	University of Warsaw										
Gava|20151001|Spain|3	Muniesa 1.1 Gava primer C Primary Treatment	20151001	41.3037013,1.9858569	C	41.3037013	1.9858569				Spain	Gava				Maite Muniesa	Universitat de Barcelona										Primary Treatment
Waianae|20161212|USA|1	Hawaii C Waianae Waste Water Treatment Plant Dec 12 2016	20161212	21.4467837,-158.1928871	C	21.4467837	-158.1928871				USA	Waianae		Waianae, HI 96792		Olivia Nigro	Hawai'i Pacific University										
San_Marcos|20151012|USA|1	Edwards Primer C Site 4 20151012	20151012	33.144526,-117.178849	C	33.144526	-117.178849				USA	San Marcos		Vallecitos Water District, 201 Vallecitos De Oro, San Marcos, CA 92069		Rob Edwards	San Diego State University										
Escondido|20160601|USA|1	Escondido Primer C Site 1 20160601	20160601	33.105788,-117.114064	C	33.105788	-117.114064				USA	Escondido		Water Quality Testing, 1521 S. Hale Avenue Escondido, CA 92029, USA		Rob Edwards	San Diego State University			201606						1	
Oswiecim|20160126|Poland|1	Decewicz Dziewit Primer C Oswiecim 20160126	20160126	50.038062,19.321854	C	50.038062	19.321854				Poland	Oswiecim		Municipal and Industrial Wastewater Treatment Plant, Nadwislanska 46, 32-642 Oswiecim, Poland		Lukasz Dziewit	University of Warsaw										
Novosibirskiy_rayon|20160301|Russia|1	Tyakht Nov_282_C primer C	20160301	55.03,82.57	C	55.03	82.57				Russia	Novosibirskiy rayon		Novosibirsk, Russia		Alexander Tyakht	Federal Research and Clinical Center of Physical-Chemical Medicine										
Oswiecim|20160303|Poland|3	Decewicz Dziewit Primer C Oswiecim 20160303	20160303	50.038062,19.321854	C	50.038062	19.321854				Poland	Oswiecim		Municipal and Industrial Wastewater Treatment Plant, Nadwislanska 46, 32-642 Oswiecim, Poland		Lukasz Dziewit	University of Warsaw										
Encinitas|20160301|USA|5	Cardiff Primer C4 Site 2 20160301	20160301	33.016467,-117.273686	C	33.016467	-117.273686				USA	Encinitas		San Elijo Joint Powers Authority, 2695 Manchester Avenue, Cardiff by the Sea, California 920077077		Rob Edwards	San Diego State University			201603						2	
Zerdab|20070126|Azerbaijan|1	Cinek lab sample 344 C 20070126	20070126	40.143105,47.576927	C	40.143105	47.576927				Azerbaijan	Zerdab	Assembly of 4 reads: 344_C_intF.ab1 (reversed), 344_C_r.ab1, 344_C_f.ab1 (reversed), 344_C_intR.ab1			Ondrej Cinek	Univerzita Karlova		m								
Oslo|20060512|Norway|1	Cinek.Norway.amplicons.T11138_C	20060512	59.9138688,10.7522454	C	59.9138688	10.7522454				Norway	Oslo						20060512		200605	Sanger						
Carlsbad|20150901|USA|1	Carlsbad Primer A Site 3 20150901	20150901	33.116202,-117.321597	C	33.116202	-117.321597				USA	Carlsbad		Encina Wastewater Authority, 6200 Avenida Encinas, Carlsbad, CA 92011		Rob Edwards	San Diego State University			201509						3	
Carlsbad|20161101|USA|1	Carlsbad Primer C Site 3 20161101	20161101	33.116202,-117.321597	C	33.116202	-117.321597				USA	Carlsbad		Encina Wastewater Authority, 6200 Avenida Encinas, Carlsbad, CA 92011		Rob Edwards	San Diego State University			201611						3	
Encinitas|20160301|USA|1	Cardiff Primer C Site 2 20160301	20160301	33.016467,-117.273686	C	33.016467	-117.273686				USA	Encinitas		San Elijo Joint Powers Authority, 2695 Manchester Avenue, Cardiff by the Sea, California 920077077		Rob Edwards	San Diego State University			201603						2	
Carlsbad|20160301|USA|2	Carlsbad Primer A Site 3 20160301	20160301	33.116202,-117.321597	C	33.116202	-117.321597				USA	Carlsbad		Encina Wastewater Authority, 6200 Avenida Encinas, Carlsbad, CA 92011		Rob Edwards	San Diego State University			201603						3	
Escondido|20151012|USA|1	Edwards Primer C Site 1 20151026	20151012	33.105788,-117.114064	C	33.105788	-117.114064				USA	Escondido		Water Quality Testing, 1521 S. Hale Avenue Escondido, CA 92029, USA		Rob Edwards	San Diego State University										
San_Marcos|20161101|USA|1	San_Marcos Primer C Site 4 20161101	20161101	33.144526,-117.178849	C	33.144526	-117.178849				USA	San Marcos		Vallecitos Water District, 201 Vallecitos De Oro, San Marcos, CA 92069		Rob Edwards	San Diego State University			201611						4	
El_Prat_de_Llobregat|20140101|Spain|1	Muniesa E8 El Prat de Llobregat primer C Raw Sewage	20140101	41.3224312,2.0828713	C	41.3224312	2.0828713				Spain	El Prat de Llobregat				Maite Muniesa	Universitat de Barcelona										Raw Sewage
Ostrava|20151201|Czech_Republic|1	Cinek primerC sample 18 20151201	20151201	49.8346453,18.2820442	C	49.8346453	18.2820442	352	Usti n. Labem	pre-sewage treatment plant	Czech_Republic	Ostrava				Ondrej Cinek	Univerzita Karlova										
Amman|20170421|Jordan|3	Cinek primer C sample 236 20170421	20170421	31.9454,35.9284	C	31.9454	35.9284	236			Jordan	Amman				Ondrej Cinek	Univerzita Karlova										
Amman|20170421|Jordan|6	Cinek primer C sample 244 20170421	20170421	31.9454,35.9284	C	31.9454	35.9284	244			Jordan	Amman				Ondrej Cinek	Univerzita Karlova										
Oslo|20060129|Norway|1	Cinek.Norway.amplicons.T9676_C	20060129	59.9138688,10.7522454	C	59.9138688	10.7522454				Norway	Oslo						20060129		200601	Sanger						
Sherbakulskiy_rayon|20160301|Russia|1	Tyakht OM_178_C primer C	20160301	54.3933,72.4255	C	54.3933	72.4255				Russia	Sherbakulskiy rayon		Omsk, Russia		Alexander Tyakht	Federal Research and Clinical Center of Physical-Chemical Medicine										
Centro|20160516|Mexico|1	Vinuesa lab primer C 20160516	20160516	18.8538889,-99.2242998	C	18.8538889	-99.2242998				Mexico	Centro	Collected in Morelos, Apatlaco River, Temixco			Pablo Vinuesa	Universidad Nacional Autonoma de Mexico										
Ceske_Budejovice|20151201|Czech_Republic|1	Cinek primerC sample 4 20151201	20151201	48.9744694,14.4743417	C	48.9744694	14.4743417	466	Usti nad Labem	pre-sewage treatment plant	Czech_Republic	Ceske Budejovice				Ondrej Cinek	Univerzita Karlova										
Khartoum|20160303|Sudan|1	Cinek primer C sample 252 20170421	20170421	15.5007,32.5599	C	15.5007	32.5599	252			Sudan	Khartoum				Ondrej Cinek	Univerzita Karlova	20160303									
Carlsbad|20151101|USA|1	Carlsbad Primer A Site 3 20151101	20151101	33.116202,-117.321597	C	33.116202	-117.321597				USA	Carlsbad		Encina Wastewater Authority, 6200 Avenida Encinas, Carlsbad, CA 92011		Rob Edwards	San Diego State University			201511						3	
Gava|20131101|Spain|1	Muniesa E4 Gava primer C Raw Sewage	20131101	41.3037013,1.9858569	C	41.3037013	1.9858569				Spain	Gava				Maite Muniesa	Universitat de Barcelona										Raw Sewage
Shanghai|20160320|China|17	Quan Clone 17 PrimerC 20160320	20160320	31.34,121.51	C	31.34	121.51	17	Shanghai, China	WWTP	China	Shanghai				Zhe-Xue Quan	Fundan University										
Engelsskiy_rayon|20160301|Russia|1	Tyakht SAR_275_C primer C	20160301	51.32,46.00	C	51.32	46.00				Russia	Engelsskiy rayon		Saratov, Russia		Alexander Tyakht	Federal Research and Clinical Center of Physical-Chemical Medicine										
North_Kurdufan|00000000|Sudan|4	Cinek lab sample 298 C unknown	unknown	12.862807,30.217636	C	12.862807	30.217636				Sudan	North Kurdufan	Assembly of 3 reads: 298_C_intF.ab1 (reversed), 298_C_r.ab1, 298_C_intR.ab1			Ondrej Cinek	Univerzita Karlova		m								
Oslo|20030410|Norway|1	Cinek.Norway.metagenome.683.3		59.9138688,10.7522454	C	59.9138688	10.7522454				Norway	Oslo						20030410	F	200304	metagenome	683	110	filtering + pelleting + enzymes			
Zerdab|20030925|Azerbaijan|1	Cinek lab sample 323 C 20030925	20030925	40.143105,47.576927	C	40.143105	47.576927				Azerbaijan	Zerdab	Assembly of 4 reads: 323_C_intR.ab1 (reversed), 323_C_f.ab1, 323_C_r.ab1 (reversed), 323_C_intF.ab1			Ondrej Cinek	Univerzita Karlova		f								
Encinitas|20160101|USA|1	Cardiff Primer C Site 2 20160101	20160101	33.016467,-117.273686	C	33.016467	-117.273686				USA	Encinitas		San Elijo Joint Powers Authority, 2695 Manchester Avenue, Cardiff by the Sea, California 920077077		Rob Edwards	San Diego State University			201601						2	
Lisboa|20160225|Portugal|1	Santos PrimerC25	20160225	38.7348396,-9.1863262	C	38.7348396	-9.1863262				Portugal	Lisboa		Instituto Superior Tecnico, Laboratorio de Analises, Av. Rovisco Pais, 1049-001 Lisboa		Ricardo Santos	Instituto Superior Tecnico										
Oslo|20060201|Norway|1	Cinek.Norway.amplicons.T9713_C	20060201	59.9138688,10.7522454	C	59.9138688	10.7522454				Norway	Oslo						20060201		200602	Sanger						
Carlsbad|20160101|USA|1	Carlsbad Primer C Site 3 20160101	20160101	33.116202,-117.321597	C	33.116202	-117.321597				USA	Carlsbad		Encina Wastewater Authority, 6200 Avenida Encinas, Carlsbad, CA 92011		Rob Edwards	San Diego State University			201601						3	
Shanghai|20160320|China|8	Quan Clone 8 PrimerC 20160320	20160320	31.34,121.51	C	31.34	121.51	8	Shanghai, China	WWTP	China	Shanghai				Zhe-Xue Quan	Fundan University										
Gatchinskiy_rayon|20160301|Russia|2	Tyakht Spb_74_14P_C primer C	20160301	59.57,30.18	C	59.57	30.18				Russia	Gatchinskiy rayon		Saint-Petersburg, Russia		Alexander Tyakht	Federal Research and Clinical Center of Physical-Chemical Medicine										
Pakenham|20161213|Australia|1	Barr Monash Sample1 PrimerC 20161213	20161213	-38.1122141,145.4864454	C	-38.1122141	145.4864454	1	Pakenham WWTP, Victoria, Australia	WWTP	Australia	Pakenham															
Carlsbad|20160101|USA|2	Carlsbad Primer A Site 3 20160101	20160101	33.116202,-117.321597	C	33.116202	-117.321597				USA	Carlsbad		Encina Wastewater Authority, 6200 Avenida Encinas, Carlsbad, CA 92011		Rob Edwards	San Diego State University			201601						3	
San_Marcos|20160101|USA|1	San_Marcos Primer C Site 4 20160101	20160101	33.144526,-117.178849	C	33.144526	-117.178849				USA	San Marcos		Vallecitos Water District, 201 Vallecitos De Oro, San Marcos, CA 92069		Rob Edwards	San Diego State University			201601						4	
Shanghai|20160320|China|13	Quan Clone 13 PrimerC 20160320	20160320	31.34,121.51	C	31.34	121.51	13	Shanghai, China	WWTP	China	Shanghai				Zhe-Xue Quan	Fundan University										
Apeldoorn|20151106|The_Netherlands|1	Brouns lab primer C 20151106	20151106	52.180646,5.9478529	C	52.180646	5.9478529				The_Netherlands	Apeldoorn		Albert Schweitzerlaan 31, 7334 DZ Apeldoorn, The_Netherlands	36m	Stan Brouns	Delft University of Technology										
Zerdab|19990507|Azerbaijan|1	Cinek lab sample 365 C 19990507	19990507	40.143105,47.576927	C	40.143105	47.576927				Azerbaijan	Zerdab	Assembly of 4 reads: 365_C_intF.ab1 (reversed), 365_C_r.ab1, 365_C_f.ab1 (reversed), 365_C_intR.ab1			Ondrej Cinek	Univerzita Karlova		m								
Lodz|20160303|Poland|5	Decewicz Dziewit Primer C Lodz 20160303	20160303	51.727940,19.347618	C	51.727940	19.347618				Poland	Lodz		Group Wastewater Treatment Plant, Sanitariuszek 66, 91-867 Lodz, Poland		Lukasz Dziewit	University of Warsaw										
Amman|20170421|Jordan|5	Cinek primer C sample 222 20170421	20170421	31.9454,35.9284	C	31.9454	35.9284	222			Jordan	Amman				Ondrej Cinek	Univerzita Karlova										
Shanghai|20160320|China|18	Quan Clone 18 PrimerC 20160320	20160320	31.34,121.51	C	31.34	121.51	18	Shanghai, China	WWTP	China	Shanghai				Zhe-Xue Quan	Fundan University										
Usti_nad_Labem|20151201|Czech_Republic|1	Cinek primerC sample 17 20151201	20151201	50.6604875,14.0406928	C	50.6604875	14.0406928	368	Jezova	post-STP, refugee camp	Czech_Republic	Usti nad Labem				Ondrej Cinek	Univerzita Karlova										
Zerdab|20031229|Azerbaijan|1	Cinek lab sample 326 C 20031229	20031229	40.143105,47.576927	C	40.143105	47.576927				Azerbaijan	Zerdab	Assembly of 4 reads: 326_C_intF.ab1 (reversed), 326_C_r.ab1, 326_C_f.ab1 (reversed), 326_C_intR.ab1			Ondrej Cinek	Univerzita Karlova		f								
Cork|20151215|Ireland|1	Strain APC Microbiome Institute primer C 20151215	20151215	51.8925,-8.4964	C	51.8925	-8.4964				Ireland	Cork	coordinates are APC location			Ronan Strain	University College Cork										
Lisboa|20160225|Portugal|7	Santos PrimerC35	20160225	38.7348396,-9.1863262	C	38.7348396	-9.1863262				Portugal	Lisboa		Instituto Superior Tecnico, Laboratorio de Analises, Av. Rovisco Pais, 1049-001 Lisboa		Ricardo Santos	Instituto Superior Tecnico										
Oslo|20060129|Norway|2	Cinek.Norway.amplicons.T9681_C	20060129	59.9138688,10.7522454	C	59.9138688	10.7522454				Norway	Oslo						20060129		200601	Sanger						
Zerdab|20030201|Azerbaijan|1	Cinek lab sample 348 C 20030201	20030201	40.143105,47.576927	C	40.143105	47.576927				Azerbaijan	Zerdab	Assembly of 2 reads: 348_C_f.ab1, 348_C_intF.ab1			Ondrej Cinek	Univerzita Karlova		m								
Escondido|20160301|USA|1	Escondido Primer C Site 1 20160301	20160301	33.105788,-117.114064	C	33.105788	-117.114064				USA	Escondido		Water Quality Testing, 1521 S. Hale Avenue Escondido, CA 92029, USA		Rob Edwards	San Diego State University			201603						1	
San_Marcos|20160301|USA|1	San_Marcos Primer C Site 4 20160301	20160301	33.144526,-117.178849	C	33.144526	-117.178849				USA	San Marcos		Vallecitos Water District, 201 Vallecitos De Oro, San Marcos, CA 92069		Rob Edwards	San Diego State University			201603						4	
Carlsbad|20160601|USA|1	Carlsbad Primer C Site 3 20160601	20160601	33.116202,-117.321597	C	33.116202	-117.321597				USA	Carlsbad		Encina Wastewater Authority, 6200 Avenida Encinas, Carlsbad, CA 92011		Rob Edwards	San Diego State University			201606						3	
Warszawa|20160303|Poland|5	Decewicz Dziewit Primer C Warsaw 20160303	20160303	52.351351,20.959269	C	52.351351	20.959269				Poland	Warszawa		Municipal Wastewater Treatment Plant Czajka, Czajki 4/6, Warsaw, 03-054 Warsaw, Poland		Lukasz Dziewit	University of Warsaw										
Lodz|20160303|Poland|3	Decewicz Dziewit Primer C Lodz 20160303	20160303	51.727940,19.347618	C	51.727940	19.347618				Poland	Lodz		Group Wastewater Treatment Plant, Sanitariuszek 66, 91-867 Lodz, Poland		Lukasz Dziewit	University of Warsaw										
Baki|20170421|Azerbaijan|5	Cinek primer C sample 353 20170421	20170421	40.4093,49.8671	C	40.4093	49.8671	353			Azerbaijan	Baki				Ondrej Cinek	Univerzita Karlova										
Oslo|20060505|Norway|1	Cinek.Norway.amplicons.T11066_C	20060505	59.9138688,10.7522454	C	59.9138688	10.7522454				Norway	Oslo						20060505		200605	Sanger						
Lisboa|20160225|Portugal|2	Santos Primer C27	20160225	38.7348396,-9.1863262	C	38.7348396	-9.1863262				Portugal	Lisboa		Instituto Superior Tecnico, Laboratorio de Analises, Av. Rovisco Pais, 1049-001 Lisboa		Ricardo Santos	Instituto Superior Tecnico										
Laguna_Niguel|20170403|USA|1	BibbyS3_20170403	20170403	33.5408776,-117.7063134	C	33.5408776	-117.7063134				USA	Laguna Niguel		Regional Treatment Plant, 29201 La Paz Rd, Laguna Niguel, CA 92629													
Rybienko_Stare|20160126|Poland|2	Decewicz Dziewit Primer C Wyszkow 20160126	20160126	52.577948,21.429024	C	52.577948	21.429024				Poland	Rybienko Stare		Municipal Wastewater Treatment Plant, Rybienko Stare, 07-200 Wyszkow, Poland		Lukasz Dziewit	University of Warsaw										
Escondido|20160101|USA|1	Escondido Primer C Site 1 20160101	20160101	33.105788,-117.114064	C	33.105788	-117.114064				USA	Escondido		Water Quality Testing, 1521 S. Hale Avenue Escondido, CA 92029, USA		Rob Edwards	San Diego State University			201601						1	
Shanghai|20160320|China|19	Quan Clone 19 PrimerC 20160320	20160320	31.34,121.51	C	31.34	121.51	19	Shanghai, China	WWTP	China	Shanghai				Zhe-Xue Quan	Fundan University										
Gava|20151001|Spain|2	Muniesa E2 Gava primer C Raw Sewage	20151001	41.3037013,1.9858569	C	41.3037013	1.9858569				Spain	Gava				Maite Muniesa	Universitat de Barcelona										Raw sewage
Mount_Pulaski|20170313|USA|1	BibbyS1_20170313	20170313	40.013333,-89.306667	C	40.013333	-89.306667				USA	Mount Pulaski	This location is approximate. The acutal sample site is unknown, but is in Illinois. The location is the geographic center of Illinois														
Shanghai|20160320|China|3	Quan Clone 3 PrimerC 20160320	20160320	31.34,121.51	C	31.34	121.51	3	Shanghai, China	WWTP	China	Shanghai				Zhe-Xue Quan	Fundan University										
Lisboa|20160225|Portugal|3	Santos PrimerC28	20160225	38.7348396,-9.1863262	C	38.7348396	-9.1863262				Portugal	Lisboa		Instituto Superior Tecnico, Laboratorio de Analises, Av. Rovisco Pais, 1049-001 Lisboa		Ricardo Santos	Instituto Superior Tecnico										
Shanghai|20160320|China|4	Quan Clone 4 PrimerC 20160320	20160320	31.34,121.51	C	31.34	121.51	4	Shanghai, China	WWTP	China	Shanghai				Zhe-Xue Quan	Fundan University										
Rybienko_Stare|20160303|Poland|4	Decewicz Dziewit Primer C Wyszkow 20160303	20160303	52.577948,21.429024	C	52.577948	21.429024				Poland	Rybienko Stare		Municipal Wastewater Treatment Plant, Rybienko Stare, 07-200 Wyszkow, Poland		Lukasz Dziewit	University of Warsaw										
Rybienko_Stare|20160303|Poland|2	Decewicz Dziewit Primer C Wyszkow 20160303	20160303	52.577948,21.429024	C	52.577948	21.429024				Poland	Rybienko Stare		Municipal Wastewater Treatment Plant, Rybienko Stare, 07-200 Wyszkow, Poland		Lukasz Dziewit	University of Warsaw										
Encinitas|20161101|USA|1	Cardiff Primer C Site 2 20161101	20161101	33.016467,-117.273686	C	33.016467	-117.273686				USA	Encinitas		San Elijo Joint Powers Authority, 2695 Manchester Avenue, Cardiff by the Sea, California 920077077		Rob Edwards	San Diego State University			201611						2	
Gava|20140501|Spain|1	Muniesa E13 Gava primer C Raw Sewage	20140501	41.3037013,1.9858569	C	41.3037013	1.9858569				Spain	Gava				Maite Muniesa	Universitat de Barcelona										Raw Sewage
Haacht|20160126|Belgium|1	Lavigne Primer C 20160126	20160126	50.9598476,4.6350655	C	50.9598476	4.6350655				Belgium	Haacht				Rob Lavigne	KU Leuven										
North_Kurdufan|00000000|Sudan|1	Cinek lab sample 285 C unknown	unknown	12.862807,30.217636	C	12.862807	30.217636				Sudan	North Kurdufan	Assembly of 4 reads: 285_C_intF.ab1 (reversed), 285_C_r.ab1, 285_C_f.ab1 (reversed), 285_C_intR.ab1			Ondrej Cinek	Univerzita Karlova		f								
Escondido|20151209|USA|1	Edwards Primer C Site 1 20151209	20151209	33.105788,-117.114064	C	33.105788	-117.114064				USA	Escondido		Water Quality Testing, 1521 S. Hale Avenue Escondido, CA 92029, USA		Rob Edwards	San Diego State University										
New_York|20141214|United_States|1	DiazMunoz_NYC_C	20141214	40.7128,-74.0059	C	40.7128	-74.0059				United States	New York			10.453m	Sam Diaz Munoz	NYU/UC Davis								Pooled sewer samples from 14 locations around New York City. The coordinates are the center of the city		
Shanghai|20160320|China|2	Quan Clone 2 PrimerC 20160320	20160320	31.34,121.51	C	31.34	121.51	2	Shanghai, China	WWTP	China	Shanghai				Zhe-Xue Quan	Fundan University										
North_Kurdufan|00000000|Sudan|2	Cinek lab sample 259 C unknown	unknown	12.862807,30.217636	C	12.862807	30.217636				Sudan	North Kurdufan	Assembly of 4 reads: 259_C_intF.ab1 (reversed), 259_C_r.ab1, 259_C_f.ab1 (reversed), 259_C_intR.ab1			Ondrej Cinek	Univerzita Karlova		f								
AlJafr|20070813|Jordan|1	Cinek lab sample 215 C 20070813	20070813	30.585164,36.238414	C	30.585164	36.238414				Jordan	Al-Jafr	Assembly of 4 reads: 215_C_intF.ab1 (reversed), 215_C_r.ab1, 215_C_f.ab1 (reversed), 215_C_intR.ab1			Ondrej Cinek	Univerzita Karlova		f								
Khartoum|20160303|Sudan|2	Cinek primer C sample 260 20170421	20170421	15.5007,32.5599	C	15.5007	32.5599	260			Sudan	Khartoum				Ondrej Cinek	Univerzita Karlova	20160303									
Encinitas|20160301|USA|4	Cardiff Primer C3 Site 2 20160301	20160301	33.016467,-117.273686	C	33.016467	-117.273686				USA	Encinitas		San Elijo Joint Powers Authority, 2695 Manchester Avenue, Cardiff by the Sea, California 920077077		Rob Edwards	San Diego State University			201603						2	
Khartoum|20160203|Sudan|1	Cinek primer C sample 249 20170421	20170421	15.5007,32.5599	C	15.5007	32.5599	249			Sudan	Khartoum				Ondrej Cinek	Univerzita Karlova	20160203									
Khartoum|20160311|Sudan|1	Cinek primer C sample 290 20170421	20170421	15.5007,32.5599	C	15.5007	32.5599	290			Sudan	Khartoum				Ondrej Cinek	Univerzita Karlova	20160311									
Zastavka|20151201|Czech_Republic|2	Cinek primerC sample 2 20151201	20151201	49.1879958,16.3630967	C	49.1879958	16.3630967	427	Plzen	pre-sewage treatment plant	Czech_Republic	Zastavka				Ondrej Cinek	Univerzita Karlova										
