Run ID	Country	Date	Lat Lon
ERR1578693	China	2013	
ERR748172	Germany	2011/2014	
ERR480687	France	2004/2006	
ERR480690	France	2004/2006	
ERR321648	Denmark	2008-2010	
ERR1190585	China	2014	
ERR480991	Germany	2011/2013	
ERR748479	Germany	2011/2014	
ERR321310	Denmark	2008-2010	
ERR321342	Denmark	2008-2010	
ERR321596	Denmark	2008-2010	
ERR479236	France	2004/2006	
SRR2155337	Germany	May-2011	not applicable
ERR748101	Germany	2011/2014	
ERR479396	France	2004/2006	
ERR209193	Denmark	2008-2010	
SRR2565971	Canada	2011-03-18	45.50 N 73.63 W
ERR480588	France	2004/2006	
ERR1190838	China	2014	
ERR480940	Germany	2011/2013	
ERR481027	Germany	2011/2013	
ERR414777	Spain	2008/2010	
ERR480990	Germany	2011/2013	
ERR414715	Spain	2008/2010	
ERR479413	France	2004/2006	
SRR4481820	USA	2014-06-04	39.288462639338995 N 76.62594594061375 W
ERR414402	Spain	2008/2010	
ERR209238	Denmark	2008-2010	
ERR210374	Denmark	2008-2010	
ERR414759	Spain	2008/2010	
ERR527091	China	2011	
ERR480914	France	2004/2006	
SRR4032468	USA	2013	29.77152983140313 N 95.22124444140628 W
ERR209688	Spain	2008-2010	
ERR527126	China	2011	
ERR748462	Germany	2011/2014	
ERR209241	Denmark	2008-2010	
ERR748194	Germany	2011/2014	
SRR1631519	USA	2013-02-14	38.984652 N 77.094709 W
ERR528749	China	2011	
ERR1018286	China	2012	
ERR414370	Spain	2008/2010	
ERR209581	Spain	2008-2010	
SRR2565819	Canada	2010-06-22	45.50 N 73.63 W
SRR2183683	USA	06-06-2014	
ERR210526	Spain	2008-2010	
ERR528315	China	2011	
ERR209930	Denmark	2008-2010	
ERR528313	China	2011	
ERR210538	Spain	2008-2010	
SRR4481725	USA	2014-06-30	39.288462639338995 N 76.62594594061375 W
SRR2183733	USA	09-26-2014	
ERR527008	China	2011	
ERR210268	Denmark	2008-2010	
ERR414709	Spain	2008/2010	
ERR414616	Denmark	2008/2010	
ERR414587	Denmark	2008/2010	
ERR1018268	China	2012	
SRR4074259	Italy	2013	
SRR4032495	USA	2013	29.77152983140312 N 95.22124444140627 W
ERR525747	Denmark	2008/2010	
ERR210633	Spain	2008-2010	
ERR1018229	China	2012	
ERR1190835	China	2014	
ERR748376	Germany	2011/2014	
ERR748296	Germany	2011/2014	
SRR2155352	Germany	Nov-2011	not applicable
ERR480901	France	2004/2006	
ERR210052	Denmark	2008-2010	
SRR3182109	USA	2014-01-24	38.984652 N 77.094709 W
ERR321416	Denmark	2008-2010	
ERR1190548	China	2014	
ERR209393	Denmark	2008-2010	
ERR209448	Denmark	2008-2010	
ERR1018215	China	2012	
ERR748135	Germany	2011/2014	
ERR209839	Spain	2008-2010	
ERR209061	Denmark	2008-2010	
ERR209251	Denmark	2008-2010	
ERR748317	Germany	2011/2014	
ERR321247	Denmark	2008-2010	
ERR414238	Denmark	2008/2010	
ERR748398	Germany	2011/2014	
ERR525810	Denmark	2008/2010	
SRR2566056	Canada	2010-03-25	45.50 N 73.63 W
ERR210650	Spain	2008-2010	
SRR545930	Canada	2004	53.520710 -113.524239
ERR414571	Denmark	2008/2010	
SRR3182104	USA	2014-01-24	38.984652 N 77.094709 W
ERR1190956	China	2014	
SRR4032538	USA	2013	29.77152983140313 N 95.22124444140628 W
ERR480833	France	2004/2006	
SRR3993056	China	Oct-2010	43.95 N 116.35 E
ERR480941	Germany	2011/2013	
ERR210362	Denmark	2008-2010	
ERR209961	Denmark	2008-2010	
ERR480650	France	2004/2006	
SRR3183599	USA	2014-01-16	38.984652 N 77.094709 W
SRR3917627	USA	2013-05-03	40.829 N 96.667 W
SRR2183719	USA	08-15-2014	
SRR2565844	Canada	2010-10-21	45.50 N 73.63 W
ERR210120	Denmark	2008-2010	
SRR4032470	USA	2013	29.77152983140313 N 95.22124444140628 W
ERR414296	Denmark	2008/2010	
SRR2043641	Hong_Kong	Apr-2014	22.15 N 114.10 E
SRR2183717	USA	08-15-2014	
SRR1624854	USA	2012-04-11	38.984652 N 77.094709 W
ERR589836	China	2012	
SRR2298541	Finland	1998-09-28	
ERR321307	Denmark	2008-2010	
ERR528298	China	2011	
ERR527176	China	2011	
ERR209513	Denmark	2008-2010	
ERR209299	Denmark	2008-2010	
SRR3501888	Singapore	2015-07-25	1.33 N 103.75 E
SRR1714192	USA	30-Oct-1990	38.98 N 77.11 W
ERR480997	Germany	2011/2013	
ERR414507	Spain	2008/2010	
ERR481046	Germany	2011/2013	
ERR210029	Denmark	2008-2010	
SRR1631309	USA	2013-01-17	38.984652 N 77.094709 W
SRR2565545	Canada	2010-05-14	45.50 N 73.63 W
ERR589790	China	2012	
ERR210142	Denmark	2008-2010	
ERR1018281	China	2012	
ERR414240	Denmark	2008/2010	
ERR210183	Denmark	2008-2010	
ERR414556	Denmark	2008/2010	
SRR1145849	China	2013-1-7	31.3N 121.5E
SRR2566064	Canada	2010-04-20	45.50 N 73.63 W
SRR3067121	Canada	22-Oct-2013	not collected
ERR748142	Germany	2011/2014	
ERR321271	Denmark	2008-2010	
ERR1190710	China	2014	
SRR1284492	Russia	2010-01-01	59.95183,30.246042
ERR414327	Denmark	2008/2010	
ERR1190863	China	2014	
ERR1190705	China	2014	
SRR2565838	Canada	2010-09-27	45.50 N 73.63 W
ERR527098	China	2011	
SRR3191667	USA	2014-02-27	38.984652 N 77.094709 W
ERR321299	Denmark	2008-2010	
SRR2565647	Canada	2009-12-02	45.50 N 73.63 W
ERR209300	Denmark	2008-2010	
ERR748383	Germany	2011/2014	
SRR1761677	USA	2013	35.21 N 97.43 W
ERR209931	Denmark	2008-2010	
SRR2565618	Canada	2010-06-07	45.50 N 73.63 W
ERR479246	France	2004/2006	
ERR321536	Denmark	2008-2010	
SRR4451579	USA	2014-06-09	39.288462639338995 N 76.62594594061375 W
ERR1190804	China	2014	
ERR209126	Denmark	2008-2010	
ERR479390	France	2004/2006	
ERR589773	China	2012	
ERR209096	Denmark	2008-2010	
ERR479591	Germany	2011/2013	
ERR209770	Spain	2008-2010	
ERR748465	Germany	2011/2014	
SRR3182110	USA	2014-01-24	38.984652 N 77.094709 W
ERR527097	China	2011	
ERR210109	Denmark	2008-2010	
ERR480880	France	2004/2006	
ERR210340	Denmark	2008-2010	
ERR748349	Germany	2011/2014	
SRR3546363	USA	2013	
SRR2155370	Germany	Nov-2009	not applicable
ERR1018293	China	2012	
SRR4481813	USA	2014-06-23	39.288462639338995 N 76.62594594061375 W
SRR1611149	Luxembourg	10/5/11	49.5134139 N 0.006.0179250 E
ERR480816	France	2004/2006	
ERR527095	China	2011	
SRR2183681	USA	06-02-2014	
SRR3182086	USA	2014-01-24	38.984652 N 77.094709 W
ERR408151	Spain	2012-06-20	
SRR2565818	Canada	2010-06-22	45.50 N 73.63 W
ERR321320	Denmark	2008-2010	
SRR2583986	Canada	2011-02-17	45.50 N 73.63 W
ERR209633	Spain	2008-2010	
ERR527045	China	2011	
ERR209204	Denmark	2008-2010	
SRR2565541	Canada	2010-04-30	45.50 N 73.63 W
ERR210584	Spain	2008-2010	
ERR479047	France	2004/2006	
ERR505086	Australia	2012	
SRR3993017	Mongolia	Oct-2010	47.30 N 106.15 E
ERR1578678	China	2013	
ERR210518	Spain	2008-2010	
ERR209524	Denmark	2008-2010	
ERR479557	Germany	2011/2013	
ERR1190620	China	2014	
ERR748298	Germany	2011/2014	
SRR2155318	Germany	Nov-2010	not applicable
ERR748369	Germany	2011/2014	
SRR1238402	Denmark	Nov-2012	55.68N 12.57E
ERR527149	China	2011	
ERR748103	Germany	2011/2014	
SRR2940947	USA	2012-07-05	Not applicable
ERR748097	Germany	2011/2014	
ERR505105	Australia	2012	
ERR480820	France	2004/2006	
ERR420359	Pacific Ocean	2011/2012	
SRR2565933	Canada	2010-12-09	45.50 N 73.63 W
SRR2155340	Germany	Nov-2011	not applicable
SRR4236650	USA	2015-01-08	41.5300 N 90.4300 W
ERR1190810	China	2014	
ERR209429	Denmark	2008-2010	
ERR527031	China	2011	
ERR321576	Denmark	2008-2010	
ERR527060	China	2011	
ERR1190680	China	2014	
SRR1930250	Italy	Apr-2013	44.4950537 N 11.3427401 E
ERR527099	China	2011	
ERR1190715	China	2014	
ERR209680	Spain	2008-2010	
SRR3501886	Singapore	2015-07-10	1.33 N 103.75 E
SRR2062623	USA	28-Jun-2013	43.727094 N 72.425964 W
SRR1624870	USA	2012-04-11	38.984652 N 77.094709 W
ERR479229	France	2004/2006	
SRR3917692	USA	2013-05-03	40.829 N 96.667 W
SRR2297859	Finland	2005-05-24	
ERR210042	Denmark	2008-2010	
SRR2565550	Canada	2010-05-13	45.50 N 73.63 W
ERR321293	Denmark	2008-2010	
SRR3501885	Singapore	2015-07-03	1.33 N 103.75 E
ERR209078	Denmark	2008-2010	
ERR748153	Germany	2011/2014	
ERR321477	Denmark	2008-2010	
SRR3182103	USA	2014-01-24	38.984652 N 77.094709 W
SRR3536232	USA	2012-04-08	31.6733 N 89.5875 W
ERR321433	Denmark	2008-2010	
ERR1190673	China	2014	
ERR414257	Denmark	2008/2010	
ERR414403	Spain	2008/2010	
ERR209272	Denmark	2008-2010	
ERR210434	Spain	2008-2010	
ERR210398	Spain	2008-2010	
ERR1190653	China	2014	
SRR2565742	Canada	2010-07-25	45.50 N 73.63 W
SRR3182107	USA	2014-01-24	38.984652 N 77.094709 W
ERR479319	France	2004/2006	
ERR479310	France	2004/2006	
ERR589813	China	2012	
SRR2565922	Canada	2010-11-26	45.50 N 73.63 W
ERR527210	China	2011	
ERR589810	China	2012	
ERR1190783	China	2014	
SRR3993033	China	Oct-2010	43.95 N 116.14 E
ERR209191	Denmark	2008-2010	
ERR479219	France	2004/2006	
SRR3992992	Mongolia	Jun-2013	47.19 N 110.39 E
ERR321268	Denmark	2008-2010	
SRR1025216	Singapore	7-Oct-10	120'1""N 10345'15""E
ERR589856	China	2012	
ERR748382	Germany	2011/2014	
ERR479179	France	2004/2006	
ERR209785	Spain	2008-2010	
SRR3992993	Mongolia	Jun-2013	47.19 N 110.39 E
SRR4444778	USA	2014-06-08	39.288462639338995 N 76.62594594061375 W
ERR420345	Pacific Ocean	2011/2012	
SRR2566059	Canada	2010-04-16	45.50 N 73.63 W
ERR318688	USA	01/05/2006	
ERR480909	France	2004/2006	
SRR3737022	USA	2012-10-18	40.829 N 96.667 W
SRR3992959	China	Oct-2010	43.95 N 116.16 E
SRR1616984	Germany	15-Nov-2012	48 N 8 E
ERR209913	Denmark	2008-2010	
SRR2155386	Germany	May-2010	not applicable
ERR1190552	China	2014	
SRR4444814	USA	2014-06-07	39.288462639338995 N 76.62594594061375 W
ERR480865	France	2004/2006	
SRR2297854	Finland	2005-01-10	
ERR1578710	China	2013	
ERR321589	Denmark	2008-2010	
ERR414680	Spain	2008/2010	
ERR420344	Pacific Ocean	2011/2012	
ERR748447	Germany	2011/2014	
SRR2183721	USA	08-22-2014	
ERR414406	Spain	2008/2010	
SRR2940957	USA	2011-09-28	Not applicable
ERR321069	Denmark	2008-2010	
ERR414669	Spain	2008/2010	
ERR210364	Denmark	2008-2010	
ERR479064	France	2004/2006	
SRR2857970	USA	2011	42.3601 N 71.0589 W
ERR209312	Denmark	2008-2010	
SRR3993049	China	Oct-2010	43.95 N 116.29 E
ERR1190864	China	2014	
ERR481094	Germany	2011/2013	
ERR210219	Denmark	2008-2010	
SRR1624826	USA	2012-04-11	38.984652 N 77.094709 W
ERR748109	Germany	2011/2014	
SRR2938616	Peru	15-Jan-2013	
ERR748353	Germany	2011/2014	
SRR2089018	Canada	2013-04-22	49 N 123 W
ERR479501	Germany	2011/2013	
SRR2565543	Canada	2010-04-30	45.50 N 73.63 W
SRR3182098	USA	2014-01-24	38.984652 N 77.094709 W
ERR479113	France	2004/2006	
ERR209364	Denmark	2008-2010	
SRR4032478	USA	2013	29.77152983140312 N 95.22124444140627 W
ERR414255	Denmark	2008/2010	
ERR209647	Spain	2008-2010	
ERR321102	Denmark	2008-2010	
SRR4236661	Japan	2015-05-17	35.9200 N 139.6300 E
ERR414516	Denmark	2008/2010	
ERR210419	Spain	2008-2010	
SRR2565845	Canada	2009-12-14	45.50 N 73.63 W
SRR4481706	USA	2014-06-03	39.288462639338995 N 76.62594594061375 W
ERR479441	Germany	2011/2013	
SRR3313081	Luxembourg	2012-12-05	49.5 N 6.2 E
ERR525867	Denmark	2008/2010	
ERR414326	Denmark	2008/2010	
ERR481044	Germany	2011/2013	
ERR210119	Denmark	2008-2010	
ERR479350	France	2004/2006	
ERR318681	USA	01/05/2006	
SRR4000971	USA	05-Oct-2013	42.011882 N 87.710406 W
ERR209192	Denmark	2008-2010	
SRR4000966	USA	05-Oct-2013	42.011882 N 87.710406 W
ERR525949	Denmark	2008/2010	
ERR480959	Germany	2011/2013	
ERR480743	France	2004/2006	
ERR527188	China	2011	
ERR479114	France	2004/2006	
ERR210241	Denmark	2008-2010	
SRR2155346	Germany	Nov-2011	not applicable
ERR321399	Denmark	2008-2010	
ERR479197	France	2004/2006	
SRR3993022	Mongolia	Oct-2010	47.30 N 106.15 E
ERR209736	Spain	2008-2010	
SRR4481747	USA	2014-06-02	39.288462639338995 N 76.62594594061375 W
ERR479269	France	2004/2006	
ERR748435	Germany	2011/2014	
ERR1190944	China	2014	
ERR321375	Denmark	2008-2010	
ERR210583	Spain	2008-2010	
SRR3501861	Singapore	2015-08-14	1.33 N 103.75 E
ERR321507	Denmark	2008-2010	
SRR2565620	Canada	2010-06-07	45.50 N 73.63 W
ERR321212	Denmark	2008-2010	
ERR589785	China	2012	
ERR748415	Germany	2011/2014	
ERR527175	China	2011	
ERR209286	Denmark	2008-2010	
ERR321273	Denmark	2008-2010	
ERR480526	France	2004/2006	
ERR480502	France	2004/2006	
SRR2183675	USA	05-19-2014	
SRR4032611	USA	2013	29.77152983140313 N 95.22124444140628 W
ERR589811	China	2012	
ERR480722	France	2004/2006	
ERR209766	Spain	2008-2010	
ERR209321	Denmark	2008-2010	
ERR321381	Denmark	2008-2010	
SRR4481761	USA	2014-06-05	39.288462639338995 N 76.62594594061375 W
SRR3737028	USA	2012-08-14	40.829 N 96.667 W
ERR321233	Denmark	2008-2010	
ERR210390	Spain	2008-2010	
ERR748467	Germany	2011/2014	
SRR2565937	Canada	2011-01-10	45.50 N 73.63 W
SRR1761778	Peru	2012	5.68 S 73.33 W
SRR4074354	Italy	2013	
ERR479154	France	2004/2006	
ERR589542	China	2012	
ERR480686	France	2004/2006	
ERR321251	Denmark	2008-2010	
ERR481026	Germany	2011/2013	
SRR2155348	Germany	Nov-2011	not applicable
ERR209422	Denmark	2008-2010	
SRR4236666	USA	2015-04-21	39.8800 N 75.2200 W
SRR2938620	Peru	29-Jan-2013	
SRR2938125	Peru	07-May-2012	
ERR164447	Spain	2010-07-02	
ERR210118	Denmark	2008-2010	
ERR321376	Denmark	2008-2010	
ERR479528	Germany	2011/2013	
ERR321335	Denmark	2008-2010	
ERR589788	China	2012	
SRR1631524	USA	2013-02-14	38.984652 N 77.094709 W
ERR210095	Denmark	2008-2010	
ERR748196	Germany	2011/2014	
ERR209223	Denmark	2008-2010	
ERR209666	Spain	2008-2010	
ERR505098	Australia	2012	
ERR527146	China	2011	
ERR209292	Denmark	2008-2010	
ERR479461	Germany	2011/2013	
ERR1190574	China	2014	
ERR1190589	China	2014	
ERR1190852	China	2014	
ERR414618	Denmark	2008/2010	
ERR527023	China	2011	
SRR1025192	Singapore	7-Oct-10	120'1""N 10345'15""E
SRR3993032	Mongolia	Jun-2013	47.55 N 106.60 E
ERR209331	Denmark	2008-2010	
SRR3184330	USA	2014-01-28	38.984652 N 77.094709 W
ERR321608	Denmark	2008-2010	
ERR480663	France	2004/2006	
ERR748191	Germany	2011/2014	
ERR414643	Spain	2008/2010	
ERR480541	France	2004/2006	
ERR321266	Denmark	2008-2010	
ERR480639	France	2004/2006	
ERR321461	Denmark	2008-2010	
ERR479447	Germany	2011/2013	
ERR480505	France	2004/2006	
ERR414549	Denmark	2008/2010	
SRR1624872	USA	2012-04-11	38.984652 N 77.094709 W
ERR209497	Denmark	2008-2010	
SRR1761735	USA	2013	35.21 N 97.43 W
ERR210181	Denmark	2008-2010	
SRR4423697	USA	2014-06-04	39.288462639338995 N 76.62594594061375 W
ERR209899	Spain	2008-2010	
SRR2183703	USA	07-07-2014	
SRR2566041	Canada	2010-03-05	45.50 N 73.63 W
ERR210468	Spain	2008-2010	
ERR1018191	China	2012	
ERR748456	Germany	2011/2014	
ERR505095	Australia	2012	
ERR479523	Germany	2011/2013	
ERR480720	France	2004/2006	
SRR2043625	Hong_Kong	Apr-2014	22.15 N 114.10 E
ERR414511	Denmark	2008/2010	
ERR209507	Denmark	2008-2010	
SRR3100147	Israel	2013-03-20	32.561428 N 34.909674 E
ERR414768	Spain	2008/2010	
ERR528330	China	2011	
SRR1535328	China	2012	22.55 N 113.24 E
ERR321634	Denmark	2008-2010	
SRR2565534	Canada	2009-11-04	45.50 N 73.63 W
SRR1106709	China	2013.08	32056.10""-118412.95
SRR2938416	El Salvador	14-Jan-2014	
ERR1018185	China	2012	
SRR2938604	Peru	07-Aug-2012	
ERR748145	Germany	2011/2014	
SRR2565597	Canada	2010-07-05	45.50 N 73.63 W
ERR528314	China	2011	
ERR321103	Denmark	2008-2010	
SRR3184253	USA	2014-01-28	38.984652 N 77.094709 W
SRR4435801	USA	2014-06-07	39.288462639338995 N 76.62594594061375 W
ERR209643	Spain	2008-2010	
ERR748389	Germany	2011/2014	
ERR321192	Denmark	2008-2010	
SRR1761680	USA	2013	35.21 N 97.43 W
ERR1190708	China	2014	
ERR210182	Denmark	2008-2010	
ERR1018294	China	2012	
ERR527079	China	2011	
ERR209156	Denmark	2008-2010	
ERR479233	France	2004/2006	
ERR527096	China	2011	
ERR748180	Germany	2011/2014	
ERR209801	Spain	2008-2010	
ERR209294	Denmark	2008-2010	
ERR480819	France	2004/2006	
SRR2940973	USA	2012-06-29	Not applicable
ERR480503	France	2004/2006	
ERR209519	Denmark	2008-2010	
ERR479348	France	2004/2006	
ERR414672	Spain	2008/2010	
SRR1761720	Peru	2012	5.68 S 73.33 W
ERR479355	France	2004/2006	
ERR748357	Germany	2011/2014	
ERR209124	Denmark	2008-2010	
ERR321570	Denmark	2008-2010	
ERR321385	Denmark	2008-2010	
ERR481073	Germany	2011/2013	
ERR210155	Denmark	2008-2010	
ERR480563	France	2004/2006	
ERR414541	Denmark	2008/2010	
ERR479377	France	2004/2006	
ERR527066	China	2011	
SRR1573583	Bangladesh	09-Nov-2012	
ERR527110	China	2011	
ERR210111	Denmark	2008-2010	
ERR1018224	China	2012	
SRR2583973	Canada	2010-07-21	45.50 N 73.63 W
SRR2155353	Germany	Nov-2011	not applicable
SRR4481801	USA	2014-06-04	39.288462639338995 N 76.62594594061375 W
ERR589843	China	2012	
ERR526003	Denmark	2008/2010	
ERR748396	Germany	2011/2014	
ERR209270	Denmark	2008-2010	
SRR1535360	China	2012	22.55 N 113.24 E
ERR479433	Germany	2011/2013	
ERR210452	Spain	2008-2010	
SRR3182093	USA	2014-01-24	38.984652 N 77.094709 W
ERR321534	Denmark	2008-2010	
SRR3100148	Israel	2013-03-22	31.843883 N 35.513255 E
SRR1025195	Singapore	7-Oct-10	120'1""N 10345'15""E
ERR1018187	China	2012	
ERR1190951	China	2014	
ERR209190	Denmark	2008-2010	
ERR480712	France	2004/2006	
ERR210483	Spain	2008-2010	
ERR209521	Denmark	2008-2010	
ERR525802	Denmark	2008/2010	
SRR2183704	USA	07-07-2014	
ERR209638	Spain	2008-2010	
SRR2043642	Hong_Kong	Apr-2014	22.15 N 114.10 E
SRR944616	USA	2011-1-31	47.661667, 122.433333
ERR210174	Denmark	2008-2010	
ERR525860	Denmark	2008/2010	
ERR210622	Spain	2008-2010	
SRR3182085	USA	2014-01-24	38.984652 N 77.094709 W
ERR748441	Germany	2011/2014	
SRR2297851	Finland	2004-06-02	
ERR321230	Denmark	2008-2010	
SRR1920165	Croatia	2014	
ERR321274	Denmark	2008-2010	
ERR479366	France	2004/2006	
SRR1624843	USA	2012-04-11	38.984652 N 77.094709 W
ERR481036	Germany	2011/2013	
ERR479435	Germany	2011/2013	
ERR210709	Spain	2008-2010	
ERR321500	Denmark	2008-2010	
ERR414733	Spain	2008/2010	
SRR2297857	Finland	1999-04-12	
ERR210365	Denmark	2008-2010	
SRR4481807	USA	2014-06-01	39.288462639338995 N 76.62594594061375 W
ERR209607	Spain	2008-2010	
ERR210691	Spain	2008-2010	
SRR4032479	USA	2013	29.77152983140313 N 95.22124444140628 W
ERR748193	Germany	2011/2014	
SRR3992981	Mongolia	Jun-2013	47.55 N 106.76 E
SRR2088929	Canada	2012-05-28	49 N 123 W
ERR748416	Germany	2011/2014	
SRR1616985	Germany	03-Apr-2013	48 N 8 E
SRR1438012	Germany	06. Jan 11	52529611; 13.401343
SRR4032496	USA	2013	29.77152983140313 N 95.22124444140628 W
ERR321428	Denmark	2008-2010	
ERR321405	Denmark	2008-2010	
SRR1630985	USA	2012-04-11	38.984652 N 77.094709 W
ERR528324	China	2011	
ERR209157	Denmark	2008-2010	
ERR414696	Spain	2008/2010	
ERR505097	Australia	2012	
ERR210008	Denmark	2008-2010	
ERR414413	Spain	2008/2010	
SRR2043643	Hong_Kong	Apr-2014	22.15 N 114.10 E
ERR321116	Denmark	2008-2010	
ERR480593	France	2004/2006	
ERR209460	Denmark	2008-2010	
ERR321638	Denmark	2008-2010	
SRR3184340	USA	2014-01-28	38.984652 N 77.094709 W
SRR1621006	USA	2011-09-30	38.984652 N 77.094709 W
ERR748000	Germany	2011/2014	
ERR210124	Denmark	2008-2010	
ERR1190587	China	2014	
ERR748112	Germany	2011/2014	
ERR318705	USA	01/05/2006	
ERR210149	Denmark	2008-2010	
ERR481089	Germany	2011/2013	
ERR480467	France	2004/2006	
ERR479581	Germany	2011/2013	
ERR480843	France	2004/2006	
ERR209636	Spain	2008-2010	
ERR210279	Denmark	2008-2010	
ERR525813	Denmark	2008/2010	
ERR210036	Denmark	2008-2010	
ERR527174	China	2011	
SRR2043634	Hong_Kong	Apr-2014	22.15 N 114.10 E
ERR321466	Denmark	2008-2010	
ERR1190694	China	2014	
ERR321526	Denmark	2008-2010	
ERR748205	Germany	2011/2014	
SRR3313072	Luxembourg	2012-09-20	49.5 N 6.2 E
ERR479126	France	2004/2006	
SRR1623192	USA	2012-04-11	38.984652 N 77.094709 W
SRR2583984	Canada	2010-07-15	45.50 N 73.63 W
ERR414463	Spain	2008/2010	
ERR209390	Denmark	2008-2010	
ERR209290	Denmark	2008-2010	
ERR589819	China	2012	
ERR209492	Denmark	2008-2010	
ERR209691	Spain	2008-2010	
ERR210498	Spain	2008-2010	
SRR1750101	USA	30-Jun-2014	40.67 N 73.99 W
ERR414275	Denmark	2008/2010	
ERR321338	Denmark	2008-2010	
ERR748102	Germany	2011/2014	
ERR748469	Germany	2011/2014	
SRR4074260	Italy	2013	
SRR2155367	Germany	Feb-2010	not applicable
ERR318691	USA	01/05/2006	
ERR1190581	China	2014	
ERR479463	Germany	2011/2013	
ERR209731	Spain	2008-2010	
ERR525851	Denmark	2008/2010	
ERR321432	Denmark	2008-2010	
ERR1018204	China	2012	
SRR4481774	USA	2014-06-01	39.288462639338995 N 76.62594594061375 W
ERR414496	Spain	2008/2010	
ERR479445	Germany	2011/2013	
ERR210162	Denmark	2008-2010	
ERR748295	Germany	2011/2014	
ERR479188	France	2004/2006	
ERR748174	Germany	2011/2014	
ERR209676	Spain	2008-2010	
SRR3191668	USA	2014-02-27	38.984652 N 77.094709 W
ERR748170	Germany	2011/2014	
ERR210507	Spain	2008-2010	
SRR3184378	USA	2014-03-20	38.984652 N 77.094709 W
ERR210751	Spain	2008-2010	
ERR479323	France	2004/2006	
ERR1190865	China	2014	
ERR210668	Spain	2008-2010	
SRR1624865	USA	2012-04-11	38.984652 N 77.094709 W
SRR2183708	USA	07-11-2014	
ERR589537	China	2012	
ERR748419	Germany	2011/2014	
ERR321131	Denmark	2008-2010	
ERR480928	Germany	2011/2013	
ERR414604	Denmark	2008/2010	
ERR321337	Denmark	2008-2010	
ERR414426	Spain	2008/2010	
SRR2097333	Spain	25-Nov-2014	42.025312 N 2.831897 E
SRR3501850	Singapore	2015-06-05	1.33 N 103.75 E
SRR4032484	USA	2013	29.77152983140312 N 95.22124444140627 W
ERR414683	Spain	2008/2010	
ERR321523	Denmark	2008-2010	
ERR480989	Germany	2011/2013	
ERR589570	China	2012	
ERR481092	Germany	2011/2013	
ERR209154	Denmark	2008-2010	
ERR414369	Spain	2008/2010	
SRR2082429	Canada	2013	53.520710 N 113.524239 W
SRR3992973	Mongolia	Jun-2013	47.55 N 106.69 E
ERR589440	China	2012	
ERR748444	Germany	2011/2014	
SRR3182136	USA	2014-01-24	38.984652 N 77.094709 W
ERR480781	France	2004/2006	
ERR479232	France	2004/2006	
ERR479124	France	2004/2006	
ERR210647	Spain	2008-2010	
SRR2566037	Canada	2009-11-17	45.50 N 73.63 W
ERR527171	China	2011	
ERR589534	China	2012	
ERR225950	Germany	2009-08-25	
SRR3501857	Singapore	2015-07-10	1.33 N 103.75 E
ERR321135	Denmark	2008-2010	
ERR1190834	China	2014	
ERR1190770	China	2014	
ERR480732	France	2004/2006	
ERR209798	Spain	2008-2010	
SRR2005716	Italy	18-Dec-2013	46.0667 N 11.1167 E
SRR3992965	China	Oct-2010	43.95 N 116.22 E
ERR480729	France	2004/2006	
ERR748468	Germany	2011/2014	
ERR505089	Australia	2012	
ERR209170	Denmark	2008-2010	
ERR480776	France	2004/2006	
ERR209728	Spain	2008-2010	
ERR414346	Denmark	2008/2010	
ERR525823	Denmark	2008/2010	
SRR1624853	USA	2012-04-11	38.984652 N 77.094709 W
SRR2938312	Peru	07-Aug-2012	
ERR480651	France	2004/2006	
SRR2298551	Finland	2006-01-10	
SRR3183512	USA	2013-12-06	38.984652 N 77.094709 W
ERR321403	Denmark	2008-2010	
ERR480802	France	2004/2006	
ERR414662	Spain	2008/2010	
ERR210125	Denmark	2008-2010	
ERR1578643	China	2013	
ERR479493	Germany	2011/2013	
ERR414506	Spain	2008/2010	
SRR2566002	Canada	2010-01-27	45.50 N 73.63 W
ERR479418	France	2004/2006	
SRR3183636	USA	2014-01-16	38.984652 N 77.094709 W
ERR479220	France	2004/2006	
ERR321582	Denmark	2008-2010	
ERR480870	France	2004/2006	
SRR2566044	Canada	2010-03-04	45.50 N 73.63 W
ERR1018221	China	2012	
ERR1018311	China	2012	
ERR321583	Denmark	2008-2010	
ERR1018189	China	2012	
ERR1578630	China	2013	
ERR480544	France	2004/2006	
ERR479421	Germany	2011/2013	
SRR3183513	USA	2013-12-06	38.984652 N 77.094709 W
ERR480474	France	2004/2006	
ERR414243	Denmark	2008/2010	
SRR1761761	Peru	2012	5.68 S 73.33 W
ERR321272	Denmark	2008-2010	
ERR209735	Spain	2008-2010	
ERR414333	Denmark	2008/2010	
ERR321527	Denmark	2008-2010	
ERR479252	France	2004/2006	
ERR1190633	China	2014	
ERR481022	Germany	2011/2013	
ERR210269	Denmark	2008-2010	
ERR480460	France	2004/2006	
SRR4423579	USA	2014-06-06	39.288462639338995 N 76.62594594061375 W
ERR748013	Germany	2011/2014	
ERR479440	Germany	2011/2013	
ERR748099	Germany	2011/2014	
ERR527058	China	2011	
ERR479422	Germany	2011/2013	
SRR1624864	USA	2012-04-11	38.984652 N 77.094709 W
SRR3182001	USA	2013-12-18	38.984652 N 77.094709 W
ERR414785	Spain	2008/2010	
ERR1190554	China	2014	
ERR321644	Denmark	2008-2010	
ERR525803	Denmark	2008/2010	
ERR1190664	China	2014	
ERR209314	Denmark	2008-2010	
ERR479367	France	2004/2006	
