sampleid	Brouns_B.20151106	Cinek_bin11_primerB.20151120	Cinek_bin13_primerB.20151120	Cinek_bin14_primerB.20151120	Cinek_bin15_primerB.20151120	Cinek_bin16_primerB.20151120	Cinek_bin57_primerB.20151120	Decewicz_Dziewit_Lodz_Bseq1.20160126	Decewicz_Dziewit_Lodz_Bseq1.20160303	Decewicz_Dziewit_Lodz_Bseq2.20160303	Decewicz_Dziewit_Lodz_Bseq3.20160303	Decewicz_Dziewit_Lodz_Bseq4.20160303	Decewicz_Dziewit_Lodz_Bseq5.20160303	Decewicz_Dziewit_Oswiecim_Bseq1.20160126	Decewicz_Dziewit_Oswiecim_Bseq1.20160303	Decewicz_Dziewit_Oswiecim_Bseq2.20160126	Decewicz_Dziewit_Oswiecim_Bseq2.20160303	Decewicz_Dziewit_Oswiecim_Bseq3.20160126	Decewicz_Dziewit_Oswiecim_Bseq3.20160303	Decewicz_Dziewit_Oswiecim_Bseq4.20160126	Decewicz_Dziewit_Oswiecim_Bseq4.20160303	Decewicz_Dziewit_Oswiecim_Bseq5.20160303	Decewicz_Dziewit_Warsaw_Bseq1.20160126	Decewicz_Dziewit_Warsaw_Bseq1.20160303	Decewicz_Dziewit_Warsaw_Bseq2.20160303	Decewicz_Dziewit_Warsaw_Bseq3.20160303	Decewicz_Dziewit_Wyszkow_Bseq1.20160126	Decewicz_Dziewit_Wyszkow_Bseq1.20160303	Decewicz_Dziewit_Wyszkow_Bseq2.20160126	Decewicz_Dziewit_Wyszkow_Bseq2.20160303	Decewicz_Dziewit_Wyszkow_Bseq3.20160126	Decewicz_Dziewit_Wyszkow_Bseq3.20160303	Decewicz_Dziewit_Wyszkow_Bseq4.20160126	Decewicz_Dziewit_Wyszkow_Bseq4.20160303	Decewicz_Dziewit_Wyszkow_Bseq5.20160126	Decewicz_Dziewit_Wyszkow_Bseq5.20160303	Desnues_sewage27_primerB.20151217	DiazMunoz_Davis1_B	DiazMunoz_Davis3_B	DiazMunoz_NYC_B	Edwards_B.20151012.S1	Edwards_B.20151012.S2	Edwards_B.20151012.S3	Edwards_B.20151012.S4	Edwards_B.20151209.S1	Edwards_B.20151209.S2	Edwards_B.20151209.S3	Edwards_B.20151209.S4	Fineran_Dunedin_B	Fineran_Greymouth_B	Mazankova_primerB_1.20151201	Mazankova_primerB_10.20151201	Mazankova_primerB_12.20151201	Mazankova_primerB_13.20151201	Mazankova_primerB_14.20151201	Mazankova_primerB_15.20151201	Mazankova_primerB_16.20151201	Mazankova_primerB_17.20151201	Mazankova_primerB_18.20151201	Mazankova_primerB_19.20151201	Mazankova_primerB_2.20151201	Mazankova_primerB_23.20151201	Mazankova_primerB_3.20151201	Mazankova_primerB_4.20151201	Mazankova_primerB_5.20151201	Mazankova_primerB_6.20151201	Mazankova_primerB_9.20151201	Muniesa_1.1_Gav_primerB.201510	Muniesa_E13_Gav_primerB.201405	Muniesa_E14_ElPratdeLlobregat_primerB.201401	Muniesa_E1_Gav_primerB.201510	Muniesa_E23_Gav_primerB.201406	Muniesa_E2_Gav_primerB.201510	Muniesa_E32_Girona_primerB.201505	Muniesa_E4_Gav_primerB.201311	Muniesa_E7_Gav_primerB.201401	Muniesa_E8_ElPratdeLlobregat_primerB.201401	Nigro_B.20161212.SandIsland	Nigro_B.20161212.Waianae	Qimron_Jericho_B_20151202	Qimron_Qalqilyah_B_20151202	Qimron_Ramallah_B_20151202	Qimron_Salfit_B_20151202	Raya_B.20160414	Santos_B13.20160225	Santos_B21.20160225	Santos_B24.20160225	Strain_primerB.20151215	Tyakht_Nov_282_B	Tyakht_Nov_285_B	Tyakht_Nov_287_B	Tyakht_OM_178_B	Tyakht_SAR_275_B	Zambrano_B.20160412.s1	crAssphage_B
Decewicz_Dziewit_Lodz_Bseq3.20160303	918.618159558	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	0.0	0.0	0.0	0	0.0	0.0	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	130.254035935	130.254035935	130.254035935	130.254035935	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	1402.56237273	9286.56377989	9286.56377989	6786.41923846	9674.7939136	9690.12754165	9681.99134505	9673.4746027	9674.7939136	9690.12754165	9681.99134505	9673.4746027	17827.0486308	17669.4476351	474.22290505	241.020834053	348.00610742	474.22290505	461.803339847	352.991510751	341.497951798	388.405745358	223.521043281	352.991510751	352.757015257	396.313893121	388.405745358	461.803339847	223.521043281	474.22290505	390.051831165	1755.61323684	1755.61323684	1748.58040486	1755.61323684	1755.61323684	1755.61323684	1737.76281878	1755.61323684	1755.61323684	1748.58040486	11893.13232	11878.622064	2570.12257422	2517.3618233	2554.41933505	2535.9787318	12208.1036238	2635.39922465	2635.39922465	2635.39922465	1903.19002887	4066.12407984	4066.12407984	4066.12407984	3475.69051042	1834.77676423	9838.83802331	6032.90871416
Decewicz_Dziewit_Lodz_Bseq4.20160303	918.618159558	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	0.0	0.0	0.0	0.0	0	0.0	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	130.254035935	130.254035935	130.254035935	130.254035935	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	1402.56237273	9286.56377989	9286.56377989	6786.41923846	9674.7939136	9690.12754165	9681.99134505	9673.4746027	9674.7939136	9690.12754165	9681.99134505	9673.4746027	17827.0486308	17669.4476351	474.22290505	241.020834053	348.00610742	474.22290505	461.803339847	352.991510751	341.497951798	388.405745358	223.521043281	352.991510751	352.757015257	396.313893121	388.405745358	461.803339847	223.521043281	474.22290505	390.051831165	1755.61323684	1755.61323684	1748.58040486	1755.61323684	1755.61323684	1755.61323684	1737.76281878	1755.61323684	1755.61323684	1748.58040486	11893.13232	11878.622064	2570.12257422	2517.3618233	2554.41933505	2535.9787318	12208.1036238	2635.39922465	2635.39922465	2635.39922465	1903.19002887	4066.12407984	4066.12407984	4066.12407984	3475.69051042	1834.77676423	9838.83802331	6032.90871416
Decewicz_Dziewit_Lodz_Bseq5.20160303	918.618159558	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	0.0	0.0	0.0	0.0	0.0	0	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	130.254035935	130.254035935	130.254035935	130.254035935	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	1402.56237273	9286.56377989	9286.56377989	6786.41923846	9674.7939136	9690.12754165	9681.99134505	9673.4746027	9674.7939136	9690.12754165	9681.99134505	9673.4746027	17827.0486308	17669.4476351	474.22290505	241.020834053	348.00610742	474.22290505	461.803339847	352.991510751	341.497951798	388.405745358	223.521043281	352.991510751	352.757015257	396.313893121	388.405745358	461.803339847	223.521043281	474.22290505	390.051831165	1755.61323684	1755.61323684	1748.58040486	1755.61323684	1755.61323684	1755.61323684	1737.76281878	1755.61323684	1755.61323684	1748.58040486	11893.13232	11878.622064	2570.12257422	2517.3618233	2554.41933505	2535.9787318	12208.1036238	2635.39922465	2635.39922465	2635.39922465	1903.19002887	4066.12407984	4066.12407984	4066.12407984	3475.69051042	1834.77676423	9838.83802331	6032.90871416
Decewicz_Dziewit_Oswiecim_Bseq1.20160126	962.345094959	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	281.466324316	281.466324316	281.466324316	281.466324316	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	1297.78035269	9449.05546297	9449.05546297	6880.26549753	9827.18295755	9842.67347456	9834.68949973	9825.98985307	9827.18295755	9842.67347456	9834.68949973	9825.98985307	17839.8808916	17712.1500506	426.997773033	76.4984995303	219.915620761	426.997773033	369.494509379	233.557349213	324.882652297	381.090727561	77.8036055294	233.557349213	233.241550455	355.683490017	381.090727561	369.494509379	77.8036055294	426.997773033	348.989787806	1654.61925185	1654.61925185	1647.19061219	1654.61925185	1654.61925185	1654.61925185	1636.42840663	1654.61925185	1654.61925185	1647.19061219	12080.7991216	12066.3438138	2423.45277643	2369.55288782	2406.81849348	2388.77971988	12108.273133	2568.85304261	2568.85304261	2568.85304261	1947.55658933	4166.56998026	4166.56998026	4166.56998026	3563.87487731	1875.31466603	9855.26229849	5860.90108387
Decewicz_Dziewit_Oswiecim_Bseq1.20160303	962.345094959	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	281.466324316	281.466324316	281.466324316	281.466324316	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	1297.78035269	9449.05546297	9449.05546297	6880.26549753	9827.18295755	9842.67347456	9834.68949973	9825.98985307	9827.18295755	9842.67347456	9834.68949973	9825.98985307	17839.8808916	17712.1500506	426.997773033	76.4984995303	219.915620761	426.997773033	369.494509379	233.557349213	324.882652297	381.090727561	77.8036055294	233.557349213	233.241550455	355.683490017	381.090727561	369.494509379	77.8036055294	426.997773033	348.989787806	1654.61925185	1654.61925185	1647.19061219	1654.61925185	1654.61925185	1654.61925185	1636.42840663	1654.61925185	1654.61925185	1647.19061219	12080.7991216	12066.3438138	2423.45277643	2369.55288782	2406.81849348	2388.77971988	12108.273133	2568.85304261	2568.85304261	2568.85304261	1947.55658933	4166.56998026	4166.56998026	4166.56998026	3563.87487731	1875.31466603	9855.26229849	5860.90108387
Decewicz_Dziewit_Oswiecim_Bseq2.20160126	962.345094959	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	281.466324316	281.466324316	281.466324316	281.466324316	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	1297.78035269	9449.05546297	9449.05546297	6880.26549753	9827.18295755	9842.67347456	9834.68949973	9825.98985307	9827.18295755	9842.67347456	9834.68949973	9825.98985307	17839.8808916	17712.1500506	426.997773033	76.4984995303	219.915620761	426.997773033	369.494509379	233.557349213	324.882652297	381.090727561	77.8036055294	233.557349213	233.241550455	355.683490017	381.090727561	369.494509379	77.8036055294	426.997773033	348.989787806	1654.61925185	1654.61925185	1647.19061219	1654.61925185	1654.61925185	1654.61925185	1636.42840663	1654.61925185	1654.61925185	1647.19061219	12080.7991216	12066.3438138	2423.45277643	2369.55288782	2406.81849348	2388.77971988	12108.273133	2568.85304261	2568.85304261	2568.85304261	1947.55658933	4166.56998026	4166.56998026	4166.56998026	3563.87487731	1875.31466603	9855.26229849	5860.90108387
Decewicz_Dziewit_Oswiecim_Bseq2.20160303	962.345094959	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	281.466324316	281.466324316	281.466324316	281.466324316	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	1297.78035269	9449.05546297	9449.05546297	6880.26549753	9827.18295755	9842.67347456	9834.68949973	9825.98985307	9827.18295755	9842.67347456	9834.68949973	9825.98985307	17839.8808916	17712.1500506	426.997773033	76.4984995303	219.915620761	426.997773033	369.494509379	233.557349213	324.882652297	381.090727561	77.8036055294	233.557349213	233.241550455	355.683490017	381.090727561	369.494509379	77.8036055294	426.997773033	348.989787806	1654.61925185	1654.61925185	1647.19061219	1654.61925185	1654.61925185	1654.61925185	1636.42840663	1654.61925185	1654.61925185	1647.19061219	12080.7991216	12066.3438138	2423.45277643	2369.55288782	2406.81849348	2388.77971988	12108.273133	2568.85304261	2568.85304261	2568.85304261	1947.55658933	4166.56998026	4166.56998026	4166.56998026	3563.87487731	1875.31466603	9855.26229849	5860.90108387
Decewicz_Dziewit_Oswiecim_Bseq3.20160126	962.345094959	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	281.466324316	281.466324316	281.466324316	281.466324316	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	1297.78035269	9449.05546297	9449.05546297	6880.26549753	9827.18295755	9842.67347456	9834.68949973	9825.98985307	9827.18295755	9842.67347456	9834.68949973	9825.98985307	17839.8808916	17712.1500506	426.997773033	76.4984995303	219.915620761	426.997773033	369.494509379	233.557349213	324.882652297	381.090727561	77.8036055294	233.557349213	233.241550455	355.683490017	381.090727561	369.494509379	77.8036055294	426.997773033	348.989787806	1654.61925185	1654.61925185	1647.19061219	1654.61925185	1654.61925185	1654.61925185	1636.42840663	1654.61925185	1654.61925185	1647.19061219	12080.7991216	12066.3438138	2423.45277643	2369.55288782	2406.81849348	2388.77971988	12108.273133	2568.85304261	2568.85304261	2568.85304261	1947.55658933	4166.56998026	4166.56998026	4166.56998026	3563.87487731	1875.31466603	9855.26229849	5860.90108387
Decewicz_Dziewit_Oswiecim_Bseq3.20160303	962.345094959	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	281.466324316	281.466324316	281.466324316	281.466324316	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	1297.78035269	9449.05546297	9449.05546297	6880.26549753	9827.18295755	9842.67347456	9834.68949973	9825.98985307	9827.18295755	9842.67347456	9834.68949973	9825.98985307	17839.8808916	17712.1500506	426.997773033	76.4984995303	219.915620761	426.997773033	369.494509379	233.557349213	324.882652297	381.090727561	77.8036055294	233.557349213	233.241550455	355.683490017	381.090727561	369.494509379	77.8036055294	426.997773033	348.989787806	1654.61925185	1654.61925185	1647.19061219	1654.61925185	1654.61925185	1654.61925185	1636.42840663	1654.61925185	1654.61925185	1647.19061219	12080.7991216	12066.3438138	2423.45277643	2369.55288782	2406.81849348	2388.77971988	12108.273133	2568.85304261	2568.85304261	2568.85304261	1947.55658933	4166.56998026	4166.56998026	4166.56998026	3563.87487731	1875.31466603	9855.26229849	5860.90108387
Decewicz_Dziewit_Oswiecim_Bseq4.20160126	962.345094959	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	281.466324316	281.466324316	281.466324316	281.466324316	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	1297.78035269	9449.05546297	9449.05546297	6880.26549753	9827.18295755	9842.67347456	9834.68949973	9825.98985307	9827.18295755	9842.67347456	9834.68949973	9825.98985307	17839.8808916	17712.1500506	426.997773033	76.4984995303	219.915620761	426.997773033	369.494509379	233.557349213	324.882652297	381.090727561	77.8036055294	233.557349213	233.241550455	355.683490017	381.090727561	369.494509379	77.8036055294	426.997773033	348.989787806	1654.61925185	1654.61925185	1647.19061219	1654.61925185	1654.61925185	1654.61925185	1636.42840663	1654.61925185	1654.61925185	1647.19061219	12080.7991216	12066.3438138	2423.45277643	2369.55288782	2406.81849348	2388.77971988	12108.273133	2568.85304261	2568.85304261	2568.85304261	1947.55658933	4166.56998026	4166.56998026	4166.56998026	3563.87487731	1875.31466603	9855.26229849	5860.90108387
Decewicz_Dziewit_Oswiecim_Bseq4.20160303	962.345094959	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	281.466324316	281.466324316	281.466324316	281.466324316	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	1297.78035269	9449.05546297	9449.05546297	6880.26549753	9827.18295755	9842.67347456	9834.68949973	9825.98985307	9827.18295755	9842.67347456	9834.68949973	9825.98985307	17839.8808916	17712.1500506	426.997773033	76.4984995303	219.915620761	426.997773033	369.494509379	233.557349213	324.882652297	381.090727561	77.8036055294	233.557349213	233.241550455	355.683490017	381.090727561	369.494509379	77.8036055294	426.997773033	348.989787806	1654.61925185	1654.61925185	1647.19061219	1654.61925185	1654.61925185	1654.61925185	1636.42840663	1654.61925185	1654.61925185	1647.19061219	12080.7991216	12066.3438138	2423.45277643	2369.55288782	2406.81849348	2388.77971988	12108.273133	2568.85304261	2568.85304261	2568.85304261	1947.55658933	4166.56998026	4166.56998026	4166.56998026	3563.87487731	1875.31466603	9855.26229849	5860.90108387
Decewicz_Dziewit_Oswiecim_Bseq5.20160303	962.345094959	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	281.466324316	281.466324316	281.466324316	281.466324316	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	1297.78035269	9449.05546297	9449.05546297	6880.26549753	9827.18295755	9842.67347456	9834.68949973	9825.98985307	9827.18295755	9842.67347456	9834.68949973	9825.98985307	17839.8808916	17712.1500506	426.997773033	76.4984995303	219.915620761	426.997773033	369.494509379	233.557349213	324.882652297	381.090727561	77.8036055294	233.557349213	233.241550455	355.683490017	381.090727561	369.494509379	77.8036055294	426.997773033	348.989787806	1654.61925185	1654.61925185	1647.19061219	1654.61925185	1654.61925185	1654.61925185	1636.42840663	1654.61925185	1654.61925185	1647.19061219	12080.7991216	12066.3438138	2423.45277643	2369.55288782	2406.81849348	2388.77971988	12108.273133	2568.85304261	2568.85304261	2568.85304261	1947.55658933	4166.56998026	4166.56998026	4166.56998026	3563.87487731	1875.31466603	9855.26229849	5860.90108387
Decewicz_Dziewit_Warsaw_Bseq1.20160126	1020.20381589	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	0	0.0	0.0	0.0	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	1532.56468068	9279.59857308	9279.59857308	6846.31851588	9680.54519103	9695.68712336	9687.37344028	9679.07696565	9680.54519103	9695.68712336	9687.37344028	9679.07696565	17710.3519106	17545.3157218	603.608622583	349.126621093	471.094907429	603.608622583	591.335504861	477.918181545	469.623041532	514.336448228	336.610063378	477.918181545	477.664200352	525.809331307	514.336448228	591.335504861	336.610063378	603.608622583	519.625440417	1885.81363502	1885.81363502	1878.77094017	1885.81363502	1885.81363502	1885.81363502	1867.95354832	1885.81363502	1885.81363502	1878.77094017	11827.5099185	11812.4026836	2563.93116138	2512.54524468	2549.27721454	2530.44933677	12338.310724	2763.44352384	2763.44352384	2763.44352384	1998.33241131	3935.9526547	3935.9526547	3935.9526547	3346.32982664	1716.26048925	9941.0003064	6142.29771322
Decewicz_Dziewit_Warsaw_Bseq1.20160303	1020.20381589	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	0.0	0	0.0	0.0	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	1532.56468068	9279.59857308	9279.59857308	6846.31851588	9680.54519103	9695.68712336	9687.37344028	9679.07696565	9680.54519103	9695.68712336	9687.37344028	9679.07696565	17710.3519106	17545.3157218	603.608622583	349.126621093	471.094907429	603.608622583	591.335504861	477.918181545	469.623041532	514.336448228	336.610063378	477.918181545	477.664200352	525.809331307	514.336448228	591.335504861	336.610063378	603.608622583	519.625440417	1885.81363502	1885.81363502	1878.77094017	1885.81363502	1885.81363502	1885.81363502	1867.95354832	1885.81363502	1885.81363502	1878.77094017	11827.5099185	11812.4026836	2563.93116138	2512.54524468	2549.27721454	2530.44933677	12338.310724	2763.44352384	2763.44352384	2763.44352384	1998.33241131	3935.9526547	3935.9526547	3935.9526547	3346.32982664	1716.26048925	9941.0003064	6142.29771322
Decewicz_Dziewit_Warsaw_Bseq2.20160303	1020.20381589	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	0.0	0.0	0	0.0	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	1532.56468068	9279.59857308	9279.59857308	6846.31851588	9680.54519103	9695.68712336	9687.37344028	9679.07696565	9680.54519103	9695.68712336	9687.37344028	9679.07696565	17710.3519106	17545.3157218	603.608622583	349.126621093	471.094907429	603.608622583	591.335504861	477.918181545	469.623041532	514.336448228	336.610063378	477.918181545	477.664200352	525.809331307	514.336448228	591.335504861	336.610063378	603.608622583	519.625440417	1885.81363502	1885.81363502	1878.77094017	1885.81363502	1885.81363502	1885.81363502	1867.95354832	1885.81363502	1885.81363502	1878.77094017	11827.5099185	11812.4026836	2563.93116138	2512.54524468	2549.27721454	2530.44933677	12338.310724	2763.44352384	2763.44352384	2763.44352384	1998.33241131	3935.9526547	3935.9526547	3935.9526547	3346.32982664	1716.26048925	9941.0003064	6142.29771322
Decewicz_Dziewit_Warsaw_Bseq3.20160303	1020.20381589	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	0.0	0.0	0.0	0	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	1532.56468068	9279.59857308	9279.59857308	6846.31851588	9680.54519103	9695.68712336	9687.37344028	9679.07696565	9680.54519103	9695.68712336	9687.37344028	9679.07696565	17710.3519106	17545.3157218	603.608622583	349.126621093	471.094907429	603.608622583	591.335504861	477.918181545	469.623041532	514.336448228	336.610063378	477.918181545	477.664200352	525.809331307	514.336448228	591.335504861	336.610063378	603.608622583	519.625440417	1885.81363502	1885.81363502	1878.77094017	1885.81363502	1885.81363502	1885.81363502	1867.95354832	1885.81363502	1885.81363502	1878.77094017	11827.5099185	11812.4026836	2563.93116138	2512.54524468	2549.27721454	2530.44933677	12338.310724	2763.44352384	2763.44352384	2763.44352384	1998.33241131	3935.9526547	3935.9526547	3935.9526547	3346.32982664	1716.26048925	9941.0003064	6142.29771322
Decewicz_Dziewit_Wyszkow_Bseq1.20160126	1050.05063527	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	40.6034456707	40.6034456707	40.6034456707	40.6034456707	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1573.08920119	9272.54278129	9272.54278129	6860.68706954	9677.38826379	9692.46927409	9684.10109787	9675.87383935	9677.38826379	9692.46927409	9684.10109787	9675.87383935	17676.0885944	17508.2357587	643.251608042	387.452688149	511.208905339	643.251608042	631.922269322	518.239442119	508.801462674	552.698439178	375.691655484	518.239442119	517.983494086	565.532751088	552.698439178	631.922269322	375.691655484	643.251608042	559.390764568	1926.23782136	1926.23782136	1919.20421493	1926.23782136	1926.23782136	1926.23782136	1908.38665031	1926.23782136	1926.23782136	1919.20421493	11802.8066243	11787.5297854	2568.24963482	2517.31907574	2553.92938788	2534.9919756	12378.4592851	2802.2212285	2802.2212285	2802.2212285	2025.27033494	3895.86481349	3895.86481349	3895.86481349	3306.92171739	1682.11696302	9969.5283389	6178.92379219
Decewicz_Dziewit_Wyszkow_Bseq1.20160303	1050.05063527	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	40.6034456707	40.6034456707	40.6034456707	40.6034456707	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1573.08920119	9272.54278129	9272.54278129	6860.68706954	9677.38826379	9692.46927409	9684.10109787	9675.87383935	9677.38826379	9692.46927409	9684.10109787	9675.87383935	17676.0885944	17508.2357587	643.251608042	387.452688149	511.208905339	643.251608042	631.922269322	518.239442119	508.801462674	552.698439178	375.691655484	518.239442119	517.983494086	565.532751088	552.698439178	631.922269322	375.691655484	643.251608042	559.390764568	1926.23782136	1926.23782136	1919.20421493	1926.23782136	1926.23782136	1926.23782136	1908.38665031	1926.23782136	1926.23782136	1919.20421493	11802.8066243	11787.5297854	2568.24963482	2517.31907574	2553.92938788	2534.9919756	12378.4592851	2802.2212285	2802.2212285	2802.2212285	2025.27033494	3895.86481349	3895.86481349	3895.86481349	3306.92171739	1682.11696302	9969.5283389	6178.92379219
Decewicz_Dziewit_Wyszkow_Bseq2.20160126	1050.05063527	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	40.6034456707	40.6034456707	40.6034456707	40.6034456707	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1573.08920119	9272.54278129	9272.54278129	6860.68706954	9677.38826379	9692.46927409	9684.10109787	9675.87383935	9677.38826379	9692.46927409	9684.10109787	9675.87383935	17676.0885944	17508.2357587	643.251608042	387.452688149	511.208905339	643.251608042	631.922269322	518.239442119	508.801462674	552.698439178	375.691655484	518.239442119	517.983494086	565.532751088	552.698439178	631.922269322	375.691655484	643.251608042	559.390764568	1926.23782136	1926.23782136	1919.20421493	1926.23782136	1926.23782136	1926.23782136	1908.38665031	1926.23782136	1926.23782136	1919.20421493	11802.8066243	11787.5297854	2568.24963482	2517.31907574	2553.92938788	2534.9919756	12378.4592851	2802.2212285	2802.2212285	2802.2212285	2025.27033494	3895.86481349	3895.86481349	3895.86481349	3306.92171739	1682.11696302	9969.5283389	6178.92379219
