sampleid	Brouns_B.20151106	Cinek_bin11_primerB.20151120	Cinek_bin13_primerB.20151120	Cinek_bin14_primerB.20151120	Cinek_bin15_primerB.20151120	Cinek_bin16_primerB.20151120	Cinek_bin57_primerB.20151120	Decewicz_Dziewit_Lodz_Bseq1.20160126	Decewicz_Dziewit_Lodz_Bseq1.20160303	Decewicz_Dziewit_Lodz_Bseq2.20160303	Decewicz_Dziewit_Lodz_Bseq3.20160303	Decewicz_Dziewit_Lodz_Bseq4.20160303	Decewicz_Dziewit_Lodz_Bseq5.20160303	Decewicz_Dziewit_Oswiecim_Bseq1.20160126	Decewicz_Dziewit_Oswiecim_Bseq1.20160303	Decewicz_Dziewit_Oswiecim_Bseq2.20160126	Decewicz_Dziewit_Oswiecim_Bseq2.20160303	Decewicz_Dziewit_Oswiecim_Bseq3.20160126	Decewicz_Dziewit_Oswiecim_Bseq3.20160303	Decewicz_Dziewit_Oswiecim_Bseq4.20160126	Decewicz_Dziewit_Oswiecim_Bseq4.20160303	Decewicz_Dziewit_Oswiecim_Bseq5.20160303	Decewicz_Dziewit_Warsaw_Bseq1.20160126	Decewicz_Dziewit_Warsaw_Bseq1.20160303	Decewicz_Dziewit_Warsaw_Bseq2.20160303	Decewicz_Dziewit_Warsaw_Bseq3.20160303	Decewicz_Dziewit_Wyszkow_Bseq1.20160126	Decewicz_Dziewit_Wyszkow_Bseq1.20160303	Decewicz_Dziewit_Wyszkow_Bseq2.20160126	Decewicz_Dziewit_Wyszkow_Bseq2.20160303	Decewicz_Dziewit_Wyszkow_Bseq3.20160126	Decewicz_Dziewit_Wyszkow_Bseq3.20160303	Decewicz_Dziewit_Wyszkow_Bseq4.20160126	Decewicz_Dziewit_Wyszkow_Bseq4.20160303	Decewicz_Dziewit_Wyszkow_Bseq5.20160126	Decewicz_Dziewit_Wyszkow_Bseq5.20160303	Desnues_sewage27_primerB.20151217	DiazMunoz_Davis1_B	DiazMunoz_Davis3_B	DiazMunoz_NYC_B	Edwards_B.20151012.S1	Edwards_B.20151012.S2	Edwards_B.20151012.S3	Edwards_B.20151012.S4	Edwards_B.20151209.S1	Edwards_B.20151209.S2	Edwards_B.20151209.S3	Edwards_B.20151209.S4	Fineran_Dunedin_B	Fineran_Greymouth_B	Mazankova_primerB_1.20151201	Mazankova_primerB_10.20151201	Mazankova_primerB_12.20151201	Mazankova_primerB_13.20151201	Mazankova_primerB_14.20151201	Mazankova_primerB_15.20151201	Mazankova_primerB_16.20151201	Mazankova_primerB_17.20151201	Mazankova_primerB_18.20151201	Mazankova_primerB_19.20151201	Mazankova_primerB_2.20151201	Mazankova_primerB_23.20151201	Mazankova_primerB_3.20151201	Mazankova_primerB_4.20151201	Mazankova_primerB_5.20151201	Mazankova_primerB_6.20151201	Mazankova_primerB_9.20151201	Muniesa_1.1_Gav_primerB.201510	Muniesa_E13_Gav_primerB.201405	Muniesa_E14_ElPratdeLlobregat_primerB.201401	Muniesa_E1_Gav_primerB.201510	Muniesa_E23_Gav_primerB.201406	Muniesa_E2_Gav_primerB.201510	Muniesa_E32_Girona_primerB.201505	Muniesa_E4_Gav_primerB.201311	Muniesa_E7_Gav_primerB.201401	Muniesa_E8_ElPratdeLlobregat_primerB.201401	Nigro_B.20161212.SandIsland	Nigro_B.20161212.Waianae	Qimron_Jericho_B_20151202	Qimron_Qalqilyah_B_20151202	Qimron_Ramallah_B_20151202	Qimron_Salfit_B_20151202	Raya_B.20160414	Santos_B13.20160225	Santos_B21.20160225	Santos_B24.20160225	Strain_primerB.20151215	Tyakht_Nov_282_B	Tyakht_Nov_285_B	Tyakht_Nov_287_B	Tyakht_OM_178_B	Tyakht_SAR_275_B	Zambrano_B.20160412.s1	crAssphage_B
Decewicz_Dziewit_Wyszkow_Bseq2.20160303	1050.05063527	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	40.6034456707	40.6034456707	40.6034456707	40.6034456707	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	1573.08920119	9272.54278129	9272.54278129	6860.68706954	9677.38826379	9692.46927409	9684.10109787	9675.87383935	9677.38826379	9692.46927409	9684.10109787	9675.87383935	17676.0885944	17508.2357587	643.251608042	387.452688149	511.208905339	643.251608042	631.922269322	518.239442119	508.801462674	552.698439178	375.691655484	518.239442119	517.983494086	565.532751088	552.698439178	631.922269322	375.691655484	643.251608042	559.390764568	1926.23782136	1926.23782136	1919.20421493	1926.23782136	1926.23782136	1926.23782136	1908.38665031	1926.23782136	1926.23782136	1919.20421493	11802.8066243	11787.5297854	2568.24963482	2517.31907574	2553.92938788	2534.9919756	12378.4592851	2802.2212285	2802.2212285	2802.2212285	2025.27033494	3895.86481349	3895.86481349	3895.86481349	3306.92171739	1682.11696302	9969.5283389	6178.92379219
Decewicz_Dziewit_Wyszkow_Bseq3.20160126	1050.05063527	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	40.6034456707	40.6034456707	40.6034456707	40.6034456707	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	1573.08920119	9272.54278129	9272.54278129	6860.68706954	9677.38826379	9692.46927409	9684.10109787	9675.87383935	9677.38826379	9692.46927409	9684.10109787	9675.87383935	17676.0885944	17508.2357587	643.251608042	387.452688149	511.208905339	643.251608042	631.922269322	518.239442119	508.801462674	552.698439178	375.691655484	518.239442119	517.983494086	565.532751088	552.698439178	631.922269322	375.691655484	643.251608042	559.390764568	1926.23782136	1926.23782136	1919.20421493	1926.23782136	1926.23782136	1926.23782136	1908.38665031	1926.23782136	1926.23782136	1919.20421493	11802.8066243	11787.5297854	2568.24963482	2517.31907574	2553.92938788	2534.9919756	12378.4592851	2802.2212285	2802.2212285	2802.2212285	2025.27033494	3895.86481349	3895.86481349	3895.86481349	3306.92171739	1682.11696302	9969.5283389	6178.92379219
Decewicz_Dziewit_Wyszkow_Bseq3.20160303	1050.05063527	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	40.6034456707	40.6034456707	40.6034456707	40.6034456707	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	1573.08920119	9272.54278129	9272.54278129	6860.68706954	9677.38826379	9692.46927409	9684.10109787	9675.87383935	9677.38826379	9692.46927409	9684.10109787	9675.87383935	17676.0885944	17508.2357587	643.251608042	387.452688149	511.208905339	643.251608042	631.922269322	518.239442119	508.801462674	552.698439178	375.691655484	518.239442119	517.983494086	565.532751088	552.698439178	631.922269322	375.691655484	643.251608042	559.390764568	1926.23782136	1926.23782136	1919.20421493	1926.23782136	1926.23782136	1926.23782136	1908.38665031	1926.23782136	1926.23782136	1919.20421493	11802.8066243	11787.5297854	2568.24963482	2517.31907574	2553.92938788	2534.9919756	12378.4592851	2802.2212285	2802.2212285	2802.2212285	2025.27033494	3895.86481349	3895.86481349	3895.86481349	3306.92171739	1682.11696302	9969.5283389	6178.92379219
Decewicz_Dziewit_Wyszkow_Bseq4.20160126	1050.05063527	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	40.6034456707	40.6034456707	40.6034456707	40.6034456707	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	1573.08920119	9272.54278129	9272.54278129	6860.68706954	9677.38826379	9692.46927409	9684.10109787	9675.87383935	9677.38826379	9692.46927409	9684.10109787	9675.87383935	17676.0885944	17508.2357587	643.251608042	387.452688149	511.208905339	643.251608042	631.922269322	518.239442119	508.801462674	552.698439178	375.691655484	518.239442119	517.983494086	565.532751088	552.698439178	631.922269322	375.691655484	643.251608042	559.390764568	1926.23782136	1926.23782136	1919.20421493	1926.23782136	1926.23782136	1926.23782136	1908.38665031	1926.23782136	1926.23782136	1919.20421493	11802.8066243	11787.5297854	2568.24963482	2517.31907574	2553.92938788	2534.9919756	12378.4592851	2802.2212285	2802.2212285	2802.2212285	2025.27033494	3895.86481349	3895.86481349	3895.86481349	3306.92171739	1682.11696302	9969.5283389	6178.92379219
Decewicz_Dziewit_Wyszkow_Bseq4.20160303	1050.05063527	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	40.6034456707	40.6034456707	40.6034456707	40.6034456707	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	1573.08920119	9272.54278129	9272.54278129	6860.68706954	9677.38826379	9692.46927409	9684.10109787	9675.87383935	9677.38826379	9692.46927409	9684.10109787	9675.87383935	17676.0885944	17508.2357587	643.251608042	387.452688149	511.208905339	643.251608042	631.922269322	518.239442119	508.801462674	552.698439178	375.691655484	518.239442119	517.983494086	565.532751088	552.698439178	631.922269322	375.691655484	643.251608042	559.390764568	1926.23782136	1926.23782136	1919.20421493	1926.23782136	1926.23782136	1926.23782136	1908.38665031	1926.23782136	1926.23782136	1919.20421493	11802.8066243	11787.5297854	2568.24963482	2517.31907574	2553.92938788	2534.9919756	12378.4592851	2802.2212285	2802.2212285	2802.2212285	2025.27033494	3895.86481349	3895.86481349	3895.86481349	3306.92171739	1682.11696302	9969.5283389	6178.92379219
Decewicz_Dziewit_Wyszkow_Bseq5.20160126	1050.05063527	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	40.6034456707	40.6034456707	40.6034456707	40.6034456707	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	1573.08920119	9272.54278129	9272.54278129	6860.68706954	9677.38826379	9692.46927409	9684.10109787	9675.87383935	9677.38826379	9692.46927409	9684.10109787	9675.87383935	17676.0885944	17508.2357587	643.251608042	387.452688149	511.208905339	643.251608042	631.922269322	518.239442119	508.801462674	552.698439178	375.691655484	518.239442119	517.983494086	565.532751088	552.698439178	631.922269322	375.691655484	643.251608042	559.390764568	1926.23782136	1926.23782136	1919.20421493	1926.23782136	1926.23782136	1926.23782136	1908.38665031	1926.23782136	1926.23782136	1919.20421493	11802.8066243	11787.5297854	2568.24963482	2517.31907574	2553.92938788	2534.9919756	12378.4592851	2802.2212285	2802.2212285	2802.2212285	2025.27033494	3895.86481349	3895.86481349	3895.86481349	3306.92171739	1682.11696302	9969.5283389	6178.92379219
Decewicz_Dziewit_Wyszkow_Bseq5.20160303	1050.05063527	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	40.6034456707	40.6034456707	40.6034456707	40.6034456707	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1573.08920119	9272.54278129	9272.54278129	6860.68706954	9677.38826379	9692.46927409	9684.10109787	9675.87383935	9677.38826379	9692.46927409	9684.10109787	9675.87383935	17676.0885944	17508.2357587	643.251608042	387.452688149	511.208905339	643.251608042	631.922269322	518.239442119	508.801462674	552.698439178	375.691655484	518.239442119	517.983494086	565.532751088	552.698439178	631.922269322	375.691655484	643.251608042	559.390764568	1926.23782136	1926.23782136	1919.20421493	1926.23782136	1926.23782136	1926.23782136	1908.38665031	1926.23782136	1926.23782136	1919.20421493	11802.8066243	11787.5297854	2568.24963482	2517.31907574	2553.92938788	2534.9919756	12378.4592851	2802.2212285	2802.2212285	2802.2212285	2025.27033494	3895.86481349	3895.86481349	3895.86481349	3306.92171739	1682.11696302	9969.5283389	6178.92379219
Desnues_sewage27_primerB.20151217	989.877915466	2361.97720696	2361.97720696	2361.97720696	2361.97720696	2361.97720696	2361.97720696	1402.56237273	1402.56237273	1402.56237273	1402.56237273	1402.56237273	1402.56237273	1297.78035269	1297.78035269	1297.78035269	1297.78035269	1297.78035269	1297.78035269	1297.78035269	1297.78035269	1297.78035269	1532.56468068	1532.56468068	1532.56468068	1532.56468068	1573.08920119	1573.08920119	1573.08920119	1573.08920119	1573.08920119	1573.08920119	1573.08920119	1573.08920119	1573.08920119	1573.08920119	0	9469.85783771	9469.85783771	6309.35987141	9712.55713491	9729.53463862	9723.50965934	9712.86403024	9712.55713491	9729.53463862	9723.50965934	9712.86403024	18806.7453219	18854.6293331	941.792968777	1221.64984772	1078.39599816	941.792968777	941.766338389	1066.48963954	1078.13939015	1048.44950026	1222.25914538	1066.48963954	1066.78894509	1016.03116932	1048.44950026	941.766338389	1222.25914538	941.792968777	1021.45409563	357.268311304	357.268311304	349.692691323	357.268311304	357.268311304	357.268311304	338.979266164	357.268311304	357.268311304	349.692691323	12635.570797	12627.7843216	2917.48341483	2859.40392798	2894.08676488	2882.0184681	10811.0858658	1322.64397022	1322.64397022	1322.64397022	1410.7831327	5463.20476762	5463.20476762	5463.20476762	4861.37351314	3145.04668935	8803.40464764	4844.96251346
DiazMunoz_Davis1_B	8726.04033754	8459.87550701	8459.87550701	8459.87550701	8459.87550701	8459.87550701	8459.87550701	9286.56377989	9286.56377989	9286.56377989	9286.56377989	9286.56377989	9286.56377989	9449.05546297	9449.05546297	9449.05546297	9449.05546297	9449.05546297	9449.05546297	9449.05546297	9449.05546297	9449.05546297	9279.59857308	9279.59857308	9279.59857308	9279.59857308	9272.54278129	9272.54278129	9272.54278129	9272.54278129	9272.54278129	9272.54278129	9272.54278129	9272.54278129	9272.54278129	9272.54278129	9469.85783771	0	9.49651002884e-05	4038.08940013	735.089483788	735.638854308	723.843507098	728.211416314	735.089483788	735.638854308	723.843507098	728.211416314	11574.3241659	11282.4945822	9252.73043151	9456.91130484	9437.01212186	9252.73043151	9368.23922047	9421.62468002	9233.88993053	9194.25236766	9431.47318748	9421.62468002	9421.7442123	9260.36264442	9194.25236766	9368.23922047	9431.47318748	9252.73043151	9263.22676813	9459.84317211	9459.84317211	9463.55490087	9459.84317211	9459.84317211	9459.84317211	9462.24760776	9459.84317211	9459.84317211	9463.55490087	3948.1607947	3964.43759344	11836.0876901	11786.8380003	11822.9950028	11803.7244015	10421.5759125	9004.91170693	9004.91170693	9004.91170693	8062.1374522	9355.39890011	9355.39890011	9355.39890011	9591.31964988	9948.74987157	6100.31280772	12705.3137621
DiazMunoz_Davis3_B	8726.04033754	8459.87550701	8459.87550701	8459.87550701	8459.87550701	8459.87550701	8459.87550701	9286.56377989	9286.56377989	9286.56377989	9286.56377989	9286.56377989	9286.56377989	9449.05546297	9449.05546297	9449.05546297	9449.05546297	9449.05546297	9449.05546297	9449.05546297	9449.05546297	9449.05546297	9279.59857308	9279.59857308	9279.59857308	9279.59857308	9272.54278129	9272.54278129	9272.54278129	9272.54278129	9272.54278129	9272.54278129	9272.54278129	9272.54278129	9272.54278129	9272.54278129	9469.85783771	9.49651002884e-05	0	4038.08940013	735.089483788	735.638854308	723.843507098	728.211416314	735.089483788	735.638854308	723.843507098	728.211416314	11574.3241659	11282.4945822	9252.73043151	9456.91130484	9437.01212186	9252.73043151	9368.23922047	9421.62468002	9233.88993053	9194.25236766	9431.47318748	9421.62468002	9421.7442123	9260.36264442	9194.25236766	9368.23922047	9431.47318748	9252.73043151	9263.22676813	9459.84317211	9459.84317211	9463.55490087	9459.84317211	9459.84317211	9459.84317211	9462.24760776	9459.84317211	9459.84317211	9463.55490087	3948.1607947	3964.43759344	11836.0876901	11786.8380003	11822.9950028	11803.7244015	10421.5759125	9004.91170693	9004.91170693	9004.91170693	8062.1374522	9355.39890011	9355.39890011	9355.39890011	9591.31964988	9948.74987157	6100.31280772	12705.3137621
DiazMunoz_NYC_B	5938.79887363	6495.3973357	6495.3973357	6495.3973357	6495.3973357	6495.3973357	6495.3973357	6786.41923846	6786.41923846	6786.41923846	6786.41923846	6786.41923846	6786.41923846	6880.26549753	6880.26549753	6880.26549753	6880.26549753	6880.26549753	6880.26549753	6880.26549753	6880.26549753	6880.26549753	6846.31851588	6846.31851588	6846.31851588	6846.31851588	6860.68706954	6860.68706954	6860.68706954	6860.68706954	6860.68706954	6860.68706954	6860.68706954	6860.68706954	6860.68706954	6860.68706954	6309.35987141	4038.08940013	4038.08940013	0	3885.76201663	3903.46044358	3902.75884354	3889.3867314	3885.76201663	3903.46044358	3902.75884354	3889.3867314	14913.1015094	14739.8423597	6524.35126258	6849.78654939	6762.79503966	6524.35126258	6634.88387106	6743.34934626	6573.39640967	6519.29971325	6827.73669007	6743.34934626	6743.60044034	6568.39969038	6519.29971325	6634.88387106	6827.73669007	6524.35126258	6573.85845146	6158.1079571	6158.1079571	6164.41735672	6158.1079571	6158.1079571	6158.1079571	6167.34545248	6158.1079571	6158.1079571	6164.41735672	7986.21878872	8002.30730709	9181.50064275	9123.4171333	9159.93001829	9145.40430439	8527.81589608	5419.43082701	5419.43082701	5419.43082701	5004.89848994	9142.12300123	9142.12300123	9142.12300123	8969.80823848	8253.1922111	4011.2625786	8669.78065407
Edwards_B.20151012.S1	9043.06299932	8923.55045595	8923.55045595	8923.55045595	8923.55045595	8923.55045595	8923.55045595	9674.7939136	9674.7939136	9674.7939136	9674.7939136	9674.7939136	9674.7939136	9827.18295755	9827.18295755	9827.18295755	9827.18295755	9827.18295755	9827.18295755	9827.18295755	9827.18295755	9827.18295755	9680.54519103	9680.54519103	9680.54519103	9680.54519103	9677.38826379	9677.38826379	9677.38826379	9677.38826379	9677.38826379	9677.38826379	9677.38826379	9677.38826379	9677.38826379	9677.38826379	9712.55713491	735.089483788	735.089483788	3885.76201663	0	17.891979804	19.3700259252	7.41524608561	0.0	17.891979804	19.3700259252	7.41524608561	11398.3787382	11136.9548798	9593.66701099	9827.44488479	9793.25393534	9593.66701099	9710.51000016	9776.69509585	9588.72768486	9545.23747269	9802.16221738	9776.69509585	9776.8447361	9609.18161956	9545.23747269	9710.51000016	9802.16221738	9593.66701099	9612.65186391	9663.34618822	9663.34618822	9667.8665976	9663.34618822	9663.34618822	9663.34618822	9667.75740647	9663.34618822	9663.34618822	9667.8665976	4211.15027633	4232.84643315	12243.8843674	12191.7408629	12228.6865996	12210.0711232	9702.85580239	9111.50484366	9111.50484366	9111.50484366	8303.20145268	10039.2082452	10039.2082452	10039.2082452	10245.8449552	10486.3200383	5464.74291107	12507.1006677
Edwards_B.20151012.S2	9059.28069235	8937.54530012	8937.54530012	8937.54530012	8937.54530012	8937.54530012	8937.54530012	9690.12754165	9690.12754165	9690.12754165	9690.12754165	9690.12754165	9690.12754165	9842.67347456	9842.67347456	9842.67347456	9842.67347456	9842.67347456	9842.67347456	9842.67347456	9842.67347456	9842.67347456	9695.68712336	9695.68712336	9695.68712336	9695.68712336	9692.46927409	9692.46927409	9692.46927409	9692.46927409	9692.46927409	9692.46927409	9692.46927409	9692.46927409	9692.46927409	9692.46927409	9729.53463862	735.638854308	735.638854308	3903.46044358	17.891979804	0	11.9587314979	16.7635148382	17.891979804	0.0	11.9587314979	16.7635148382	11380.9825569	11119.3889678	9609.63584427	9843.04179707	9809.04081886	9609.63584427	9726.46979415	9792.49619706	9604.51940161	9561.07626159	9817.75526719	9792.49619706	9792.64545448	9625.05236845	9561.07626159	9726.46979415	9817.75526719	9609.63584427	9628.51509743	9680.61124397	9680.61124397	9685.12644617	9680.61124397	9680.61124397	9680.61124397	9685.00921798	9680.61124397	9680.61124397	9685.12644617	4195.08954614	4216.84314924	12259.1067435	12207.0040087	12243.9404453	12225.3133832	9706.28801791	9129.23323565	9129.23323565	9129.23323565	8320.12165169	10046.0711366	10046.0711366	10046.0711366	10254.2842145	10498.7872286	5473.8263633	12524.1099319
Edwards_B.20151012.S3	9052.11193963	8928.33323521	8928.33323521	8928.33323521	8928.33323521	8928.33323521	8928.33323521	9681.99134505	9681.99134505	9681.99134505	9681.99134505	9681.99134505	9681.99134505	9834.68949973	9834.68949973	9834.68949973	9834.68949973	9834.68949973	9834.68949973	9834.68949973	9834.68949973	9834.68949973	9687.37344028	9687.37344028	9687.37344028	9687.37344028	9684.10109787	9684.10109787	9684.10109787	9684.10109787	9684.10109787	9684.10109787	9684.10109787	9684.10109787	9684.10109787	9684.10109787	9723.50965934	723.843507098	723.843507098	3902.75884354	19.3700259252	11.9587314979	0	13.6647009498	19.3700259252	11.9587314979	0.0	13.6647009498	11386.1051493	11124.0235706	9602.16485208	9835.16530259	9801.36521185	9602.16485208	9718.98812437	9784.83614289	9596.84946976	9553.45815733	9809.87486043	9784.83614289	9784.98498118	9617.46972326	9553.45815733	9718.98812437	9809.87486043	9602.16485208	9620.92404326	9675.16966607	9675.16966607	9679.67307579	9675.16966607	9675.16966607	9675.16966607	9679.53776689	9675.16966607	9675.16966607	9679.67307579	4192.14195965	4213.81163069	12250.8612751	12198.7964309	12235.724132	12217.0863599	9717.30255024	9125.22097646	9125.22097646	9125.22097646	8313.99664952	10034.3201998	10034.3201998	10034.3201998	10242.8050954	10488.6796683	5482.65785239	12525.40198
Edwards_B.20151012.S4	9042.51794498	8921.287002	8921.287002	8921.287002	8921.287002	8921.287002	8921.287002	9673.4746027	9673.4746027	9673.4746027	9673.4746027	9673.4746027	9673.4746027	9825.98985307	9825.98985307	9825.98985307	9825.98985307	9825.98985307	9825.98985307	9825.98985307	9825.98985307	9825.98985307	9679.07696565	9679.07696565	9679.07696565	9679.07696565	9675.87383935	9675.87383935	9675.87383935	9675.87383935	9675.87383935	9675.87383935	9675.87383935	9675.87383935	9675.87383935	9675.87383935	9712.86403024	728.211416314	728.211416314	3889.3867314	7.41524608561	16.7635148382	13.6647009498	0	7.41524608561	16.7635148382	13.6647009498	0.0	11397.4426039	11135.6905571	9592.88674032	9826.33974955	9792.31114663	9592.88674032	9709.72148587	9775.7647466	9587.78910108	9544.34028784	9801.05384963	9775.7647466	9775.91405132	9608.31282182	9544.34028784	9709.72148587	9801.05384963	9592.88674032	9611.77637253	9664.06433978	9664.06433978	9668.57657774	9664.06433978	9664.06433978	9664.06433978	9668.45483902	9664.06433978	9664.06433978	9668.57657774	4205.74095247	4227.4005623	12242.4784678	12190.3666328	12227.3051284	12208.680636	9710.16474894	9113.17524236	9113.17524236	9113.17524236	8303.4344673	10033.8138242	10033.8138242	10033.8138242	10240.9717456	10483.1794666	5472.05267545	12511.7491828
Edwards_B.20151209.S1	9043.06299932	8923.55045595	8923.55045595	8923.55045595	8923.55045595	8923.55045595	8923.55045595	9674.7939136	9674.7939136	9674.7939136	9674.7939136	9674.7939136	9674.7939136	9827.18295755	9827.18295755	9827.18295755	9827.18295755	9827.18295755	9827.18295755	9827.18295755	9827.18295755	9827.18295755	9680.54519103	9680.54519103	9680.54519103	9680.54519103	9677.38826379	9677.38826379	9677.38826379	9677.38826379	9677.38826379	9677.38826379	9677.38826379	9677.38826379	9677.38826379	9677.38826379	9712.55713491	735.089483788	735.089483788	3885.76201663	0.0	17.891979804	19.3700259252	7.41524608561	0	17.891979804	19.3700259252	7.41524608561	11398.3787382	11136.9548798	9593.66701099	9827.44488479	9793.25393534	9593.66701099	9710.51000016	9776.69509585	9588.72768486	9545.23747269	9802.16221738	9776.69509585	9776.8447361	9609.18161956	9545.23747269	9710.51000016	9802.16221738	9593.66701099	9612.65186391	9663.34618822	9663.34618822	9667.8665976	9663.34618822	9663.34618822	9663.34618822	9667.75740647	9663.34618822	9663.34618822	9667.8665976	4211.15027633	4232.84643315	12243.8843674	12191.7408629	12228.6865996	12210.0711232	9702.85580239	9111.50484366	9111.50484366	9111.50484366	8303.20145268	10039.2082452	10039.2082452	10039.2082452	10245.8449552	10486.3200383	5464.74291107	12507.1006677
Edwards_B.20151209.S2	9059.28069235	8937.54530012	8937.54530012	8937.54530012	8937.54530012	8937.54530012	8937.54530012	9690.12754165	9690.12754165	9690.12754165	9690.12754165	9690.12754165	9690.12754165	9842.67347456	9842.67347456	9842.67347456	9842.67347456	9842.67347456	9842.67347456	9842.67347456	9842.67347456	9842.67347456	9695.68712336	9695.68712336	9695.68712336	9695.68712336	9692.46927409	9692.46927409	9692.46927409	9692.46927409	9692.46927409	9692.46927409	9692.46927409	9692.46927409	9692.46927409	9692.46927409	9729.53463862	735.638854308	735.638854308	3903.46044358	17.891979804	0.0	11.9587314979	16.7635148382	17.891979804	0	11.9587314979	16.7635148382	11380.9825569	11119.3889678	9609.63584427	9843.04179707	9809.04081886	9609.63584427	9726.46979415	9792.49619706	9604.51940161	9561.07626159	9817.75526719	9792.49619706	9792.64545448	9625.05236845	9561.07626159	9726.46979415	9817.75526719	9609.63584427	9628.51509743	9680.61124397	9680.61124397	9685.12644617	9680.61124397	9680.61124397	9680.61124397	9685.00921798	9680.61124397	9680.61124397	9685.12644617	4195.08954614	4216.84314924	12259.1067435	12207.0040087	12243.9404453	12225.3133832	9706.28801791	9129.23323565	9129.23323565	9129.23323565	8320.12165169	10046.0711366	10046.0711366	10046.0711366	10254.2842145	10498.7872286	5473.8263633	12524.1099319
Edwards_B.20151209.S3	9052.11193963	8928.33323521	8928.33323521	8928.33323521	8928.33323521	8928.33323521	8928.33323521	9681.99134505	9681.99134505	9681.99134505	9681.99134505	9681.99134505	9681.99134505	9834.68949973	9834.68949973	9834.68949973	9834.68949973	9834.68949973	9834.68949973	9834.68949973	9834.68949973	9834.68949973	9687.37344028	9687.37344028	9687.37344028	9687.37344028	9684.10109787	9684.10109787	9684.10109787	9684.10109787	9684.10109787	9684.10109787	9684.10109787	9684.10109787	9684.10109787	9684.10109787	9723.50965934	723.843507098	723.843507098	3902.75884354	19.3700259252	11.9587314979	0.0	13.6647009498	19.3700259252	11.9587314979	0	13.6647009498	11386.1051493	11124.0235706	9602.16485208	9835.16530259	9801.36521185	9602.16485208	9718.98812437	9784.83614289	9596.84946976	9553.45815733	9809.87486043	9784.83614289	9784.98498118	9617.46972326	9553.45815733	9718.98812437	9809.87486043	9602.16485208	9620.92404326	9675.16966607	9675.16966607	9679.67307579	9675.16966607	9675.16966607	9675.16966607	9679.53776689	9675.16966607	9675.16966607	9679.67307579	4192.14195965	4213.81163069	12250.8612751	12198.7964309	12235.724132	12217.0863599	9717.30255024	9125.22097646	9125.22097646	9125.22097646	8313.99664952	10034.3201998	10034.3201998	10034.3201998	10242.8050954	10488.6796683	5482.65785239	12525.40198
