#Sequence ID	name	date	latlon	primer	latitude	longitude	sample_number	location	type	country	locality	note	address	altitude	contact	university	sample_date	sex	yearmonth	method	sample	bin_id	sample_processing	Description	site	source
Carlsbad|20160718|USA|1	Carlsbad Primer A Site 3 20160718	20160718	33.116202,-117.321597	B	33.116202	-117.321597				USA	Carlsbad		Encina Wastewater Authority, 6200 Avenida Encinas, Carlsbad, CA 92011		Rob Edwards	San Diego State University			201607						3	
Mount_Pulaski|20170313|USA|1	BibbyS1_20170313	20170313	40.013333,-89.306667	B	40.013333	-89.306667				USA	Mount Pulaski	This location is approximate. The acutal sample site is unknown, but is in Illinois. The location is the geographic center of Illinois														
Encinitas|20161101|USA|1	Cardiff Primer B Site 2 20161101	20161101	33.016467,-117.273686	B	33.016467	-117.273686				USA	Encinitas		San Elijo Joint Powers Authority, 2695 Manchester Avenue, Cardiff by the Sea, California 920077077		Rob Edwards	San Diego State University			201611						2	
Gava|20140101|Spain|1	Muniesa E7 Gava primer B Raw Sewage	20140101	41.3037013,1.9858569	B	41.3037013	1.9858569				Spain	Gava				Maite Muniesa	Universitat de Barcelona										Raw Sewage
San_Miguel_de_Tucuman|20160414|Argentina|1	Raul Raya Primer B	20160414	-26.832,-65.207	B	-26.832	-65.207				Argentina	San Miguel de Tucuman		San Miguel de Tucuman, Tucuman, Argentina		Raul Raya	Cerela					1					
Carlsbad|20160101|USA|1	Carlsbad Primer B Site 3 20160101	20160101	33.116202,-117.321597	B	33.116202	-117.321597				USA	Carlsbad		Encina Wastewater Authority, 6200 Avenida Encinas, Carlsbad, CA 92011		Rob Edwards	San Diego State University			201601						3	
San_Miguel_de_Tucuman|20160414|Argentina|2	Raul Raya Primer B	20160414	-26.832,-65.207	B	-26.832	-65.207				Argentina	San Miguel de Tucuman		San Miguel de Tucuman, Tucuman, Argentina		Raul Raya	Cerela					2					
Zerdab|19990507|Azerbaijan|1	Cinek lab sample 365 B 19990507	19990507	40.143105,47.576927	B	40.143105	47.576927				Azerbaijan	Zerdab	Assembly of 2 reads: 365_B_intf.ab1 (reversed), 365_B_intr.ab1			Ondrej Cinek	Univerzita Karlova		m								
Carlsbad|20160301|USA|1	Carlsbad Primer B Site 3 20160301	20160301	33.116202,-117.321597	B	33.116202	-117.321597				USA	Carlsbad		Encina Wastewater Authority, 6200 Avenida Encinas, Carlsbad, CA 92011		Rob Edwards	San Diego State University			201603						3	
El_Prat_de_Llobregat|20140501|Spain|1	Muniesa E14 El Prat de Llobregat primer B Raw Sewage	20140501	41.3224312,2.0828713	B	41.3224312	2.0828713				Spain	El Prat de Llobregat				Maite Muniesa	Universitat de Barcelona										Raw Sewage
Ceske_Budejovice|20151201|Czech_Republic|2	Cinek primer B sample 14 20151201	20151201	48.9744694,14.4743417	B	48.9744694	14.4743417	522	Plzen	pre-sewage treatment plant	Czech_Republic	Ceske Budejovice				Ondrej Cinek	Univerzita Karlova										
Gava|20140501|Spain|1	Muniesa E13 Gava primer B Raw Sewage	20140501	41.3037013,1.9858569	B	41.3037013	1.9858569				Spain	Gava				Maite Muniesa	Universitat de Barcelona										Raw Sewage
San_Marcos|20151209|USA|1	Edwards Primer B Site 4 20151209	20151209	33.144526,-117.178849	B	33.144526	-117.178849				USA	San Marcos		Vallecitos Water District, 201 Vallecitos De Oro, San Marcos, CA 92069		Rob Edwards	San Diego State University										
Wamba|20010901|Nigeria|1	Cinek lab sample 198 B 20010901	20010901	9.081999,8.675277	B	9.081999	8.675277				Nigeria	Wamba	Assembly of 3 reads: 198_B_intr.ab1 (reversed), 198_B_f.ab1, 198_B_intf.ab1			Ondrej Cinek	Univerzita Karlova										
Oslo|20060501|Norway|1	Cinek.Norway.amplicons.T10995_B	20060501	59.9138688,10.7522454	B	59.9138688	10.7522454				Norway	Oslo						20060501		200605	Sanger						
Cork|20151215|Ireland|1	Strain APC Microbiome Institute primer B 20151215	20151215	51.8925,-8.4964	B	51.8925	-8.4964				Ireland	Cork	coordinates are APC location			Ronan Strain	University College Cork										
Khartoum|20160302|Sudan|1	Cinek primer B sample 267 20170421	20170421	15.5007,32.5599	B	15.5007	32.5599	267			Sudan	Khartoum				Ondrej Cinek	Univerzita Karlova	20160302									
Marseille|20151217|France|1	Desnues lab sewage 27 primer B 20151217	20151217	43.2888,5.4005	B	43.2888	5.4005				France	Marseille	coordinates are hospital location			Christelle Desnues	Aix Marseille Universite										
Khartoum|20160311|Sudan|1	Cinek primer B sample 256 20170421	20170421	15.5007,32.5599	B	15.5007	32.5599	256			Sudan	Khartoum				Ondrej Cinek	Univerzita Karlova	20160311									
Oswiecim|20160303|Poland|4	Decewicz Dziewit Primer B 20160303	20160303	50.038062,19.321854	B	50.038062	19.321854				Poland	Oswiecim		Municipal and Industrial Wastewater Treatment Plant, Nadwislanska 46, 32-642 Oswiecim, Poland		Lukasz Dziewit	University of Warsaw										
Oslo|20050926|Norway|1	Cinek.Norway.amplicons.T7664_B	20050926	59.9138688,10.7522454	B	59.9138688	10.7522454				Norway	Oslo						20050926		200509	Sanger						
Oslo|20060505|Norway|1	Cinek.Norway.amplicons.T11066_B	20060505	59.9138688,10.7522454	B	59.9138688	10.7522454				Norway	Oslo						20060505		200605	Sanger						
Ceske_Budejovice|20151201|Czech_Republic|1	Cinek primer B sample 4 20151201	20151201	48.9744694,14.4743417	B	48.9744694	14.4743417	466	Usti nad Labem	pre-sewage treatment plant	Czech_Republic	Ceske Budejovice				Ondrej Cinek	Univerzita Karlova										
Oslo|20050630|Norway|1	Cinek.Norway.amplicons.T6376_B	20050630	59.9138688,10.7522454	B	59.9138688	10.7522454				Norway	Oslo						20050630		200506	Sanger						
Zerdab|20050203|Azerbaijan|1	Cinek lab sample 356 B 20050203	20050203	40.143105,47.576927	B	40.143105	47.576927				Azerbaijan	Zerdab	Assembly of 4 reads: 356_B_intr.ab1 (reversed), 356_B_f.ab1, 356_B_r.ab1 (reversed), 356_B_intf.ab1			Ondrej Cinek	Univerzita Karlova		f								
Carlsbad|20151012|USA|1	Edwards Primer B Site 3 20151012	20151012	33.116202,-117.321597	B	33.116202	-117.321597				USA	Carlsbad		Encina Wastewater Authority, 6200 Avenida Encinas, Carlsbad, CA 92011		Rob Edwards	San Diego State University										
El_Prat_de_Llobregat|20140101|Spain|1	Muniesa E8 El Prat de Llobregat primer B Raw Sewage	20140101	41.3224312,2.0828713	B	41.3224312	2.0828713				Spain	El Prat de Llobregat				Maite Muniesa	Universitat de Barcelona										Raw Sewage
Escondido|20160901|USA|1	Escondido Primer B Site 1 20160901	20160901	33.105788,-117.114064	B	33.105788	-117.114064				USA	Escondido		Water Quality Testing, 1521 S. Hale Avenue Escondido, CA 92029, USA		Rob Edwards	San Diego State University			201609						1	
Gava|20140601|Spain|1	Muniesa E23 Gava primer B Raw Sewage	20140601	41.3037013,1.9858569	B	41.3037013	1.9858569				Spain	Gava				Maite Muniesa	Universitat de Barcelona										Raw Sewage
Oswiecim|20160303|Poland|3	Decewicz Dziewit Primer B 20160303	20160303	50.038062,19.321854	B	50.038062	19.321854				Poland	Oswiecim		Municipal and Industrial Wastewater Treatment Plant, Nadwislanska 46, 32-642 Oswiecim, Poland		Lukasz Dziewit	University of Warsaw										
San_Miguel_de_Tucuman|20160414|Argentina|3	Raul Raya Primer B	20160414	-26.832,-65.207	B	-26.832	-65.207				Argentina	San Miguel de Tucuman		San Miguel de Tucuman, Tucuman, Argentina		Raul Raya	Cerela					5					
Oslo|20050702|Norway|1	Cinek.Norway.amplicons.T6384_B_partial	20050702	59.9138688,10.7522454	B	59.9138688	10.7522454				Norway	Oslo						20050702		200507	Sanger						
Gava|20151001|Spain|3	Muniesa 1.1 Gava primer B Primary Treatment	20151001	41.3037013,1.9858569	B	41.3037013	1.9858569				Spain	Gava				Maite Muniesa	Universitat de Barcelona										Primary Treatment
Ramallah|20151202|Israel|1	Qimron lab primer B 20151202	20151202	31.9,35.19	B	31.9	35.19				Israel	Ramallah	Collected in Ramallah			Udi Qimron	Tel Aviv University										
Escondido|20160301|USA|1	Escondido Primer B Site 1 20160301	20160301	33.105788,-117.114064	B	33.105788	-117.114064				USA	Escondido		Water Quality Testing, 1521 S. Hale Avenue Escondido, CA 92029, USA		Rob Edwards	San Diego State University			201603						1	
Sherbakulskiy_rayon|20160301|Russia|1	Tyakht OM_178_B primer B	20160301	54.3933,72.4255	B	54.3933	72.4255				Russia	Sherbakulskiy rayon		Omsk, Russia		Alexander Tyakht	Federal Research and Clinical Center of Physical-Chemical Medicine										
Pilsen|20151201|Czech_Republic|3	Cinek primer B sample 1 20151201	20151201	49.7477831,13.3783489	B	49.7477831	13.3783489	456	Ceske Budejovice	pre-sewage treatment plant	Czech_Republic	Pilsen				Ondrej Cinek	Univerzita Karlova										
Salfit|20151202|Israel|1	Qimron lab primer B 20151202	20151202	32.08,35.18	B	32.08	35.18				Israel	Salfit	Collected in Salfit			Udi Qimron	Tel Aviv University										
Lodz|20160303|Poland|5	Decewicz Dziewit Primer B Lodz 20160303	20160303	51.727940,19.347618	B	51.727940	19.347618				Poland	Lodz		Group Wastewater Treatment Plant, Sanitariuszek 66, 91-867 Lodz, Poland		Lukasz Dziewit	University of Warsaw										
Oswiecim|20160126|Poland|1	Decewicz Dziewit Primer B Oswiecim 20160126	20160126	50.038062,19.321854	B	50.038062	19.321854				Poland	Oswiecim		Municipal and Industrial Wastewater Treatment Plant, Nadwislanska 46, 32-642 Oswiecim, Poland		Lukasz Dziewit	University of Warsaw										
Zastavka|20151201|Czech_Republic|2	Cinek primer B sample 2 20151201	20151201	49.1879958,16.3630967	B	49.1879958	16.3630967	427	Plzen	pre-sewage treatment plant	Czech_Republic	Zastavka				Ondrej Cinek	Univerzita Karlova										
Rybienko_Stare|20160126|Poland|5	Decewicz Dziewit Primer B Wyszkow 20160126	20160126	52.577948,21.429024	B	52.577948	21.429024				Poland	Rybienko Stare		Municipal Wastewater Treatment Plant, Rybienko Stare, 07-200 Wyszkow, Poland		Lukasz Dziewit	University of Warsaw										
Oslo|20060129|Norway|2	Cinek.Norway.amplicons.T9681_B	20060129	59.9138688,10.7522454	B	59.9138688	10.7522454				Norway	Oslo						20060129		200601	Sanger						
Zerdab|20031114|Azerbaijan|1	Cinek lab sample 325 B 20031114	20031114	40.143105,47.576927	B	40.143105	47.576927				Azerbaijan	Zerdab	Assembly of 3 reads: 325_B_intr.ab1 (reversed), 325_B_f.ab1, 325_B_intf.ab1			Ondrej Cinek	Univerzita Karlova		f								
Pinkenba|20170822|Australia|1	Barr Monash Sample8 PrimerB 20170822	20170822	-27.3755791,153.1491078	B	-27.3755791	153.1491078	8	Luggage Point WWTP, Queensland, Australia	WWTP	Australia	Pinkenba															
Encinitas|20151026|USA|1	Edwards Primer B Site 2 20151026	20151026	33.016467,-117.273686	B	33.016467	-117.273686				USA	Encinitas		San Elijo Joint Powers Authority, 2695 Manchester Avenue, Cardiff by the Sea, California 92007-7077		Rob Edwards	San Diego State University										
Laguna_Niguel|20170403|USA|1	BibbyS3_20170403	20170403	33.5408776,-117.7063134	B	33.5408776	-117.7063134				USA	Laguna Niguel		Regional Treatment Plant, 29201 La Paz Rd, Laguna Niguel, CA 92629													
Amman|20170421|Jordan|5	Cinek primer B sample 222 20170421	20170421	31.9454,35.9284	B	31.9454	35.9284	222			Jordan	Amman				Ondrej Cinek	Univerzita Karlova										
Bogota|20160412|Colombia|2	Maria Reyes Primer B 20160412	20160412	4.6500014,-74.0589398	B	4.6500014	-74.0589398				Colombia	Bogota		CorpoGen, Cra. 5 #66A-34, Bogota, Colombia 		Alejandro Reyes	Universidad de los Andes					2					
Rybienko_Stare|20160126|Poland|2	Decewicz Dziewit Primer B Wyszkow 20160126	20160126	52.577948,21.429024	B	52.577948	21.429024				Poland	Rybienko Stare		Municipal Wastewater Treatment Plant, Rybienko Stare, 07-200 Wyszkow, Poland		Lukasz Dziewit	University of Warsaw										
San_Marcos|20161101|USA|1	San_Marcos Primer B Site 4 20161101	20161101	33.144526,-117.178849	B	33.144526	-117.178849				USA	San Marcos		Vallecitos Water District, 201 Vallecitos De Oro, San Marcos, CA 92069		Rob Edwards	San Diego State University			201611						4	
Novosibirskiy_rayon|20160301|Russia|1	Tyakht Nov_282_B primer B	20160301	55.03,82.57	B	55.03	82.57				Russia	Novosibirskiy rayon		Novosibirsk, Russia		Alexander Tyakht	Federal Research and Clinical Center of Physical-Chemical Medicine										
St_Louis|20140724|crAssphage_B|2	crAssphage Primer B	20140724	38.6487895,-90.3107962	B	38.6487895	-90.3107962				crAssphage B	St. Louis															
Escondido|20151209|USA|1	Edwards Primer B Site 1 20151209	20151209	33.105788,-117.114064	B	33.105788	-117.114064				USA	Escondido		Water Quality Testing, 1521 S. Hale Avenue Escondido, CA 92029, USA		Rob Edwards	San Diego State University										
Amman|20170421|Jordan|2	Cinek primer B sample 223 20170421	20170421	31.9454,35.9284	B	31.9454	35.9284	223			Jordan	Amman				Ondrej Cinek	Univerzita Karlova										
Dunedin|20160317|New_Zealand|1	Fineran Primer B	20160317	-45.9062333,170.4858516	B	-45.9062333	170.4858516				New_Zealand	Dunedin		10 Tahuna Rd, Otago 9013, New_Zealand		Peter Fineran	University of Otago										
Khartoum|20160311|Sudan|2	Cinek primer B sample 290 20170421	20170421	15.5007,32.5599	B	15.5007	32.5599	290			Sudan	Khartoum				Ondrej Cinek	Univerzita Karlova	20160311									
Carlsbad|20160815|USA|1	Carlsbad Primer A Site 3 20160815	20160815	33.116202,-117.321597	B	33.116202	-117.321597				USA	Carlsbad		Encina Wastewater Authority, 6200 Avenida Encinas, Carlsbad, CA 92011		Rob Edwards	San Diego State University			201608						3	
Rybienko_Stare|20160303|Poland|5	Decewicz Dziewit Primer B Wyszkow 20160303	20160303	52.577948,21.429024	B	52.577948	21.429024				Poland	Rybienko Stare		Municipal Wastewater Treatment Plant, Rybienko Stare, 07-200 Wyszkow, Poland		Lukasz Dziewit	University of Warsaw										
North_Kurdufan|00000000|Sudan|4	Cinek lab sample 291 B unknown	unknown	12.862807,30.217636	B	12.862807	30.217636				Sudan	North Kurdufan	Assembly of 3 reads: 291_B_f.ab1, 291_B_r.ab1 (reversed), 291_B_intf.ab1			Ondrej Cinek	Univerzita Karlova										
Usti_nad_Labem|20151201|Czech_Republic|1	Cinek primer B sample 3 20151201	20151201	50.6604875,14.0406928	B	50.6604875	14.0406928	430	Brno - Zastavka	post-STP, refugee camp	Czech_Republic	Usti nad Labem				Ondrej Cinek	Univerzita Karlova										
Oslo|20060504|Norway|1	Cinek.Norway.amplicons.T11039_B	20060504	59.9138688,10.7522454	B	59.9138688	10.7522454				Norway	Oslo						20060504		200605	Sanger						
Oslo|20060129|Norway|1	Cinek.Norway.amplicons.T9676_B	20060129	59.9138688,10.7522454	B	59.9138688	10.7522454				Norway	Oslo						20060129		200601	Sanger						
Waianae|20161212|USA|1	Hawaii B Waianae Waste Water Treatment Plant Dec 12 2016	20161212	21.4467837,-158.1928871	B	21.4467837	-158.1928871				USA	Waianae		Waianae, HI 96792		Olivia Nigro	Hawai'i Pacific University										
Khartoum|20160210|Sudan|1	Cinek primer B sample 300 20170421	20170421	15.5007,32.5599	B	15.5007	32.5599	300			Sudan	Khartoum				Ondrej Cinek	Univerzita Karlova	20160210									
