SRR ID	A_read_depth	A_strains	B_read_depth	B_strains	C_read_depth	C_strains
DRR002665	0	0	0	0	0	0
DRR014152	0	0	0	0	0	0
DRR014153	0	0	0	0	0.101695	0
DRR014154	0	0	0	0	0	0
DRR014172	0	0	0	0	0.101695	0
DRR014182	0	0	0	0	0.101695	0
DRR042278	0	0	0	0	0	0
DRR042292	0	0	0	0	0	0
DRR042326	0	0	0	0	0	0
DRR042330	0	0	0	0	0	0
DRR042358	0	0	0	0	0	0
DRR042359	0	0	0	0	0	0
DRR042363	0	0	0	0	0.775626	0
DRR042370	0	0	0	0	0	0
DRR042383	0	0	0.448708	0	0	0
DRR042388	0	0	0	0	0	0
DRR042412	0	0	0.865683	0	0.644875	0
DRR042415	0	0	0.287085	0	0.470541	0
DRR042470	0	0	0	0	0	0
DRR042485	0	0	0.100369	0	0	0
DRR042496	0	0	0	0	0	0
DRR042499	0	0	0.197048	0	0.911219	0
DRR042565	0	0	0	0	0	0
DRR042566	0	0	0.17048	0	0	0
DRR042567	0	0	0.0767528	0	0	0
DRR042569	0	0	0	0	0	0
DRR042588	0	0	0	0	0	0
DRR042607	0	0	0	0	0	0
DRR042609	0	0	0	0	0	0
DRR042629	0	0	0	0	2.07667	0
DRR042647	0	0	0	0	0	0
ERR011092	0	0	0	0	0	0
ERR011094	0	0	0	0	0	0
ERR011109	0	0	0	0	0	0
ERR011111	0	0	0	0	0	0
ERR011127	0	0	0	0	0	0
ERR011128	0	0	0	0	0	0
ERR011140	0	0	0	0	0	0
ERR011142	0	0	0	0	0	0
ERR011157	0	0	0	0	0	0
ERR011159	0	0	0	0	0	0
ERR011161	0	0	0	0	0	0
ERR011186	0	0	0	0	0	0
ERR011187	0	0	0	0	0	0
ERR011189	0	0	0	0	0	0
ERR011191	0	0	0	0	0	0
ERR011202	0	0	0	0	0	0
ERR011208	0	0	0	0	0	0
ERR011209	0	0	0	0	0	0
ERR011216	0	0	0	0	0	0
ERR011217	0	0	0	0	0	0
ERR011222	0	0	0	0	0	0
ERR011223	0	0	0	0	0	0
ERR011224	0	0	0	0	0	0
ERR011225	0	0	0	0	0	0
ERR011232	0	0	0	0	0	0
ERR011233	0	0	0	0	0	0
ERR011237	0	0	0	0	0	0
ERR011238	0	0	0	0	0	0
ERR011251	0	0	0	0	0	0
ERR011255	0	0	0	0	0	0
ERR011256	0	0	0	0	0	0
ERR011257	0	0	0	0	0	0
ERR011258	0	0	0	0	0	0
ERR011263	0	0	0	0	0	0
ERR011265	0	0	0	0	0	0
ERR011271	0	0	0	0	0	0
ERR011272	0	0	0	0	0	0
ERR011273	0	0	0	0	0	0
ERR011279	0	0	0	0	0	0
ERR011280	0	0	0	0	0	0
ERR011291	0	0	0	0	0	0
ERR011292	0	0	0	0	0	0
ERR011293	0	0	0.0243542	0	0	0
ERR011294	0	0	0	0	0	0
ERR011295	0	0	0	0	0	0
ERR011296	0	0	0	0	0	0
ERR011303	0	0	0	0	0	0
ERR011304	0	0	0	0	0	0
ERR011310	0	0	0	0	0	0
ERR011311	0	0	0	0	0	0
ERR011313	0	0	0	0	0	0
ERR011317	0	0	0	0	0	0
ERR011328	0	0	0	0	0	0
ERR011331	0	0	0	0	0	0
ERR011332	0	0	0	0	0	0
ERR011335	0	0	0	0	0	0
ERR011337	0	0	0	0	0	0
ERR011338	0	0	0	0	0	0
ERR011339	0	0	0	0	0	0
ERR011340	0	0	0	0	0	0
ERR011341	0	0	0	0	0.0443906	0
ERR011344	0	0	0	0	0	0
ERR011347	0	0	0	0	0	0
ERR011348	0	0	0	0	0	0
ERR011350	0	0	0	0	0	0
ERR1018209	0	0	0	0	0	0
ERR1018213	0	0	0	0	0	0
ERR1018216	0	0	0	0	0	0
ERR1018225	0	0	0.147601	0	0	0
ERR1018268	0	0	0	0	0.300242	0
ERR1018286	0	0	0	0	0	0
ERR1018290	0	0	0	0	0	0
ERR1018292	0	0	0.115129	0	0.348668	0
ERR1018310	0	0	0	0	0	0
ERR1025317	0	0	0	0	0	0
ERR1076080	0	0	0	0	0.121065	0
ERR1097475	0	0	0	0	0	0
ERR1110298	0	0	0	0	0	0
ERR1110314	0	0	0	0	0	0
ERR1110342	0	0	0	0	0	0
ERR1110356	0	0	0.118081	0	0.0621469	0
ERR1110436	0	0	0	0	0	0
ERR1110453	0	0	0	0	0	0
ERR1110474	0	0	0.109963	0	0.0605327	0
ERR1111307	0	0	0	0	0	0
ERR1111308	0	0	0.0516605	0	0.0443906	0
ERR1111309	0	0	0	0	0.0419693	0
ERR1111312	0	0	0	0	0	0
ERR1111319	0	0	0	0	0	0
ERR1111328	0	0	0	0	0	0
ERR1111329	0	0	0	0	0	0
ERR1111330	0	0	0	0	0.149314	0
ERR1111331	0	0	0	0	0.0742534	0
ERR1111332	0	0	0	0	0	0
ERR1111333	0	0	0	0	0	0
ERR1111334	0	0	0	0	0	0
ERR1111335	0	0	0	0	0.0387409	0
ERR1111336	0	0	0	0	0	0
ERR1111338	0	0	0	0	0.12268	0
ERR1111340	0	0	0.125461	0	0	0
ERR1111342	0	0	0.0678967	0	0	0
ERR1111343	0	0	0	0	0.054883	0
ERR1111344	0	0	0	0	0	0
ERR1111348	0	0	0	0	0	0
ERR1111352	0	0	0	0	0	0
ERR1111353	0	0	0	0	0	0
ERR1111355	0	0	0	0	0	0
ERR1111356	0	0	0	0	0	0
ERR1111365	0	0	0	0	0	0
ERR1111367	0	0	0	0	0	0
ERR1111368	0	0	0	0	0	0
ERR1111370	0	0	0	0	0	0
ERR1111371	0	0	0	0	0.0516546	0
ERR1111372	0	0	0	0	0	0
ERR1111373	0	0	0	0	0	0
ERR1111377	0	0	0	0	0	0
ERR1111379	0	0	0	0	0	0
ERR1111380	0	0	0	0	0	0
ERR1111383	0	0	0	0	0	0
ERR1121400	0	0	0	0	0	0
ERR1121401	0	0	0	0	0	0
ERR1121420	0	0	0.40369	0	0.0702179	0
ERR1135301	0	0	0	0	0	0
ERR1135343	0	0	0	0	0	0
ERR1135471	0	0	0	0	0	0
ERR1135680	0	0	0	0	0	0
ERR1136607	0	0	0	0	0	0
ERR1136648	0	0	0	0	0	0
ERR1136672	0	0	0	0	0.161421	0
ERR1136702	0	0	0.0745387	0	0	0
ERR1136744	0	0	0	0	0	0
ERR1136747	0	0	0	0	0	0
ERR1136750	0	0	0.416974	0	0.326069	2
ERR1136752	0	0	0	0	0	0
ERR1136762	0	0	0	0	0	0
ERR1136811	0	0	0	0	0	0
ERR1136872	0	0	0	0	0	0
ERR1136890	0	0	0	0	0	0
ERR1136896	0	0	0	0	0	0
ERR1136906	0	0	0.0723247	0	0.282486	0
ERR1136911	0	0	0	0	0	0
ERR1136922	0	0	0	0	0	0
ERR1136952	0	0	0	0	0	0
ERR1137028	0	0	0	0	0	0
ERR1137112	0	0	0	0	0	0
ERR1137117	0	0	0	0	0	0
ERR1137132	0	0	0.121771	0	0.0161421	0
ERR1137136	0	0	0	0	0	0
ERR1137251	0	0	0	0	0	0
ERR1137263	0	0	0	0	0	0
ERR1137270	0	0	0	0	0	0
ERR1137305	0	0	0	0	0	0
ERR1137390	0	0	0	0	0	0
ERR1137396	0	0	0	0	0	0
ERR1137398	0	0	0	0	0	0
ERR1137426	0	0	0	0	0	0
ERR1137427	0	0	0.118081	0	0.062954	0
ERR1137437	0	0	0	0	0	0
ERR1137438	0	0	0	0	0	0
ERR1137469	0	0	0	0	0	0
ERR1137506	0	0	0	0	0	0
ERR1137525	0	0	0	0	0	0
ERR1137556	0	0	0	0	0	0
ERR1137570	0	0	0	0	0.128329	0
ERR1137609	0	0	0	0	0.128329	0
ERR1137617	0	0	0	0	0	0
ERR1137653	0	0	0.118081	0	0.0645682	0
ERR1137656	0	0	0.176384	0	0	0
ERR1137750	0	0	0	0	0	0
ERR1137785	0	0	0	0	0	0
ERR1137793	0	0	0	0	0	0
ERR1137874	0	0	0	0	0	0
ERR1137879	0	0	0.133579	0	0.0605327	0
ERR1137884	0	0	0.0538745	0	0.118644	0
ERR1137888	0	0	0	0	0.0605327	0
ERR1137890	0	0	0.0546125	0	0	0
ERR1137983	0	0	0	0	0.0637611	0
ERR1190536	0	0	0	0	0	0
ERR1190548	0	0	0	0	0	0
ERR1190565	0	0	0	0	0	0
ERR1190598	0	0	0	0	0	0
ERR1190607	0	0	0	0	0	0
ERR1190609	0	0	0	0	0	0
ERR1190618	0	0	0.147601	0	0.0540759	0
ERR1190620	0	0	0	0	0	0
ERR1190627	0	0	0	0	0	0
ERR1190631	0	0	0	0	0	0
ERR1190673	0	0	0	0	0	0
ERR1190680	0	0	0.0738007	0	0	0
ERR1190681	0	0	0.147601	0	0	0
ERR1190684	0	0	0	0	0	0
ERR1190706	0	0	0	0	0	0
ERR1190712	0	0	0	0	0	0
ERR1190770	0	0	0	0	0	0
ERR1190791	0	0	0	0	0	0
ERR1190810	0	0	0	0	0	0
ERR1190864	0	0	0	0	0	0
ERR1190877	0	0	0	0	0	0
ERR1190911	0	0	0	0	0	0
ERR1190914	0	0	0	0	0	0
ERR1190942	0	0	0	0	0	0
ERR1190968	0	0	0	0	0	0
ERR1190973	0	0	0	0	0	0
ERR1191817	0	0	0	0	0	0
ERR1193295	0	0	0	0	0	0
ERR1224341	0	0	0	0	0	0
ERR1224342	0	0	0	0	0	0
ERR1224343	0	0	0	0	0	0
ERR1224344	0	0	0	0	0	0
ERR1224345	0	0	0	0	0	0
ERR1224347	0	0	0	0	0	0
ERR1293057	0	0	0.0605166	0	0	0
ERR1293058	0	0	0.0317343	0	0	0
ERR1293059	0	0	0	0	0	0
ERR1293061	0	0	0	0	0	0
ERR1293064	0	0	0	0	0	0
ERR1293067	0	0	0	0	0	0
ERR1293070	0	0	0.0664207	0	0	0
ERR1293071	0	0	0	0	0	0
ERR1293073	0	0	0	0	0	0
ERR1293084	0	0	0	0	0	0
ERR1293088	0	0	0	0	0.0653753	0
ERR1293104	0	0	0.0295203	0	0	0
ERR1293105	0	0	0.0649446	0	0	0
ERR1293106	0	0	0	0	0	0
ERR1293107	0	0	0	0	0	0
ERR1293111	0	0	0	0	0	0
ERR1293116	0	0	0	0	0	0
ERR1293117	0	0	0	0	0	0
ERR1293118	0	0	0	0	0.0718321	0
ERR1293119	0	0	0	0	0	0
ERR1293134	0	0	0	0	0	0
ERR1293160	0	0	0	0	0	0
ERR1293169	0	0	0	0	0	0
ERR1293171	0	0	0	0	0	0
ERR1293173	0	0	0	0	0	0
ERR1293174	0	0	0	0	0	0
ERR1293175	0	0	0	0	0	0
ERR1293176	0	0	0	0	0	0
ERR1293186	0	0	0	0	0	0
ERR1293187	0	0	0	0	0.0718321	0
ERR1293188	0	0	0	0	0	0
ERR1293189	0	0	0	0	0	0
ERR1293191	0	0	0	0	0	0
ERR1293192	0	0	0	0	0	0
ERR1293193	0	0	0	0	0	0
ERR1293196	0	0	0	0	0	0
ERR1293213	0	0	0	0	0	0
ERR1293214	0	0	0	0	0	0
ERR1293215	0	0	0	0	0	0
ERR1293216	0	0	0.0656827	0	0	0
ERR1293217	0	0	0	0	0	0
ERR1293221	0	0	0	0	0	0
ERR1293222	0	0	0	0	0	0
ERR1293223	0	0	0	0	0	0
ERR1293224	0	0	0	0	0	0
ERR1293225	0	0	0	0	0	0
ERR1293229	0	0	0	0	0	0
ERR1293230	0	0	0	0	0.132365	0
ERR1293232	0	0	0.0642066	0	0	0
ERR1293234	0	0	0	0	0	0
ERR1293241	0	0	0	0	0	0
ERR1293242	0	0	0.0287823	0	0	0
ERR1293243	0	0	0	0	0	0
ERR1293248	0	0	0	0	0	0
ERR1293253	0	0	0	0	0.0879742	0
ERR1293256	0	0	0	0	0	0
ERR1293266	0	0	0	0	0	0
ERR1293267	0	0	0	0	0	0
ERR1293268	0	0	0	0	0	0
ERR1293282	0	0	0	0	0	0
ERR1293283	0	0	0	0	0.0726392	0
ERR1293285	0	0	0	0	0	0
ERR1293286	0	0	0	0	0	0
ERR1293294	0	0	0	0	0	0
ERR1293295	0	0	0	0	0.0726392	0
ERR1293296	0	0	0.0332103	0	0	0
ERR1293297	0	0	0.245756	0	0.205811	0
ERR1293321	0	0	0	0	0	0
ERR1293322	0	0	0	0	0	0
ERR1293323	0	0	0.0568266	0	0	0
ERR1293324	0	0	0	0	0	0
ERR1293325	0	0	0	0	0	0
ERR1293326	0	0	0	0	0	0
ERR1293328	0	0	0	0	0	0
ERR1293331	0	0	0	0	0	0
ERR1293336	0	0	0	0	0	0
ERR1293341	0	0	0	0	0	0
ERR1293342	0	0	0	0	0	0
ERR1293343	0	0	0	0	0	0
ERR1293344	0	0	0	0	0	0
ERR1293364	0	0	0	0	0	0
ERR1293369	0	0	0	0	0	0
ERR1293370	0	0	0	0	0	0
ERR1293373	0	0	0	0	0	0
ERR1293385	0	0	0	0	0	0
ERR1293394	0	0	0	0	0	0
ERR1293398	0	0	0.131365	0	0	0
ERR1293399	0	0	0.0656827	0	0.0427764	0
ERR1293409	0	0	0	0	0	0
ERR1293410	0	0	0	0	0	0
ERR1293412	0	0	0	0	0.0718321	0
ERR1293414	0	0	0	0	0	0
ERR1293422	0	0	0	0	0	0
ERR1293423	0	0	0	0	0	0
ERR1293424	0	0	0.0656827	0	0	0
ERR1293443	0	0	0	0	0	0
ERR1293444	0	0	0	0	0	0
ERR1293446	0	0	0	0	0	0
ERR1293465	0	0	0	0	0.0726392	0
ERR1293467	0	0	0	0	0	0
ERR1293485	0	0	0	0	0	0
ERR1293489	0	0	0	0	0	0
ERR1293491	0	0	0	0	0	0
ERR1293492	0	0	0	0	0	0
ERR1293559	0	0	0	0	0	0
ERR1293576	0	0	0	0	0	0
ERR1293624	0	0	0	0	0	0
ERR1293687	0	0	0	0	0	0
ERR1293706	0	0	0	0	0	0
ERR1293766	0	0	0	0	0	0
ERR1293768	0	0	0	0	0	0
ERR1293776	0	0	0.237638	0	0.14205	0
ERR1293835	0	0	0	0	0	0
ERR1293836	0	0	0	0	0	0
ERR1293911	0	0	0	0	0	0
ERR1293930	0	0	0	0	0	0
ERR1297424	0	0	0	0	0	0
ERR1297428	0	0	0	0	0	0
ERR1297431	0	0	0	0	0	0
ERR1297434	0	0	0	0	0	0
ERR1297453	0	0	0	0	0	0
ERR1297455	0	0	0.0583026	0	0	0
ERR1297456	0	0	0	0	0	0
ERR1297460	0	0	0.0907749	0	0	0
ERR1297475	0	0	0	0	0	0
ERR1297479	0	0	0	0	0	0
ERR1297484	0	0	0	0	0	0
ERR1297492	0	0	0.0708487	0	0	0
ERR1297494	0	0	0.0339483	0	0	0
ERR1297497	0	0	0	0	0.071025	0
ERR1297506	0	0	0	0	0	0
ERR1297507	0	0	0	0	0	0
ERR1297510	0	0	0	0	0	0
ERR1297511	0	0	0	0	0	0
ERR1297513	0	0	0.0354244	0	0	0
ERR1297514	0	0	0	0	0.047619	0
ERR1297515	0	0	0	0	0	0
ERR1297516	0	0	0	0	0	0
ERR1297517	0	0	0	0	0	0
ERR1297519	0	0	0	0	0	0
ERR1297521	0	0	0	0	0	0
ERR1297527	0	0	0	0	0	0
ERR1297529	0	0	0	0	0	0
ERR1297531	0	0	0	0	0	0
ERR1297537	0	0	0	0	0	0
ERR1297538	0	0	0	0	0	0
ERR1297541	0	0	0	0	0	0
ERR1297549	0	0	0	0	0	0
ERR1297561	0	0	0	0	0	0
ERR1297564	0	0	0	0	0	0
ERR1297567	0	0	0	0	0	0
ERR1297574	0	0	0	0	0	0
ERR1297575	0	0	0	0	0	0
ERR1297576	0	0	0	0	0	0
ERR1297580	0	0	0	0	0	0
ERR1297585	0	0	0	0	0	0
ERR1297586	0	0	0	0	0	0
ERR1297595	0	0	0	0	0	0
ERR1297617	0	0	0	0	0	0
ERR1297620	0	0	0	0	0	0
ERR1297622	0	0	0	0	0.0645682	0
ERR1297632	0	0	0	0	0	0
ERR1297637	0	0	0	0	0	0
ERR1297640	0	0	0	0	0	0
ERR1297663	0	0	0	0	0.0597256	0
ERR1297676	0	0	0.0450185	0	0	0
ERR1297679	0	0	0.0678967	0	0.0274415	0
ERR1297697	0	0	0.24797	2	0.146893	0
ERR1297719	0	0	0	0	0.054883	0
ERR1297775	0	0	0	0	0	0
ERR1297779	0	0	0	0	0	0
ERR1297812	0	0	0.134317	0	0.0500404	0
ERR1297819	0	0	0.101107	0	0.1477	0
ERR1297822	0	0	0	0	0	0
ERR1297838	0	0	0.20369	0	0	0
ERR1301665	0	0	0	0	0	0
ERR1301741	0	0	0	0	0	0
ERR1301993	0	0	0	0	0	0
ERR1302122	0	0	0	0	0	0
ERR1302124	0	0	0	0	0	0
ERR1302140	0	0	0	0	0	0
ERR1302216	0	0	0	0	0	0
ERR1302253	0	0	1.14022	2	0.807103	0
ERR1302267	0	0	0.406642	0	1.66425	0
ERR1302349	0	0	0.402214	0	1.52704	2
ERR1303151	0	0	0	0	0	0
ERR1303236	0	0	0	0	0	0
ERR1305910	0	0	0	0	0	0
ERR1305917	0	0	0	0	0	0
ERR1305918	0	0	0.0738007	0	0	0
ERR1305924	0	0	0	0	0	0
ERR1305926	0	0	0	0	0	0
ERR1305928	0	0	0	0	0	0
ERR1305938	0	0	0	0	0.0774818	0
ERR1305940	0	0	0	0	0.0807103	0
ERR1305941	0	0	0	0	0	0
ERR1305942	0	0	0	0	0	0
ERR1332584	0	0	0	0	0	0
ERR1332610	0	0	0	0	0.0815174	0
ERR1332613	0	0	0.259779	0	0.602906	2
ERR1332636	0	0	0.145387	0	0.163035	0
ERR1333183	0	0	0.369004	2	0	0
ERR1346032	0	0	0	0	0	0
ERR1346034	0	0	0	0	0	0
ERR1346041	0	0	0	0	0	0
ERR1346053	0	0	0	0	0	0
ERR1346055	0	0	0	0	0	0
ERR1414223	0	0	0.0745387	0	0	0
ERR1414226	0	0	0	0	0	0
ERR1414230	0	0	0	0	0	0
ERR1414235	0	0	0	0	0	0
ERR1414254	0	0	0	0	0	0
ERR1414269	0	0	0	0	0	0
ERR1414270	0	0	0	0	0	0
ERR1414276	0	0	0	0	0	0
ERR1449741	0	0	0	0	0	0
ERR1512989	0	0	0	0	0	0
ERR1578628	0	0	0	0	0	0
ERR1578687	0	0	0	0	0	0
ERR1578693	0	0	0	0	0	0
ERR1578696	0	0	0	0	0	0
ERR1578704	0	0	0	0	0	0
ERR164447	0	0	0	0	0.225989	0
ERR164449	0	0	0	0	0.372074	0
ERR185010	0	0	0	0	0	0
ERR209110	0	0	0	0	0	0
ERR209127	0	0	0	0	0	0
ERR209145	0	0	0	0	0	0
ERR209149	0	0	0	0	0	0
ERR209150	0	0	0	0	0.0847458	0
ERR209204	0	0	0.202952	0	0.10573	0
ERR209231	0	0	0	0	0	0
ERR209233	0	0	0	0	0	0
ERR209252	0	0	0.0516605	0	0	0
ERR209282	0	0	0	0	0.112994	0
ERR209284	0	0	0	0	0	0
ERR209292	0	0	0	0	0	0
ERR209293	0	0	0.0509225	0	0	0
ERR209294	0	0	0.104797	0	0.114609	0
ERR209295	0	0	0	0	0	0
ERR209306	0	0	0	0	0	0
ERR209317	0	0	0	0	0	0
ERR209352	0	0	0.101107	0	0	0
ERR209372	0	0	0.0523985	0	0	0
ERR209373	0	0	0.102583	0	0	0
ERR209374	0	0	0.0509225	0	0.11138	0
ERR209376	0	0	0.0509225	0	0	0
ERR209383	0	0	0	0	0	0
ERR209406	0	0	0.0627306	0	0.227603	0
ERR209426	0	0	0	0	0	0
ERR209431	0	0	0	0	0	0
ERR209437	0	0	0	0	0	0
ERR209440	0	0	0	0	0	0
ERR209442	0	0	0	0	0	0
ERR209466	0	0	0.104797	0	0	0
ERR209467	0	0	0	0	0	0
ERR209496	0	0	0	0	0	0
ERR209497	0	0	0	0	0	0
ERR209499	0	0	0	0	0	0
ERR209524	0	0	0	0	0	0
ERR209526	0	0	0	0	0	0
ERR209545	0	0	0.0464945	0	0.0758676	0
ERR209557	0	0	0.102583	0	0.214689	0
ERR209562	0	0	0	0	0	0
ERR209585	0	0	0	0	0	0
ERR209591	0	0	0.102583	0	0.112994	0
ERR209593	0	0	0	0	0	0
ERR209597	0	0	0	0	0	0
ERR209599	0	0	0	0	0	0
ERR209602	0	0	0	0	0	0
ERR209613	0	0	0	0	0	0
ERR209614	0	0	0	0	0	0
ERR209626	0	0	0	0	0	0
ERR209627	0	0	0	0	0.112187	0
ERR209660	0	0	0	0	0	0
ERR209676	0	0	0.258303	0	0.326069	0
ERR209695	0	0	0	0	0	0
ERR209697	0	0	0	0	0	0
ERR209702	0	0	0.149077	0	0	0
ERR209735	0	0	0.383026	0	0.349475	0
ERR209743	0	0	0	0	0	0
ERR209753	0	0	0	0	0	0
ERR209754	0	0	0	0	0	0
ERR209782	0	0	0	0	0	0
ERR209784	0	0	0	0	0	0
ERR209785	0	0	0	0	0	0
ERR209786	0	0	0	0	0	0
ERR209789	0	0	0	0	0.0427764	0
ERR209791	0	0	0	0	0	0
ERR209811	0	0	0.0509225	0	0	0
ERR209834	0	0	0	0	0	0
ERR209853	0	0	0	0	0	0
ERR209860	0	0	0	0	0	0
ERR209905	0	0	0	0	0	0
ERR209912	0	0	0	0	0	0
ERR209960	0	0	0	0	0	0
ERR209961	0	0	0.0715867	0	0.0895884	0
ERR209976	0	0	0	0	0	0
ERR209979	0	0	0	0	0.0387409	0
ERR209980	0	0	0	0	0	0
ERR210023	0	0	0	0	0	0
ERR210028	0	0	0	0	0	0
ERR210037	0	0	0	0	0	0
ERR210042	0	0	0	0	0.0508475	0
ERR210056	0	0	0	0	0	0
ERR210057	0	0	0	0	0	0
ERR210075	0	0	0	0	0	0
ERR210076	0	0	0	0	0.0589185	0
ERR210078	0	0	0	0	0	0
ERR210090	0	0	0	0	0	0
ERR210095	0	0	0	0	0	0
ERR210107	0	0	0	0	0	0
ERR210109	0	0	0	0	0	0
ERR210112	0	0	0	0	0	0
ERR210115	0	0	0	0	0	0
ERR210116	0	0	0	0	0	0
ERR210117	0	0	0	0	0	0
ERR210118	0	0	0	0	0	0
ERR210119	0	0	0	0	0	0
ERR210128	0	0	0	0	0.0556901	0
ERR210137	0	0	0	0	0	0
ERR210139	0	0	0.095203	0	0.11138	0
ERR210140	0	0	0.0501845	0	0.108152	0
ERR210150	0	0	0	0	0	0
ERR210151	0	0	0	0	0.0556901	0
ERR210152	0	0	0	0	0.0524617	0
ERR210163	0	0	0	0	0	0
ERR210164	0	0	0	0	0	0
ERR210165	0	0	0.0516605	0	0	0
ERR210180	0	0	0	0	0	0
ERR210181	0	0	0	0	0	0
ERR210182	0	0	0	0	0	0
ERR210183	0	0	0	0	0	0
ERR210187	0	0	0	0	0.054883	0
ERR210188	0	0	0	0	0	0
ERR210189	0	0	0	0	0	0
ERR210195	0	0	0	0	0	0
ERR210199	0	0	0.0428044	0	0	0
ERR210216	0	0	0	0	0	0
ERR210217	0	0	0	0	0	0
ERR210218	0	0	0	0	0	0
ERR210219	0	0	0	0	0	0
ERR210226	0	0	0	0	0	0
ERR210237	0	0	0	0	0	0
ERR210247	0	0	0	0	0	0
ERR210249	0	0	0.0361624	0	0	0
ERR210253	0	0	0	0	0	0
ERR210257	0	0	0	0	0	0
ERR210258	0	0	0.0509225	0	0	0
ERR210261	0	0	0	0	0	0
ERR210272	0	0	0	0	0	0
ERR210273	0	0	0	0	0	0
ERR210274	0	0	0	0	0	0
ERR210276	0	0	0	0	0	0
ERR210277	0	0	0	0	0	0
ERR210279	0	0	0	0	0.0185634	0
ERR210282	0	0	0	0	0.0573043	0
ERR210296	0	0	0	0	0	0
ERR210306	0	0	0	0	0	0
ERR210312	0	0	0	0	0	0
ERR210338	0	0	0	0	0	0
ERR210339	0	0	0.0509225	0	0	0
ERR210340	0	0	0	0	0	0
ERR210346	0	0	0.0612546	0	0.140436	0
ERR210347	0	0	0.17417	0	0.0532688	0
ERR210351	0	0	0	0	0	0
ERR210363	0	0	0.0523985	0	0	0
ERR210372	0	0	0	0	0	0
ERR210374	0	0	0	0	0	0
ERR210398	0	0	0	0	0.0581114	0
ERR210422	0	0	0	0	0.168684	0
ERR210437	0	0	0	0	0	0
ERR210444	0	0	0	0	0.0556901	0
ERR210449	0	0	0	0	0	0
ERR210450	0	0	0	0	0	0
ERR210454	0	0	0	0	0	0
ERR210490	0	0	0	0	0	0
ERR210491	0	0	0	0	0	0
ERR210511	0	0	0	0	0	0
ERR210524	0	0	0	0	0	0
ERR210528	0	0	0	0	0	0
ERR210531	0	0	0	0	0	0
ERR210547	0	0	0	0	0	0
ERR210581	0	0	0	0	0	0
ERR210586	0	0	0	0	0	0
ERR210609	0	0	0	0	0	0
ERR210612	0	0	0	0	0	0
ERR210619	0	0	0	0	0	0
ERR210631	0	0	0	0	0	0
ERR210638	0	0	0	0	0	0
ERR210643	0	0	0	0	0	0
ERR210653	0	0	0	0	0	0
ERR210663	0	0	0	0	0	0
ERR210668	0	0	0	0	0	0
ERR210672	0	0	0	0	0	0
ERR210677	0	0	0	0	0	0
ERR210682	0	0	0.478967	0	0.344633	0
ERR210690	0	0	0	0	0	0
ERR210705	0	0	0	0	0	0
ERR210706	0	0	0	0	0.0637611	0
ERR210710	0	0	0	0	0	0
ERR210723	0	0	0	0	0	0
ERR210755	0	0	0	0	0	0
ERR210756	0	0	0	0	0	0
ERR225946	0	0	0.388192	2	1.45359	0
ERR225949	0	0	0.16679	0	0	0
ERR233455	0	0	0	0	0	0
ERR233473	0	0	0.221402	0	0	0
ERR247162	0	0	0.0745387	0	0	0
ERR247174	0	0	0	0	0.163035	0
ERR260135	0	0	0	0	0	0
ERR260147	0	0	0	0	0	0
ERR260169	0	0	0	0	0	0
ERR260184	0	0	0	0	0	0
ERR260188	0	0	0	0	0	0
ERR260200	0	0	0.149077	0	0	0
ERR260244	0	0	0	0	0	0
ERR260262	0	0	0	0	0	0
ERR260263	0	0	0	0	0	0
ERR260484	0	0	0	0	0	0
ERR260493	0	0	0	0	0	0
ERR260499	0	0	0	0	0	0
ERR262941	0	0	0	0	0	0
ERR262944	0	0	0	0	0	0
ERR309852	0	0	0	0	0	0
ERR309855	0	0	0	0	0	0
ERR309859	0	0	0	0	0	0
ERR309865	0	0	0	0	0	0
ERR309871	0	0	0	0	0	0
ERR309872	0	0	0	0	0	0
ERR309874	0	0	0	0	0	0
ERR309876	0	0	0	0	0	0
ERR309879	0	0	0	0	0	0
ERR309881	0	0	0	0	0	0
ERR309883	0	0	0	0	0	0
ERR309885	0	0	0	0	0	0
ERR309886	0	0	0	0	0	0
ERR309888	0	0	0	0	0	0
ERR309889	0	0	0	0	0	0
ERR309890	0	0	0	0	0	0
ERR309892	0	0	0	0	0	0
ERR309894	0	0	0	0	0	0
ERR309896	0	0	0	0	0	0
ERR309897	0	0	0	0	0	0
ERR309898	0	0	0	0	0	0
ERR309903	0	0	0	0	0	0
ERR309909	0	0	0	0	0	0
ERR309914	0	0	0	0	0	0
ERR309915	0	0	0	0	0	0
ERR309917	0	0	0	0	0	0
ERR309918	0	0	0	0	0	0
ERR309920	0	0	0	0	0	0
ERR318701	0	0	0	0	0	0
ERR321117	0	0	0	0	0	0
ERR321134	0	0	0	0	0.0411622	0
ERR321226	0	0	0	0	0	0
ERR321238	0	0	0	0	0	0
ERR321240	0	0	0	0	0	0
ERR321259	0	0	0.0538745	0	0	0
ERR321289	0	0	0	0	0.117837	0
ERR321291	0	0	0	0	0	0
ERR321299	0	0	0	0	0	0
ERR321301	0	0	0.109225	0	0.119451	0
ERR321302	0	0	0	0	0	0
ERR321313	0	0	0	0	0	0
ERR321361	0	0	0.107749	0	0	0
ERR321373	0	0	0	0	0	0
ERR321381	0	0	0.0583026	0	0	0
ERR321382	0	0	0.107749	0	0	0
ERR321383	0	0	0.0538745	0	0.117837	0
ERR321385	0	0	0.0538745	0	0	0
ERR321392	0	0	0	0	0	0
