#Sequence ID	name	date	latlon	primer	latitude	longitude	sample_number	location	type	country	locality	address	altitude	contact	university	sample_date	sex	note	yearmonth	method	sample	bin_id	sample_processing	Description	site	source
Escondido|20151209|USA|1	Edwards Primer A Site 1 20151209	20151209	33.105788,-117.114064	A	33.105788	-117.114064				USA	Escondido	Water Quality Testing, 1521 S. Hale Avenue Escondido, CA 92029, USA		Rob Edwards	San Diego State University											
Oslo|20060512|Norway|1	Cinek.Norway.amplicons.T11138_A	20060512	59.9138688,10.7522454	A	59.9138688	10.7522454				Norway	Oslo					20060512			200605	Sanger						
Zerdab|19990507|Azerbaijan|1	Cinek lab sample 365 A 19990507	19990507	40.143105,47.576927	A	40.143105	47.576927				Azerbaijan	Zerdab			Ondrej Cinek	Univerzita Karlova		m	Assembly of 4 reads: 365_A_intf.ab1 (reversed), 365_A_r.ab1, 365_A_intr.ab1, 365_A_f.ab1 (reversed)								
Carlsbad|20160718|USA|1	Carlsbad Primer A Site 3 20160301	20160718	33.116202,-117.321597	A	33.116202	-117.321597				USA	Carlsbad	Encina Wastewater Authority, 6200 Avenida Encinas, Carlsbad, CA 92011		Rob Edwards	San Diego State University				201607						3	
Sherbakulskiy_rayon|20160301|Russia|1	Tyakht OM_178_A primer A	20160301	54.3933,72.4255	A	54.3933	72.4255				Russia	Sherbakulskiy rayon	Omsk, Russia		Alexander Tyakht	Federal Research and Clinical Center of Physical-Chemical Medicine											
Prague|20151201|Czech_Republic|2	Cinek primer A sample 9 20151201	20151201	50.0835494,14.4341414	A	50.0835494	14.4341414	298	Usti n. Labem	pre-sewage treatment plant	Czech_Republic	Prague			Ondrej Cinek	Univerzita Karlova											
Rybienko_Stare|20160303|Poland|3	Decewicz Dziewit Primer A Wyszkow 20160303	20160303	52.577948,21.429024	A	52.577948	21.429024				Poland	Rybienko Stare	Municipal Wastewater Treatment Plant, Rybienko Stare, 07200 Wyszkow, Poland		Lukasz Dziewit	University of Warsaw											
Amman|20170421|Jordan|6	Cinek primer A sample 223 20170421	20170421	31.9454,35.9284	A	31.9454	35.9284	223			Jordan	Amman			Ondrej Cinek	Univerzita Karlova											
Baki|20170421|Azerbaijan|2	Cinek primer A sample 363 20170421	20170421	40.4093,49.8671	A	40.4093	49.8671	363			Azerbaijan	Baki			Ondrej Cinek	Univerzita Karlova											
Warszawa|20160126|Poland|8	Decewicz Dziewit Primer A Warsaw 20160126	20160126	52.351351,20.959269	A	52.351351	20.959269				Poland	Warszawa	Municipal Wastewater Treatment Plant Czajka, Czajki 4/6, Warsaw, 03054 Warsaw, Poland		Lukasz Dziewit	University of Warsaw											
St_Louis|20140724|crAssphage_A|1	crAssphage Primer A	20140724	38.6487895,-90.3107962	A	38.6487895	-90.3107962				crAssphage A	St. Louis															
Oslo|20030410|Norway|2	Cinek.Norway.metagenome.683.2		59.9138688,10.7522454	A	59.9138688	10.7522454				Norway	Oslo					20030410	F		200304	metagenome	683	110	filtering + pelleting + enzymes			
Khartoum|20160208|Sudan|1	Cinek primer A sample 292 20170421	20170421	15.5007,32.5599	A	15.5007	32.5599	292			Sudan	Khartoum			Ondrej Cinek	Univerzita Karlova	20160208										
Zerdab|20031114|Azerbaijan|1	Cinek lab sample 325 A 20031114	20031114	40.143105,47.576927	A	40.143105	47.576927				Azerbaijan	Zerdab			Ondrej Cinek	Univerzita Karlova		f	Assembly of 4 reads: 325_A_intf.ab1 (reversed), 325_A_r.ab1, 325_A_intr.ab1, 325_A_f.ab1 (reversed)								
Lodz|20160126|Poland|1	Decewicz Dziewit Primer A Lodz 20160126	20160126	51.727940,19.347618	A	51.727940	19.347618				Poland	Lodz	Group Wastewater Treatment Plant, Sanitariuszek 66, 91867 Lodz, Poland		Lukasz Dziewit	University of Warsaw											
Carlsbad|20161101|USA|1	Carlsbad Primer A Site 3 20161101	20161101	33.116202,-117.321597	A	33.116202	-117.321597				USA	Carlsbad	Encina Wastewater Authority, 6200 Avenida Encinas, Carlsbad, CA 92011		Rob Edwards	San Diego State University				201611						3	
Rybienko_Stare|20160303|Poland|5	Decewicz Dziewit Primer A Wyszkow 20160303	20160303	52.577948,21.429024	A	52.577948	21.429024				Poland	Rybienko Stare	Municipal Wastewater Treatment Plant, Rybienko Stare, 07200 Wyszkow, Poland		Lukasz Dziewit	University of Warsaw											
Escondido|20151002|USA|1	Edwards Primer A Site 1 20151002	20151002	33.105788,-117.114064	A	33.105788	-117.114064				USA	Escondido	Water Quality Testing, 1521 S. Hale Avenue Escondido, CA 92029, USA		Rob Edwards	San Diego State University											
Novosibirskiy_rayon|20160301|Russia|1	Tyakht Nov_282_A primer A	20160301	55.03,82.57	A	55.03	82.57				Russia	Novosibirskiy rayon	Novosibirsk, Russia		Alexander Tyakht	Federal Research and Clinical Center of Physical-Chemical Medicine											
Karlsruhe|20160208|Germany|1	GyuSung Cho Primer A 20160208	20160208	49.0151676,8.4008814	A	49.0151676	8.4008814				Germany	Karlsruhe	Max RubnerInstitut, Karlsruhe, HaidundNeuStraBe 9, 76131		Gyu-Sung Cho	Max Rubner-Institut											
Gatchinskiy_rayon|20160301|Russia|2	Tyakht Spb_74_14P_A primer A	20160301	59.57,30.18	A	59.57	30.18				Russia	Gatchinskiy rayon	Saint-Petersburg, Russia		Alexander Tyakht	Federal Research and Clinical Center of Physical-Chemical Medicine											
AlJafr|20050402|Jordan|1	Cinek lab sample 232 A 20050402	20050402	30.585164,36.238414	A	30.585164	36.238414				Jordan	Al-Jafr			Ondrej Cinek	Univerzita Karlova		m	Assembly of 4 reads: 232_A_intf.ab1 (reversed), 232_A_r.ab1, 232_A_intr.ab1, 232_A_f.ab1 (reversed)								
Oswiecim|20160303|Poland|2	Decewicz Dziewit Primer A Oswiecim 20160303	20160303	50.038062,19.321854	A	50.038062	19.321854				Poland	Oswiecim	Municipal and Industrial Wastewater Treatment Plant, Nadwislanska 46, 32642 Oswiecim, Poland		Lukasz Dziewit	University of Warsaw											
Oslo|20030410|Norway|1	Cinek.Norway.metagenome.683.1		59.9138688,10.7522454	A	59.9138688	10.7522454				Norway	Oslo					20030410	F		200304	metagenome	683	110	filtering + pelleting + enzymes			
Carlsbad|20151209|USA|1	Edwards Primer A Site 3 20151209	20151209	33.116202,-117.321597	A	33.116202	-117.321597				USA	Carlsbad	Encina Wastewater Authority, 6200 Avenida Encinas, Carlsbad, CA 92011		Rob Edwards	San Diego State University											
Lodz|20160303|Poland|3	Decewicz Dziewit Primer A Lodz 20160303	20160303	51.727940,19.347618	A	51.727940	19.347618				Poland	Lodz	Group Wastewater Treatment Plant, Sanitariuszek 66, 91867 Lodz, Poland		Lukasz Dziewit	University of Warsaw											
Victorville|20170403|USA|1	BibbyS2_20170403	20170403	34.6147109,-117.357345	A	34.6147109	-117.357345				USA	Victorville	Victor Valley Wastewater Reclamation Authority, 20111 Shay Rd. Victorville, CA 92394														
San_Marcos|20160101|USA|1	San_Marcos Primer A Site 4 20160101	20160101	33.144526,-117.178849	A	33.144526	-117.178849				USA	San Marcos	Vallecitos Water District, 201 Vallecitos De Oro, San Marcos, CA 92069		Rob Edwards	San Diego State University				201601						4	
Gava|20140501|Spain|1	Muniesa E13 Gava primer A Raw Sewage	20140501	41.3037013,1.9858569	A	41.3037013	1.9858569				Spain	Gava			Maite Muniesa	Universitat de Barcelona											Raw Sewage
New_York|20141214|United_States|1	DiazMunoz_NYC_A	20141214	40.7128,-74.0059	A	40.7128	-74.0059				United States	New York		10.453m	Sam Diaz Munoz	NYU/UC Davis									Pooled sewer samples from 14 locations around New York City. The coordinates are the center of the city		
Wamba|20091125|Nigeria|1	Cinek lab sample 189 A 20091125	20091125	9.081999,8.675277	A	9.081999	8.675277				Nigeria	Wamba			Ondrej Cinek	Univerzita Karlova			Assembly of 3 reads: 189_A_f.ab1, 189_A_intr.ab1 (reversed), 189_A_intf.ab1								
Rybienko_Stare|20160126|Poland|2	Decewicz Dziewit Primer A Wyszkow 20160126	20160126	52.577948,21.429024	A	52.577948	21.429024				Poland	Rybienko Stare	Municipal Wastewater Treatment Plant, Rybienko Stare, 07200 Wyszkow, Poland		Lukasz Dziewit	University of Warsaw											
Khartoum|20160305|Sudan|1	Cinek primer A sample 296 20170421	20170421	15.5007,32.5599	A	15.5007	32.5599	296			Sudan	Khartoum			Ondrej Cinek	Univerzita Karlova	20160305										
Kostelec_nad_Orlici|20151201|Czech_Republic|1	Cinek primer A sample 20 20151201	20151201	50.1226675,16.2131856	A	50.1226675	16.2131856	375	Zastavka u Brna	post-STP, refugee camp	Czech_Republic	Kostelec nad Orlici			Ondrej Cinek	Univerzita Karlova											
Carlsbad|20160815|USA|1	Carlsbad Primer A Site 3 20160301	20160815	33.116202,-117.321597	A	33.116202	-117.321597				USA	Carlsbad	Encina Wastewater Authority, 6200 Avenida Encinas, Carlsbad, CA 92011		Rob Edwards	San Diego State University				201608						3	
Novosibirskiy_rayon|20160301|Russia|2	Tyakht Nov_287_A primer A	20160301	55.03,82.57	A	55.03	82.57				Russia	Novosibirskiy rayon	Novosibirsk, Russia		Alexander Tyakht	Federal Research and Clinical Center of Physical-Chemical Medicine											
Lisboa|20160225|Portugal|1	Santos Primer A10	20160225	38.7348396,-9.1863262	A	38.7348396	-9.1863262				Portugal	Lisboa	Instituto Superior Tecnico, Laboratorio de Analises, Av. Rovisco Pais, 1049001 Lisboa		Ricardo Santos	Instituto Superior Tecnico											
Modfice|20151201|Czech_Republic|1	Cinek primer A sample 22 20151201	20151201	49.1278897,16.6144122	A	49.1278897	16.6144122	265	Praha	pre-sewage treatment plant	Czech_Republic	Modfice			Ondrej Cinek	Univerzita Karlova											
San_Marcos|20160901|USA|1	San_Marcos Primer A Site 4 20160901	20160901	33.144526,-117.178849	A	33.144526	-117.178849				USA	San Marcos	Vallecitos Water District, 201 Vallecitos De Oro, San Marcos, CA 92069		Rob Edwards	San Diego State University				201609						4	
Rybienko_Stare|20160126|Poland|3	Decewicz Dziewit Primer A Wyszkow 20160126	20160126	52.577948,21.429024	A	52.577948	21.429024				Poland	Rybienko Stare	Municipal Wastewater Treatment Plant, Rybienko Stare, 07200 Wyszkow, Poland		Lukasz Dziewit	University of Warsaw											
Zerdab|20030201|Azerbaijan|1	Cinek lab sample 348 A 20030201	20030201	40.143105,47.576927	A	40.143105	47.576927				Azerbaijan	Zerdab			Ondrej Cinek	Univerzita Karlova		m	Assembly of 3 reads: 348_A_f.ab1, 348_A_r.ab1 (reversed), 348_A_intf.ab1								
North_Fremantle|20170816|Australia|1	Barr Monash Sample5 PrimerA 20170816	20170816	-32.0397544,115.6806686	A	-32.0397544	115.6806686	5	WWTP, Western Australia, Australia	WWTP	Australia	North Fremantle															
Zerdab|20071016|Azerbaijan|1	Cinek lab sample 343 A 20071016	20071016	40.143105,47.576927	A	40.143105	47.576927				Azerbaijan	Zerdab			Ondrej Cinek	Univerzita Karlova		f	Assembly of 4 reads: 343_A_intf.ab1 (reversed), 343_A_r.ab1, 343_A_intr.ab1, 343_A_f.ab1 (reversed)								
Warszawa|20160126|Poland|6	Decewicz Dziewit Primer A Warsaw 20160126	20160126	52.351351,20.959269	A	52.351351	20.959269				Poland	Warszawa	Municipal Wastewater Treatment Plant Czajka, Czajki 4/6, Warsaw, 03054 Warsaw, Poland		Lukasz Dziewit	University of Warsaw											
Oslo|20060206|Norway|1	Cinek.Norway.amplicons.T9785_A	20060206	59.9138688,10.7522454	A	59.9138688	10.7522454				Norway	Oslo					20060206			200602	Sanger						
Oslo|20060129|Norway|2	Cinek.Norway.amplicons.T9681_A	20060129	59.9138688,10.7522454	A	59.9138688	10.7522454				Norway	Oslo					20060129			200601	Sanger						
North_Kurdufan|00000000|Sudan|2	Cinek lab sample 291 A unknown	unknown	12.862807,30.217636	A	12.862807	30.217636				Sudan	North Kurdufan			Ondrej Cinek	Univerzita Karlova			Assembly of 4 reads: 291_A_intf.ab1 (reversed), 291_A_r.ab1, 291_A_intr.ab1, 291_A_f.ab1 (reversed)								
Oswiecim|20160126|Poland|2	Decewicz Dziewit Primer A Oswiecim 20160126	20160126	50.038062,19.321854	A	50.038062	19.321854				Poland	Oswiecim	Municipal and Industrial Wastewater Treatment Plant, Nadwislanska 46, 32642 Oswiecim, Poland		Lukasz Dziewit	University of Warsaw											
Oswiecim|20160303|Poland|1	Decewicz Dziewit Primer A Oswiecim 20160303	20160303	50.038062,19.321854	A	50.038062	19.321854				Poland	Oswiecim	Municipal and Industrial Wastewater Treatment Plant, Nadwislanska 46, 32642 Oswiecim, Poland		Lukasz Dziewit	University of Warsaw											
Encinitas|20160101|USA|1	Cardiff Primer A Site 2 20160101	20160101	33.016467,-117.273686	A	33.016467	-117.273686				USA	Encinitas	San Elijo Joint Powers Authority, 2695 Manchester Avenue, Cardiff by the Sea, California 920077077		Rob Edwards	San Diego State University				201601						2	
Greymouth|20160317|New_Zealand|1	Fineran Primer A	20160317	-42.4921908,171.1071795	A	-42.4921908	171.1071795				New_Zealand	Greymouth	105 Tainui St, Greymouth 7805, New_Zealand		Peter Fineran	University of Otago											
Mascot|20170816|Australia|1	Barr Monash Sample6 PrimerA 20170816	20170816	-33.9399228,151.1730824	A	-33.9399228	151.1730824	6	New South Wales, Australia	Raw Sewage	Australia	Mascot															
Oswiecim|20160303|Poland|4	Decewicz Dziewit Primer A Oswiecim 20160303	20160303	50.038062,19.321854	A	50.038062	19.321854				Poland	Oswiecim	Municipal and Industrial Wastewater Treatment Plant, Nadwislanska 46, 32642 Oswiecim, Poland		Lukasz Dziewit	University of Warsaw											
Baki|20170421|Azerbaijan|1	Cinek primer A sample 335 20170421	20170421	40.4093,49.8671	A	40.4093	49.8671	335			Azerbaijan	Baki			Ondrej Cinek	Univerzita Karlova											
Carlsbad|20160725|USA|1	Carlsbad Primer A Site 3 20160301	20160725	33.116202,-117.321597	A	33.116202	-117.321597				USA	Carlsbad	Encina Wastewater Authority, 6200 Avenida Encinas, Carlsbad, CA 92011		Rob Edwards	San Diego State University				201607						3	
Cork|20151215|Ireland|1	Strain APC Microbiome Institute primer A 20151215	20151215	51.8925,-8.4964	A	51.8925	-8.4964				Ireland	Cork			Ronan Strain	University College Cork			coordinates are APC location								
Barcelona|20150501|Spain|1	Muniesa E32 Girona primer A Raw Sewage	20150501	41.3942867,2.1701905	A	41.3942867	2.1701905				Spain	Barcelona			Maite Muniesa	Universitat de Barcelona											Raw Sewage
Lisboa|20160225|Portugal|6	Santos Primer A9	20160225	38.7348396,-9.1863262	A	38.7348396	-9.1863262				Portugal	Lisboa	Instituto Superior Tecnico, Laboratorio de Analises, Av. Rovisco Pais, 1049001 Lisboa		Ricardo Santos	Instituto Superior Tecnico											
Dana_Point|20170403|USA|1	BibbyS5_20170403	20170403	33.4669069,-117.6872511	A	33.4669069	-117.6872511				USA	Dana Point	J. B. Latham Plant, 34156 Del Obispo, Dana Pt., CA 92629														
Encinitas|20160901|USA|1	Cardiff Primer A Site 2 20160901	20160901	33.016467,-117.273686	A	33.016467	-117.273686				USA	Encinitas	San Elijo Joint Powers Authority, 2695 Manchester Avenue, Cardiff by the Sea, California 920077077		Rob Edwards	San Diego State University				201609						2	
North_Kurdufan|00000000|Sudan|1	Cinek lab sample 285 A unknown	unknown	12.862807,30.217636	A	12.862807	30.217636				Sudan	North Kurdufan			Ondrej Cinek	Univerzita Karlova		f	Assembly of 4 reads: 285_A_intf.ab1 (reversed), 285_A_r.ab1, 285_A_intr.ab1, 285_A_f.ab1 (reversed)								
Zastavka|20151201|Czech_Republic|2	Cinek primer A sample 2 20151201	20151201	49.1879958,16.3630967	A	49.1879958	16.3630967	427	Plzen	pre-sewage treatment plant	Czech_Republic	Zastavka			Ondrej Cinek	Univerzita Karlova											
Honolulu|20161212|USA|1	Hawaii A Sand Island Waste Water Treatment Plant Dec 12 2016	20161212	21.307735,-157.8824584	A	21.307735	-157.8824584				USA	Honolulu	1350 Sand Island Parkway # 3A, Honolulu, HI 96819		Olivia Nigro	Hawai'i Pacific University											
Khartoum|20160203|Sudan|1	Cinek primer A sample 249 20170421	20170421	15.5007,32.5599	A	15.5007	32.5599	249			Sudan	Khartoum			Ondrej Cinek	Univerzita Karlova	20160203										
Kostelec_nad_Orlici|20151201|Czech_Republic|2	Cinek primer A sample 7 20151201	20151201	50.1226675,16.2131856	A	50.1226675	16.2131856	318	Plzen	pre-sewage treatment plant	Czech_Republic	Kostelec nad Orlici			Ondrej Cinek	Univerzita Karlova											
Oslo|20050926|Norway|2	Cinek.Norway.amplicons.T7667_A	20050926	59.9138688,10.7522454	A	59.9138688	10.7522454				Norway	Oslo					20050926			200509	Sanger						
Prague|20151201|Czech_Republic|1	Cinek primer A sample 23 20151201	20151201	50.0751514,14.3406075	A	50.0751514	14.3406075	326	Brno-Modrice	pre-sewage treatment plant	Czech_Republic	Prague			Ondrej Cinek	Univerzita Karlova											
Encinitas|20161101|USA|1	Cardiff Primer A Site 2 20161101	20161101	33.016467,-117.273686	A	33.016467	-117.273686				USA	Encinitas	San Elijo Joint Powers Authority, 2695 Manchester Avenue, Cardiff by the Sea, California 920077077		Rob Edwards	San Diego State University				201611						2	
Qalqilya|20151202|Israel|1	Qimron lab primer A 20151202	20151202	32.18,34.97	A	32.18	34.97				Israel	Qalqilya			Udi Qimron	Tel Aviv University			Collected in Qalqilyah								
Gatchinskiy_rayon|20160301|Russia|3	Tyakht Spb_105_45P_A primer A	20160301	59.57,30.18	A	59.57	30.18				Russia	Gatchinskiy rayon	Saint-Petersburg, Russia		Alexander Tyakht	Federal Research and Clinical Center of Physical-Chemical Medicine											
Zerdab|20031229|Azerbaijan|1	Cinek lab sample 326 A 20031229	20031229	40.143105,47.576927	A	40.143105	47.576927				Azerbaijan	Zerdab			Ondrej Cinek	Univerzita Karlova		f	Assembly of 4 reads: 326_A_intf.ab1 (reversed), 326_A_r.ab1, 326_A_intr.ab1, 326_A_f.ab1 (reversed)								
Ramallah|20151202|Israel|1	Qimron lab primer A 20151202	20151202	31.9,35.19	A	31.9	35.19				Israel	Ramallah			Udi Qimron	Tel Aviv University			Collected in Ramallah								
San_Marcos|20151002|USA|1	Edwards Primer A Site 4 20151002	20151002	33.144526,-117.178849	A	33.144526	-117.178849				USA	San Marcos	Vallecitos Water District, 201 Vallecitos De Oro, San Marcos, CA 92069		Rob Edwards	San Diego State University											
Usti_nad_Labem|20151201|Czech_Republic|1	Cinek primer A sample 3 20151201	20151201	50.6604875,14.0406928	A	50.6604875	14.0406928	430	Brno - Zastavka	post-STP, refugee camp	Czech_Republic	Usti nad Labem			Ondrej Cinek	Univerzita Karlova											
Baki|20170421|Azerbaijan|3	Cinek primer A sample 353 20170421	20170421	40.4093,49.8671	A	40.4093	49.8671	353			Azerbaijan	Baki			Ondrej Cinek	Univerzita Karlova											
Zerdab|20050412|Azerbaijan|1	Cinek lab sample 354 A 20050412	20050412	40.143105,47.576927	A	40.143105	47.576927				Azerbaijan	Zerdab			Ondrej Cinek	Univerzita Karlova		f	Assembly of 4 reads: 354_A_intf.ab1 (reversed), 354_A_r.ab1, 354_A_intr.ab1, 354_A_f.ab1 (reversed)								
Oslo|20070729|Norway|1	Cinek.Norway.metagenome.17467.4		59.9138688,10.7522454	A	59.9138688	10.7522454				Norway	Oslo					20070729	F		200707	metagenome	17467	183	filtering + pelleting + enzymes			
Southbank|20170824|Australia|1	Barr Monash Sample4 PrimerA 20170824	20170824	-37.8274851,144.9527136	A	-37.8274851	144.9527136	4	Melbourne, Victoria, Australia	WWTP	Australia	Southbank															
Ostrava|20151201|Czech_Republic|2	Cinek primer A sample 18 20151201	20151201	49.8346453,18.2820442	A	49.8346453	18.2820442	352	Usti n. Labem	pre-sewage treatment plant	Czech_Republic	Ostrava			Ondrej Cinek	Univerzita Karlova											
Escondido|20160901|USA|1	Escondido Primer A Site 1 20160901	20160901	33.105788,-117.114064	A	33.105788	-117.114064				USA	Escondido	Water Quality Testing, 1521 S. Hale Avenue Escondido, CA 92029, USA		Rob Edwards	San Diego State University				201609						1	
Amman|20170421|Jordan|5	Cinek primer A sample 217 20170421	20170421	31.9454,35.9284	A	31.9454	35.9284	217			Jordan	Amman			Ondrej Cinek	Univerzita Karlova											
