sampleid	Brouns_A.20151106	CazaresVinuesa_20160516	Cho_A.20160208	Cinek_bin08_primerA.20151120	Cinek_bin11_primerA.20151120	Cinek_bin12_primerA.20151120	Cinek_bin13_primerA.20151120	Cinek_bin14_primerA.20151120	Cinek_bin15_primerA.20151120	Cinek_bin16_primerA.20151120	Cinek_bin55_primerA.20151120	Cinek_bin56_primerA.20151120	Cinek_bin71_primerA.20151120	Cinek_bin79_primerA.20151120	Decewicz_Dziewit_Lodz_Aseq1.20160126	Decewicz_Dziewit_Lodz_Aseq1.20160303	Decewicz_Dziewit_Lodz_Aseq2.20160126	Decewicz_Dziewit_Lodz_Aseq2.20160303	Decewicz_Dziewit_Lodz_Aseq3.20160303	Decewicz_Dziewit_Lodz_Aseq4.20160303	Decewicz_Dziewit_Lodz_Aseq5.20160303	Decewicz_Dziewit_Oswiecim_Aseq1.20160126	Decewicz_Dziewit_Oswiecim_Aseq1.20160303	Decewicz_Dziewit_Oswiecim_Aseq2.20160126	Decewicz_Dziewit_Oswiecim_Aseq2.20160303	Decewicz_Dziewit_Oswiecim_Aseq3.20160303	Decewicz_Dziewit_Oswiecim_Aseq4.20160303	Decewicz_Dziewit_Oswiecim_Aseq5.20160303	Decewicz_Dziewit_Warsaw_Aseq1.20160126	Decewicz_Dziewit_Warsaw_Aseq1.20160303	Decewicz_Dziewit_Warsaw_Aseq2.20160126	Decewicz_Dziewit_Warsaw_Aseq2.20160303	Decewicz_Dziewit_Warsaw_Aseq3.20160126	Decewicz_Dziewit_Warsaw_Aseq3.20160303	Decewicz_Dziewit_Warsaw_Aseq4.20160126	Decewicz_Dziewit_Warsaw_Aseq4.20160303	Decewicz_Dziewit_Warsaw_Aseq5.20160303	Decewicz_Dziewit_Wyszkow_Aseq1.20160126	Decewicz_Dziewit_Wyszkow_Aseq1.20160303	Decewicz_Dziewit_Wyszkow_Aseq2.20160126	Decewicz_Dziewit_Wyszkow_Aseq2.20160303	Decewicz_Dziewit_Wyszkow_Aseq3.20160126	Decewicz_Dziewit_Wyszkow_Aseq3.20160303	Decewicz_Dziewit_Wyszkow_Aseq4.20160303	Decewicz_Dziewit_Wyszkow_Aseq5.20160303	DiazMunoz_Davis1_A	DiazMunoz_Davis3_A	DiazMunoz_NYC_A	Edwards_A.20151002.S1	Edwards_A.20151002.S2	Edwards_A.20151002.S3	Edwards_A.20151002.S4	Edwards_A.20151209.S1	Edwards_A.20151209.S2	Edwards_A.20151209.S3	Edwards_A.20151209.S4	Fineran_Dunedin_	Fineran_Greymouth_A	Lavigne.PrimerA.20160126	Mazankova_primerA_10.20151201	Mazankova_primerA_11.20151201	Mazankova_primerA_12.20151201	Mazankova_primerA_13.20151201	Mazankova_primerA_14.20151201	Mazankova_primerA_16.20151201	Mazankova_primerA_18.20151201	Mazankova_primerA_19.20151201	Mazankova_primerA_2.20151201	Mazankova_primerA_20.20151201	Mazankova_primerA_22.20151201	Mazankova_primerA_23.20151201	Mazankova_primerA_3.20151201	Mazankova_primerA_4.20151201	Mazankova_primerA_5.20151201	Mazankova_primerA_6.20151201	Mazankova_primerA_7.20151201	Mazankova_primerA_9.20151201	Muniesa_1.1_Gav_primerA.201510	Muniesa_E13_Gav_primerA.201405	Muniesa_E14_ElPratdeLlobregat_primerA.201401	Muniesa_E1_Gav_primerA.201510	Muniesa_E23_Gav_primerA.201406	Muniesa_E2_Gav_primerA.201510	Muniesa_E32_Girona_primerA.201505	Muniesa_E4_Gav_primerA.201311	Muniesa_E7_Gav_primerA.201401	Muniesa_E8_ElPratdeLlobregat_primerA.201401	Nigro_A.20161212.SandIsland	Nigro_A.20161212.Waianae	Qimron_Jericho_A_20151202	Qimron_Qalqilyah_A_20151202	Qimron_Ramallah_A_20151202	Qimron_Salfit_A_20151202	Santos_A1.20160225	Santos_A10.20160225	Santos_A2.20160225	Santos_A9.20160225	Strain_primerA.20151215	Tyakht_Nov_282_A	Tyakht_Nov_287_A	Tyakht_OM_178_A	Tyakht_Spb_105_45P_A	Tyakht_Spb_73_13P_A	Tyakht_Spb_74_14P_A	Wagemans_A.20160412	Zambrano_A.20160412.1	Zambrano_A.20160412.s2	crAssphage_A
Cinek_bin55_primerA.20151120	1493.16491228	9771.59880014	1689.16336247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	6694.00018758	6694.00018758	4050.05660078	6985.77169257	7002.12703543	6995.14205066	6985.36423421	6985.77169257	7002.12703543	6995.14205066	6985.36423421	7705.8233265	8084.54223454	1655.96685731	1361.40732078	1342.51157215	1448.08808565	1458.69038659	1510.89911249	1336.87757151	1342.51157215	1446.73479892	1446.59074978	1350.11335791	1448.08808565	1399.3103834	1346.84991595	1510.89911249	1342.51157215	1458.69038659	1350.11335791	1396.04047046	2681.37236236	2681.37236236	2675.97903901	2681.37236236	2681.37236236	2681.37236236	2665.61708392	2681.37236236	2681.37236236	2675.97903901	10808.8704312	10792.9061833	3404.24142186	3359.74690402	3394.18202738	3374.33377799	2724.52200144	2724.52200144	2724.52200144	2724.52200144	1413.64364189	3387.66319008	3387.66319008	2900.70842222	409.106077587	409.106077587	409.106077587	1662.63770093	7558.53569848	7558.53569848	7132.25045765
Cinek_bin56_primerA.20151120	1493.16491228	9771.59880014	1689.16336247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	6694.00018758	6694.00018758	4050.05660078	6985.77169257	7002.12703543	6995.14205066	6985.36423421	6985.77169257	7002.12703543	6995.14205066	6985.36423421	7705.8233265	8084.54223454	1655.96685731	1361.40732078	1342.51157215	1448.08808565	1458.69038659	1510.89911249	1336.87757151	1342.51157215	1446.73479892	1446.59074978	1350.11335791	1448.08808565	1399.3103834	1346.84991595	1510.89911249	1342.51157215	1458.69038659	1350.11335791	1396.04047046	2681.37236236	2681.37236236	2675.97903901	2681.37236236	2681.37236236	2681.37236236	2665.61708392	2681.37236236	2681.37236236	2675.97903901	10808.8704312	10792.9061833	3404.24142186	3359.74690402	3394.18202738	3374.33377799	2724.52200144	2724.52200144	2724.52200144	2724.52200144	1413.64364189	3387.66319008	3387.66319008	2900.70842222	409.106077587	409.106077587	409.106077587	1662.63770093	7558.53569848	7558.53569848	7132.25045765
Cinek_bin71_primerA.20151120	1493.16491228	9771.59880014	1689.16336247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	6694.00018758	6694.00018758	4050.05660078	6985.77169257	7002.12703543	6995.14205066	6985.36423421	6985.77169257	7002.12703543	6995.14205066	6985.36423421	7705.8233265	8084.54223454	1655.96685731	1361.40732078	1342.51157215	1448.08808565	1458.69038659	1510.89911249	1336.87757151	1342.51157215	1446.73479892	1446.59074978	1350.11335791	1448.08808565	1399.3103834	1346.84991595	1510.89911249	1342.51157215	1458.69038659	1350.11335791	1396.04047046	2681.37236236	2681.37236236	2675.97903901	2681.37236236	2681.37236236	2681.37236236	2665.61708392	2681.37236236	2681.37236236	2675.97903901	10808.8704312	10792.9061833	3404.24142186	3359.74690402	3394.18202738	3374.33377799	2724.52200144	2724.52200144	2724.52200144	2724.52200144	1413.64364189	3387.66319008	3387.66319008	2900.70842222	409.106077587	409.106077587	409.106077587	1662.63770093	7558.53569848	7558.53569848	7132.25045765
Cinek_bin79_primerA.20151120	1493.16491228	9771.59880014	1689.16336247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	6694.00018758	6694.00018758	4050.05660078	6985.77169257	7002.12703543	6995.14205066	6985.36423421	6985.77169257	7002.12703543	6995.14205066	6985.36423421	7705.8233265	8084.54223454	1655.96685731	1361.40732078	1342.51157215	1448.08808565	1458.69038659	1510.89911249	1336.87757151	1342.51157215	1446.73479892	1446.59074978	1350.11335791	1448.08808565	1399.3103834	1346.84991595	1510.89911249	1342.51157215	1458.69038659	1350.11335791	1396.04047046	2681.37236236	2681.37236236	2675.97903901	2681.37236236	2681.37236236	2681.37236236	2665.61708392	2681.37236236	2681.37236236	2675.97903901	10808.8704312	10792.9061833	3404.24142186	3359.74690402	3394.18202738	3374.33377799	2724.52200144	2724.52200144	2724.52200144	2724.52200144	1413.64364189	3387.66319008	3387.66319008	2900.70842222	409.106077587	409.106077587	409.106077587	1662.63770093	7558.53569848	7558.53569848	7132.25045765
Decewicz_Dziewit_Lodz_Aseq1.20160126	918.618159558	10182.425406	832.138237328	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	0	0.0	0.0	0.0	0.0	0.0	0.0	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	7482.32827971	7482.32827971	4271.55062476	7672.69428708	7689.96047258	7684.52568144	7673.41472924	7672.69428708	7689.96047258	7684.52568144	7673.41472924	8815.87838644	9193.00166023	1024.02553389	241.020834053	223.521043281	348.00610742	474.22290505	461.803339847	341.497951798	223.521043281	352.991510751	352.757015257	283.110613573	348.00610742	396.313893121	388.405745358	461.803339847	223.521043281	474.22290505	283.110613573	390.051831165	1755.61323684	1755.61323684	1748.58040486	1755.61323684	1755.61323684	1755.61323684	1737.76281878	1755.61323684	1755.61323684	1748.58040486	11893.13232	11878.622064	2570.12257422	2517.3618233	2554.41933505	2535.9787318	1646.31626705	1646.31626705	1646.31626705	1646.31626705	745.770306838	4066.12407984	4066.12407984	3475.69051042	1103.07932798	1103.07932798	1103.07932798	1025.57317396	7246.29754727	7246.29754727	6032.90871416
Decewicz_Dziewit_Lodz_Aseq1.20160303	918.618159558	10182.425406	832.138237328	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	0.0	0	0.0	0.0	0.0	0.0	0.0	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	7482.32827971	7482.32827971	4271.55062476	7672.69428708	7689.96047258	7684.52568144	7673.41472924	7672.69428708	7689.96047258	7684.52568144	7673.41472924	8815.87838644	9193.00166023	1024.02553389	241.020834053	223.521043281	348.00610742	474.22290505	461.803339847	341.497951798	223.521043281	352.991510751	352.757015257	283.110613573	348.00610742	396.313893121	388.405745358	461.803339847	223.521043281	474.22290505	283.110613573	390.051831165	1755.61323684	1755.61323684	1748.58040486	1755.61323684	1755.61323684	1755.61323684	1737.76281878	1755.61323684	1755.61323684	1748.58040486	11893.13232	11878.622064	2570.12257422	2517.3618233	2554.41933505	2535.9787318	1646.31626705	1646.31626705	1646.31626705	1646.31626705	745.770306838	4066.12407984	4066.12407984	3475.69051042	1103.07932798	1103.07932798	1103.07932798	1025.57317396	7246.29754727	7246.29754727	6032.90871416
Decewicz_Dziewit_Lodz_Aseq2.20160126	918.618159558	10182.425406	832.138237328	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	0.0	0.0	0	0.0	0.0	0.0	0.0	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	7482.32827971	7482.32827971	4271.55062476	7672.69428708	7689.96047258	7684.52568144	7673.41472924	7672.69428708	7689.96047258	7684.52568144	7673.41472924	8815.87838644	9193.00166023	1024.02553389	241.020834053	223.521043281	348.00610742	474.22290505	461.803339847	341.497951798	223.521043281	352.991510751	352.757015257	283.110613573	348.00610742	396.313893121	388.405745358	461.803339847	223.521043281	474.22290505	283.110613573	390.051831165	1755.61323684	1755.61323684	1748.58040486	1755.61323684	1755.61323684	1755.61323684	1737.76281878	1755.61323684	1755.61323684	1748.58040486	11893.13232	11878.622064	2570.12257422	2517.3618233	2554.41933505	2535.9787318	1646.31626705	1646.31626705	1646.31626705	1646.31626705	745.770306838	4066.12407984	4066.12407984	3475.69051042	1103.07932798	1103.07932798	1103.07932798	1025.57317396	7246.29754727	7246.29754727	6032.90871416
Decewicz_Dziewit_Lodz_Aseq2.20160303	918.618159558	10182.425406	832.138237328	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	0.0	0.0	0.0	0	0.0	0.0	0.0	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	7482.32827971	7482.32827971	4271.55062476	7672.69428708	7689.96047258	7684.52568144	7673.41472924	7672.69428708	7689.96047258	7684.52568144	7673.41472924	8815.87838644	9193.00166023	1024.02553389	241.020834053	223.521043281	348.00610742	474.22290505	461.803339847	341.497951798	223.521043281	352.991510751	352.757015257	283.110613573	348.00610742	396.313893121	388.405745358	461.803339847	223.521043281	474.22290505	283.110613573	390.051831165	1755.61323684	1755.61323684	1748.58040486	1755.61323684	1755.61323684	1755.61323684	1737.76281878	1755.61323684	1755.61323684	1748.58040486	11893.13232	11878.622064	2570.12257422	2517.3618233	2554.41933505	2535.9787318	1646.31626705	1646.31626705	1646.31626705	1646.31626705	745.770306838	4066.12407984	4066.12407984	3475.69051042	1103.07932798	1103.07932798	1103.07932798	1025.57317396	7246.29754727	7246.29754727	6032.90871416
Decewicz_Dziewit_Lodz_Aseq3.20160303	918.618159558	10182.425406	832.138237328	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	0.0	0.0	0.0	0.0	0	0.0	0.0	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	7482.32827971	7482.32827971	4271.55062476	7672.69428708	7689.96047258	7684.52568144	7673.41472924	7672.69428708	7689.96047258	7684.52568144	7673.41472924	8815.87838644	9193.00166023	1024.02553389	241.020834053	223.521043281	348.00610742	474.22290505	461.803339847	341.497951798	223.521043281	352.991510751	352.757015257	283.110613573	348.00610742	396.313893121	388.405745358	461.803339847	223.521043281	474.22290505	283.110613573	390.051831165	1755.61323684	1755.61323684	1748.58040486	1755.61323684	1755.61323684	1755.61323684	1737.76281878	1755.61323684	1755.61323684	1748.58040486	11893.13232	11878.622064	2570.12257422	2517.3618233	2554.41933505	2535.9787318	1646.31626705	1646.31626705	1646.31626705	1646.31626705	745.770306838	4066.12407984	4066.12407984	3475.69051042	1103.07932798	1103.07932798	1103.07932798	1025.57317396	7246.29754727	7246.29754727	6032.90871416
Decewicz_Dziewit_Lodz_Aseq4.20160303	918.618159558	10182.425406	832.138237328	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	0.0	0.0	0.0	0.0	0.0	0	0.0	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	7482.32827971	7482.32827971	4271.55062476	7672.69428708	7689.96047258	7684.52568144	7673.41472924	7672.69428708	7689.96047258	7684.52568144	7673.41472924	8815.87838644	9193.00166023	1024.02553389	241.020834053	223.521043281	348.00610742	474.22290505	461.803339847	341.497951798	223.521043281	352.991510751	352.757015257	283.110613573	348.00610742	396.313893121	388.405745358	461.803339847	223.521043281	474.22290505	283.110613573	390.051831165	1755.61323684	1755.61323684	1748.58040486	1755.61323684	1755.61323684	1755.61323684	1737.76281878	1755.61323684	1755.61323684	1748.58040486	11893.13232	11878.622064	2570.12257422	2517.3618233	2554.41933505	2535.9787318	1646.31626705	1646.31626705	1646.31626705	1646.31626705	745.770306838	4066.12407984	4066.12407984	3475.69051042	1103.07932798	1103.07932798	1103.07932798	1025.57317396	7246.29754727	7246.29754727	6032.90871416
Decewicz_Dziewit_Lodz_Aseq5.20160303	918.618159558	10182.425406	832.138237328	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	0.0	0.0	0.0	0.0	0.0	0.0	0	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	7482.32827971	7482.32827971	4271.55062476	7672.69428708	7689.96047258	7684.52568144	7673.41472924	7672.69428708	7689.96047258	7684.52568144	7673.41472924	8815.87838644	9193.00166023	1024.02553389	241.020834053	223.521043281	348.00610742	474.22290505	461.803339847	341.497951798	223.521043281	352.991510751	352.757015257	283.110613573	348.00610742	396.313893121	388.405745358	461.803339847	223.521043281	474.22290505	283.110613573	390.051831165	1755.61323684	1755.61323684	1748.58040486	1755.61323684	1755.61323684	1755.61323684	1737.76281878	1755.61323684	1755.61323684	1748.58040486	11893.13232	11878.622064	2570.12257422	2517.3618233	2554.41933505	2535.9787318	1646.31626705	1646.31626705	1646.31626705	1646.31626705	745.770306838	4066.12407984	4066.12407984	3475.69051042	1103.07932798	1103.07932798	1103.07932798	1025.57317396	7246.29754727	7246.29754727	6032.90871416
Decewicz_Dziewit_Oswiecim_Aseq1.20160126	962.345094959	10285.2410032	795.909057566	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	0	0.0	0.0	0.0	0.0	0.0	0.0	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	7590.03904491	7590.03904491	4294.91389383	7761.16787985	7778.55771818	7773.42066852	7762.09315765	7761.16787985	7778.55771818	7773.42066852	7762.09315765	8993.20203629	9369.63741517	1042.42249609	76.4984995303	77.8036055294	219.915620761	426.997773033	369.494509379	324.882652297	77.8036055294	233.557349213	233.241550455	222.072578264	219.915620761	355.683490017	381.090727561	369.494509379	77.8036055294	426.997773033	222.072578264	348.989787806	1654.61925185	1654.61925185	1647.19061219	1654.61925185	1654.61925185	1654.61925185	1636.42840663	1654.61925185	1654.61925185	1647.19061219	12080.7991216	12066.3438138	2423.45277643	2369.55288782	2406.81849348	2388.77971988	1490.22866892	1490.22866892	1490.22866892	1490.22866892	785.056944751	4166.56998026	4166.56998026	3563.87487731	1264.84972224	1264.84972224	1264.84972224	1042.44443015	7165.76738242	7165.76738242	5860.90108387
Decewicz_Dziewit_Oswiecim_Aseq1.20160303	962.345094959	10285.2410032	795.909057566	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	0.0	0	0.0	0.0	0.0	0.0	0.0	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	7590.03904491	7590.03904491	4294.91389383	7761.16787985	7778.55771818	7773.42066852	7762.09315765	7761.16787985	7778.55771818	7773.42066852	7762.09315765	8993.20203629	9369.63741517	1042.42249609	76.4984995303	77.8036055294	219.915620761	426.997773033	369.494509379	324.882652297	77.8036055294	233.557349213	233.241550455	222.072578264	219.915620761	355.683490017	381.090727561	369.494509379	77.8036055294	426.997773033	222.072578264	348.989787806	1654.61925185	1654.61925185	1647.19061219	1654.61925185	1654.61925185	1654.61925185	1636.42840663	1654.61925185	1654.61925185	1647.19061219	12080.7991216	12066.3438138	2423.45277643	2369.55288782	2406.81849348	2388.77971988	1490.22866892	1490.22866892	1490.22866892	1490.22866892	785.056944751	4166.56998026	4166.56998026	3563.87487731	1264.84972224	1264.84972224	1264.84972224	1042.44443015	7165.76738242	7165.76738242	5860.90108387
Decewicz_Dziewit_Oswiecim_Aseq2.20160126	962.345094959	10285.2410032	795.909057566	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	0.0	0.0	0	0.0	0.0	0.0	0.0	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	7590.03904491	7590.03904491	4294.91389383	7761.16787985	7778.55771818	7773.42066852	7762.09315765	7761.16787985	7778.55771818	7773.42066852	7762.09315765	8993.20203629	9369.63741517	1042.42249609	76.4984995303	77.8036055294	219.915620761	426.997773033	369.494509379	324.882652297	77.8036055294	233.557349213	233.241550455	222.072578264	219.915620761	355.683490017	381.090727561	369.494509379	77.8036055294	426.997773033	222.072578264	348.989787806	1654.61925185	1654.61925185	1647.19061219	1654.61925185	1654.61925185	1654.61925185	1636.42840663	1654.61925185	1654.61925185	1647.19061219	12080.7991216	12066.3438138	2423.45277643	2369.55288782	2406.81849348	2388.77971988	1490.22866892	1490.22866892	1490.22866892	1490.22866892	785.056944751	4166.56998026	4166.56998026	3563.87487731	1264.84972224	1264.84972224	1264.84972224	1042.44443015	7165.76738242	7165.76738242	5860.90108387
Decewicz_Dziewit_Oswiecim_Aseq2.20160303	962.345094959	10285.2410032	795.909057566	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	0.0	0.0	0.0	0	0.0	0.0	0.0	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	7590.03904491	7590.03904491	4294.91389383	7761.16787985	7778.55771818	7773.42066852	7762.09315765	7761.16787985	7778.55771818	7773.42066852	7762.09315765	8993.20203629	9369.63741517	1042.42249609	76.4984995303	77.8036055294	219.915620761	426.997773033	369.494509379	324.882652297	77.8036055294	233.557349213	233.241550455	222.072578264	219.915620761	355.683490017	381.090727561	369.494509379	77.8036055294	426.997773033	222.072578264	348.989787806	1654.61925185	1654.61925185	1647.19061219	1654.61925185	1654.61925185	1654.61925185	1636.42840663	1654.61925185	1654.61925185	1647.19061219	12080.7991216	12066.3438138	2423.45277643	2369.55288782	2406.81849348	2388.77971988	1490.22866892	1490.22866892	1490.22866892	1490.22866892	785.056944751	4166.56998026	4166.56998026	3563.87487731	1264.84972224	1264.84972224	1264.84972224	1042.44443015	7165.76738242	7165.76738242	5860.90108387
Decewicz_Dziewit_Oswiecim_Aseq3.20160303	962.345094959	10285.2410032	795.909057566	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	0.0	0.0	0.0	0.0	0	0.0	0.0	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	7590.03904491	7590.03904491	4294.91389383	7761.16787985	7778.55771818	7773.42066852	7762.09315765	7761.16787985	7778.55771818	7773.42066852	7762.09315765	8993.20203629	9369.63741517	1042.42249609	76.4984995303	77.8036055294	219.915620761	426.997773033	369.494509379	324.882652297	77.8036055294	233.557349213	233.241550455	222.072578264	219.915620761	355.683490017	381.090727561	369.494509379	77.8036055294	426.997773033	222.072578264	348.989787806	1654.61925185	1654.61925185	1647.19061219	1654.61925185	1654.61925185	1654.61925185	1636.42840663	1654.61925185	1654.61925185	1647.19061219	12080.7991216	12066.3438138	2423.45277643	2369.55288782	2406.81849348	2388.77971988	1490.22866892	1490.22866892	1490.22866892	1490.22866892	785.056944751	4166.56998026	4166.56998026	3563.87487731	1264.84972224	1264.84972224	1264.84972224	1042.44443015	7165.76738242	7165.76738242	5860.90108387
