sampleid	Brouns_A.20151106	CazaresVinuesa_20160516	Cho_A.20160208	Cinek_bin08_primerA.20151120	Cinek_bin11_primerA.20151120	Cinek_bin12_primerA.20151120	Cinek_bin13_primerA.20151120	Cinek_bin14_primerA.20151120	Cinek_bin15_primerA.20151120	Cinek_bin16_primerA.20151120	Cinek_bin55_primerA.20151120	Cinek_bin56_primerA.20151120	Cinek_bin71_primerA.20151120	Cinek_bin79_primerA.20151120	Decewicz_Dziewit_Lodz_Aseq1.20160126	Decewicz_Dziewit_Lodz_Aseq1.20160303	Decewicz_Dziewit_Lodz_Aseq2.20160126	Decewicz_Dziewit_Lodz_Aseq2.20160303	Decewicz_Dziewit_Lodz_Aseq3.20160303	Decewicz_Dziewit_Lodz_Aseq4.20160303	Decewicz_Dziewit_Lodz_Aseq5.20160303	Decewicz_Dziewit_Oswiecim_Aseq1.20160126	Decewicz_Dziewit_Oswiecim_Aseq1.20160303	Decewicz_Dziewit_Oswiecim_Aseq2.20160126	Decewicz_Dziewit_Oswiecim_Aseq2.20160303	Decewicz_Dziewit_Oswiecim_Aseq3.20160303	Decewicz_Dziewit_Oswiecim_Aseq4.20160303	Decewicz_Dziewit_Oswiecim_Aseq5.20160303	Decewicz_Dziewit_Warsaw_Aseq1.20160126	Decewicz_Dziewit_Warsaw_Aseq1.20160303	Decewicz_Dziewit_Warsaw_Aseq2.20160126	Decewicz_Dziewit_Warsaw_Aseq2.20160303	Decewicz_Dziewit_Warsaw_Aseq3.20160126	Decewicz_Dziewit_Warsaw_Aseq3.20160303	Decewicz_Dziewit_Warsaw_Aseq4.20160126	Decewicz_Dziewit_Warsaw_Aseq4.20160303	Decewicz_Dziewit_Warsaw_Aseq5.20160303	Decewicz_Dziewit_Wyszkow_Aseq1.20160126	Decewicz_Dziewit_Wyszkow_Aseq1.20160303	Decewicz_Dziewit_Wyszkow_Aseq2.20160126	Decewicz_Dziewit_Wyszkow_Aseq2.20160303	Decewicz_Dziewit_Wyszkow_Aseq3.20160126	Decewicz_Dziewit_Wyszkow_Aseq3.20160303	Decewicz_Dziewit_Wyszkow_Aseq4.20160303	Decewicz_Dziewit_Wyszkow_Aseq5.20160303	DiazMunoz_Davis1_A	DiazMunoz_Davis3_A	DiazMunoz_NYC_A	Edwards_A.20151002.S1	Edwards_A.20151002.S2	Edwards_A.20151002.S3	Edwards_A.20151002.S4	Edwards_A.20151209.S1	Edwards_A.20151209.S2	Edwards_A.20151209.S3	Edwards_A.20151209.S4	Fineran_Dunedin_	Fineran_Greymouth_A	Lavigne.PrimerA.20160126	Mazankova_primerA_10.20151201	Mazankova_primerA_11.20151201	Mazankova_primerA_12.20151201	Mazankova_primerA_13.20151201	Mazankova_primerA_14.20151201	Mazankova_primerA_16.20151201	Mazankova_primerA_18.20151201	Mazankova_primerA_19.20151201	Mazankova_primerA_2.20151201	Mazankova_primerA_20.20151201	Mazankova_primerA_22.20151201	Mazankova_primerA_23.20151201	Mazankova_primerA_3.20151201	Mazankova_primerA_4.20151201	Mazankova_primerA_5.20151201	Mazankova_primerA_6.20151201	Mazankova_primerA_7.20151201	Mazankova_primerA_9.20151201	Muniesa_1.1_Gav_primerA.201510	Muniesa_E13_Gav_primerA.201405	Muniesa_E14_ElPratdeLlobregat_primerA.201401	Muniesa_E1_Gav_primerA.201510	Muniesa_E23_Gav_primerA.201406	Muniesa_E2_Gav_primerA.201510	Muniesa_E32_Girona_primerA.201505	Muniesa_E4_Gav_primerA.201311	Muniesa_E7_Gav_primerA.201401	Muniesa_E8_ElPratdeLlobregat_primerA.201401	Nigro_A.20161212.SandIsland	Nigro_A.20161212.Waianae	Qimron_Jericho_A_20151202	Qimron_Qalqilyah_A_20151202	Qimron_Ramallah_A_20151202	Qimron_Salfit_A_20151202	Santos_A1.20160225	Santos_A10.20160225	Santos_A2.20160225	Santos_A9.20160225	Strain_primerA.20151215	Tyakht_Nov_282_A	Tyakht_Nov_287_A	Tyakht_OM_178_A	Tyakht_Spb_105_45P_A	Tyakht_Spb_73_13P_A	Tyakht_Spb_74_14P_A	Wagemans_A.20160412	Zambrano_A.20160412.1	Zambrano_A.20160412.s2	crAssphage_A
Decewicz_Dziewit_Oswiecim_Aseq4.20160303	962.345094959	10285.2410032	795.909057566	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	0.0	0.0	0.0	0.0	0.0	0	0.0	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	7590.03904491	7590.03904491	4294.91389383	7761.16787985	7778.55771818	7773.42066852	7762.09315765	7761.16787985	7778.55771818	7773.42066852	7762.09315765	8993.20203629	9369.63741517	1042.42249609	76.4984995303	77.8036055294	219.915620761	426.997773033	369.494509379	324.882652297	77.8036055294	233.557349213	233.241550455	222.072578264	219.915620761	355.683490017	381.090727561	369.494509379	77.8036055294	426.997773033	222.072578264	348.989787806	1654.61925185	1654.61925185	1647.19061219	1654.61925185	1654.61925185	1654.61925185	1636.42840663	1654.61925185	1654.61925185	1647.19061219	12080.7991216	12066.3438138	2423.45277643	2369.55288782	2406.81849348	2388.77971988	1490.22866892	1490.22866892	1490.22866892	1490.22866892	785.056944751	4166.56998026	4166.56998026	3563.87487731	1264.84972224	1264.84972224	1264.84972224	1042.44443015	7165.76738242	7165.76738242	5860.90108387
Decewicz_Dziewit_Oswiecim_Aseq5.20160303	962.345094959	10285.2410032	795.909057566	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	0.0	0.0	0.0	0.0	0.0	0.0	0	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	7590.03904491	7590.03904491	4294.91389383	7761.16787985	7778.55771818	7773.42066852	7762.09315765	7761.16787985	7778.55771818	7773.42066852	7762.09315765	8993.20203629	9369.63741517	1042.42249609	76.4984995303	77.8036055294	219.915620761	426.997773033	369.494509379	324.882652297	77.8036055294	233.557349213	233.241550455	222.072578264	219.915620761	355.683490017	381.090727561	369.494509379	77.8036055294	426.997773033	222.072578264	348.989787806	1654.61925185	1654.61925185	1647.19061219	1654.61925185	1654.61925185	1654.61925185	1636.42840663	1654.61925185	1654.61925185	1647.19061219	12080.7991216	12066.3438138	2423.45277643	2369.55288782	2406.81849348	2388.77971988	1490.22866892	1490.22866892	1490.22866892	1490.22866892	785.056944751	4166.56998026	4166.56998026	3563.87487731	1264.84972224	1264.84972224	1264.84972224	1042.44443015	7165.76738242	7165.76738242	5860.90108387
Decewicz_Dziewit_Warsaw_Aseq1.20160126	1020.20381589	10234.2463775	958.098793509	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	7352.10891888	7352.10891888	4156.14040479	7543.05869357	7560.31484984	7554.85769293	7543.76344419	7543.05869357	7560.31484984	7554.85769293	7543.76344419	8712.23895866	9088.50288349	1134.55752283	349.126621093	336.610063378	471.094907429	603.608622583	591.335504861	469.623041532	336.610063378	477.918181545	477.664200352	413.015142446	471.094907429	525.809331307	514.336448228	591.335504861	336.610063378	603.608622583	413.015142446	519.625440417	1885.81363502	1885.81363502	1878.77094017	1885.81363502	1885.81363502	1885.81363502	1867.95354832	1885.81363502	1885.81363502	1878.77094017	11827.5099185	11812.4026836	2563.93116138	2512.54524468	2549.27721454	2530.44933677	1765.55499946	1765.55499946	1765.55499946	1765.55499946	851.600153345	3935.9526547	3935.9526547	3346.32982664	985.138396923	985.138396923	985.138396923	1136.63013857	7179.83223605	7179.83223605	6142.29771322
Decewicz_Dziewit_Warsaw_Aseq1.20160303	1020.20381589	10234.2463775	958.098793509	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	7352.10891888	7352.10891888	4156.14040479	7543.05869357	7560.31484984	7554.85769293	7543.76344419	7543.05869357	7560.31484984	7554.85769293	7543.76344419	8712.23895866	9088.50288349	1134.55752283	349.126621093	336.610063378	471.094907429	603.608622583	591.335504861	469.623041532	336.610063378	477.918181545	477.664200352	413.015142446	471.094907429	525.809331307	514.336448228	591.335504861	336.610063378	603.608622583	413.015142446	519.625440417	1885.81363502	1885.81363502	1878.77094017	1885.81363502	1885.81363502	1885.81363502	1867.95354832	1885.81363502	1885.81363502	1878.77094017	11827.5099185	11812.4026836	2563.93116138	2512.54524468	2549.27721454	2530.44933677	1765.55499946	1765.55499946	1765.55499946	1765.55499946	851.600153345	3935.9526547	3935.9526547	3346.32982664	985.138396923	985.138396923	985.138396923	1136.63013857	7179.83223605	7179.83223605	6142.29771322
Decewicz_Dziewit_Warsaw_Aseq2.20160126	1020.20381589	10234.2463775	958.098793509	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	7352.10891888	7352.10891888	4156.14040479	7543.05869357	7560.31484984	7554.85769293	7543.76344419	7543.05869357	7560.31484984	7554.85769293	7543.76344419	8712.23895866	9088.50288349	1134.55752283	349.126621093	336.610063378	471.094907429	603.608622583	591.335504861	469.623041532	336.610063378	477.918181545	477.664200352	413.015142446	471.094907429	525.809331307	514.336448228	591.335504861	336.610063378	603.608622583	413.015142446	519.625440417	1885.81363502	1885.81363502	1878.77094017	1885.81363502	1885.81363502	1885.81363502	1867.95354832	1885.81363502	1885.81363502	1878.77094017	11827.5099185	11812.4026836	2563.93116138	2512.54524468	2549.27721454	2530.44933677	1765.55499946	1765.55499946	1765.55499946	1765.55499946	851.600153345	3935.9526547	3935.9526547	3346.32982664	985.138396923	985.138396923	985.138396923	1136.63013857	7179.83223605	7179.83223605	6142.29771322
Decewicz_Dziewit_Warsaw_Aseq2.20160303	1020.20381589	10234.2463775	958.098793509	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	7352.10891888	7352.10891888	4156.14040479	7543.05869357	7560.31484984	7554.85769293	7543.76344419	7543.05869357	7560.31484984	7554.85769293	7543.76344419	8712.23895866	9088.50288349	1134.55752283	349.126621093	336.610063378	471.094907429	603.608622583	591.335504861	469.623041532	336.610063378	477.918181545	477.664200352	413.015142446	471.094907429	525.809331307	514.336448228	591.335504861	336.610063378	603.608622583	413.015142446	519.625440417	1885.81363502	1885.81363502	1878.77094017	1885.81363502	1885.81363502	1885.81363502	1867.95354832	1885.81363502	1885.81363502	1878.77094017	11827.5099185	11812.4026836	2563.93116138	2512.54524468	2549.27721454	2530.44933677	1765.55499946	1765.55499946	1765.55499946	1765.55499946	851.600153345	3935.9526547	3935.9526547	3346.32982664	985.138396923	985.138396923	985.138396923	1136.63013857	7179.83223605	7179.83223605	6142.29771322
Decewicz_Dziewit_Warsaw_Aseq3.20160126	1020.20381589	10234.2463775	958.098793509	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	7352.10891888	7352.10891888	4156.14040479	7543.05869357	7560.31484984	7554.85769293	7543.76344419	7543.05869357	7560.31484984	7554.85769293	7543.76344419	8712.23895866	9088.50288349	1134.55752283	349.126621093	336.610063378	471.094907429	603.608622583	591.335504861	469.623041532	336.610063378	477.918181545	477.664200352	413.015142446	471.094907429	525.809331307	514.336448228	591.335504861	336.610063378	603.608622583	413.015142446	519.625440417	1885.81363502	1885.81363502	1878.77094017	1885.81363502	1885.81363502	1885.81363502	1867.95354832	1885.81363502	1885.81363502	1878.77094017	11827.5099185	11812.4026836	2563.93116138	2512.54524468	2549.27721454	2530.44933677	1765.55499946	1765.55499946	1765.55499946	1765.55499946	851.600153345	3935.9526547	3935.9526547	3346.32982664	985.138396923	985.138396923	985.138396923	1136.63013857	7179.83223605	7179.83223605	6142.29771322
Decewicz_Dziewit_Warsaw_Aseq3.20160303	1020.20381589	10234.2463775	958.098793509	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	7352.10891888	7352.10891888	4156.14040479	7543.05869357	7560.31484984	7554.85769293	7543.76344419	7543.05869357	7560.31484984	7554.85769293	7543.76344419	8712.23895866	9088.50288349	1134.55752283	349.126621093	336.610063378	471.094907429	603.608622583	591.335504861	469.623041532	336.610063378	477.918181545	477.664200352	413.015142446	471.094907429	525.809331307	514.336448228	591.335504861	336.610063378	603.608622583	413.015142446	519.625440417	1885.81363502	1885.81363502	1878.77094017	1885.81363502	1885.81363502	1885.81363502	1867.95354832	1885.81363502	1885.81363502	1878.77094017	11827.5099185	11812.4026836	2563.93116138	2512.54524468	2549.27721454	2530.44933677	1765.55499946	1765.55499946	1765.55499946	1765.55499946	851.600153345	3935.9526547	3935.9526547	3346.32982664	985.138396923	985.138396923	985.138396923	1136.63013857	7179.83223605	7179.83223605	6142.29771322
Decewicz_Dziewit_Warsaw_Aseq4.20160126	1020.20381589	10234.2463775	958.098793509	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	7352.10891888	7352.10891888	4156.14040479	7543.05869357	7560.31484984	7554.85769293	7543.76344419	7543.05869357	7560.31484984	7554.85769293	7543.76344419	8712.23895866	9088.50288349	1134.55752283	349.126621093	336.610063378	471.094907429	603.608622583	591.335504861	469.623041532	336.610063378	477.918181545	477.664200352	413.015142446	471.094907429	525.809331307	514.336448228	591.335504861	336.610063378	603.608622583	413.015142446	519.625440417	1885.81363502	1885.81363502	1878.77094017	1885.81363502	1885.81363502	1885.81363502	1867.95354832	1885.81363502	1885.81363502	1878.77094017	11827.5099185	11812.4026836	2563.93116138	2512.54524468	2549.27721454	2530.44933677	1765.55499946	1765.55499946	1765.55499946	1765.55499946	851.600153345	3935.9526547	3935.9526547	3346.32982664	985.138396923	985.138396923	985.138396923	1136.63013857	7179.83223605	7179.83223605	6142.29771322
Decewicz_Dziewit_Warsaw_Aseq4.20160303	1020.20381589	10234.2463775	958.098793509	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	7352.10891888	7352.10891888	4156.14040479	7543.05869357	7560.31484984	7554.85769293	7543.76344419	7543.05869357	7560.31484984	7554.85769293	7543.76344419	8712.23895866	9088.50288349	1134.55752283	349.126621093	336.610063378	471.094907429	603.608622583	591.335504861	469.623041532	336.610063378	477.918181545	477.664200352	413.015142446	471.094907429	525.809331307	514.336448228	591.335504861	336.610063378	603.608622583	413.015142446	519.625440417	1885.81363502	1885.81363502	1878.77094017	1885.81363502	1885.81363502	1885.81363502	1867.95354832	1885.81363502	1885.81363502	1878.77094017	11827.5099185	11812.4026836	2563.93116138	2512.54524468	2549.27721454	2530.44933677	1765.55499946	1765.55499946	1765.55499946	1765.55499946	851.600153345	3935.9526547	3935.9526547	3346.32982664	985.138396923	985.138396923	985.138396923	1136.63013857	7179.83223605	7179.83223605	6142.29771322
Decewicz_Dziewit_Warsaw_Aseq5.20160303	1020.20381589	10234.2463775	958.098793509	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	7352.10891888	7352.10891888	4156.14040479	7543.05869357	7560.31484984	7554.85769293	7543.76344419	7543.05869357	7560.31484984	7554.85769293	7543.76344419	8712.23895866	9088.50288349	1134.55752283	349.126621093	336.610063378	471.094907429	603.608622583	591.335504861	469.623041532	336.610063378	477.918181545	477.664200352	413.015142446	471.094907429	525.809331307	514.336448228	591.335504861	336.610063378	603.608622583	413.015142446	519.625440417	1885.81363502	1885.81363502	1878.77094017	1885.81363502	1885.81363502	1885.81363502	1867.95354832	1885.81363502	1885.81363502	1878.77094017	11827.5099185	11812.4026836	2563.93116138	2512.54524468	2549.27721454	2530.44933677	1765.55499946	1765.55499946	1765.55499946	1765.55499946	851.600153345	3935.9526547	3935.9526547	3346.32982664	985.138396923	985.138396923	985.138396923	1136.63013857	7179.83223605	7179.83223605	6142.29771322
Decewicz_Dziewit_Wyszkow_Aseq1.20160126	1050.05063527	10245.7036138	996.16868577	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7311.70694081	7311.70694081	4122.93700841	7503.44157462	7520.6905932	7515.21751919	7504.13521484	7503.44157462	7520.6905932	7515.21751919	7504.13521484	8677.19710792	9053.2282205	1167.15314224	387.452688149	375.691655484	511.208905339	643.251608042	631.922269322	508.801462674	375.691655484	518.239442119	517.983494086	453.547450528	511.208905339	565.532751088	552.698439178	631.922269322	375.691655484	643.251608042	453.547450528	559.390764568	1926.23782136	1926.23782136	1919.20421493	1926.23782136	1926.23782136	1926.23782136	1908.38665031	1926.23782136	1926.23782136	1919.20421493	11802.8066243	11787.5297854	2568.24963482	2517.31907574	2553.92938788	2534.9919756	1804.64628737	1804.64628737	1804.64628737	1804.64628737	883.059416622	3895.86481349	3895.86481349	3306.92171739	946.992811323	946.992811323	946.992811323	1169.39708498	7163.74916442	7163.74916442	6178.92379219
Decewicz_Dziewit_Wyszkow_Aseq1.20160303	1050.05063527	10245.7036138	996.16868577	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	7311.70694081	7311.70694081	4122.93700841	7503.44157462	7520.6905932	7515.21751919	7504.13521484	7503.44157462	7520.6905932	7515.21751919	7504.13521484	8677.19710792	9053.2282205	1167.15314224	387.452688149	375.691655484	511.208905339	643.251608042	631.922269322	508.801462674	375.691655484	518.239442119	517.983494086	453.547450528	511.208905339	565.532751088	552.698439178	631.922269322	375.691655484	643.251608042	453.547450528	559.390764568	1926.23782136	1926.23782136	1919.20421493	1926.23782136	1926.23782136	1926.23782136	1908.38665031	1926.23782136	1926.23782136	1919.20421493	11802.8066243	11787.5297854	2568.24963482	2517.31907574	2553.92938788	2534.9919756	1804.64628737	1804.64628737	1804.64628737	1804.64628737	883.059416622	3895.86481349	3895.86481349	3306.92171739	946.992811323	946.992811323	946.992811323	1169.39708498	7163.74916442	7163.74916442	6178.92379219
Decewicz_Dziewit_Wyszkow_Aseq2.20160126	1050.05063527	10245.7036138	996.16868577	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	7311.70694081	7311.70694081	4122.93700841	7503.44157462	7520.6905932	7515.21751919	7504.13521484	7503.44157462	7520.6905932	7515.21751919	7504.13521484	8677.19710792	9053.2282205	1167.15314224	387.452688149	375.691655484	511.208905339	643.251608042	631.922269322	508.801462674	375.691655484	518.239442119	517.983494086	453.547450528	511.208905339	565.532751088	552.698439178	631.922269322	375.691655484	643.251608042	453.547450528	559.390764568	1926.23782136	1926.23782136	1919.20421493	1926.23782136	1926.23782136	1926.23782136	1908.38665031	1926.23782136	1926.23782136	1919.20421493	11802.8066243	11787.5297854	2568.24963482	2517.31907574	2553.92938788	2534.9919756	1804.64628737	1804.64628737	1804.64628737	1804.64628737	883.059416622	3895.86481349	3895.86481349	3306.92171739	946.992811323	946.992811323	946.992811323	1169.39708498	7163.74916442	7163.74916442	6178.92379219
Decewicz_Dziewit_Wyszkow_Aseq2.20160303	1050.05063527	10245.7036138	996.16868577	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	7311.70694081	7311.70694081	4122.93700841	7503.44157462	7520.6905932	7515.21751919	7504.13521484	7503.44157462	7520.6905932	7515.21751919	7504.13521484	8677.19710792	9053.2282205	1167.15314224	387.452688149	375.691655484	511.208905339	643.251608042	631.922269322	508.801462674	375.691655484	518.239442119	517.983494086	453.547450528	511.208905339	565.532751088	552.698439178	631.922269322	375.691655484	643.251608042	453.547450528	559.390764568	1926.23782136	1926.23782136	1919.20421493	1926.23782136	1926.23782136	1926.23782136	1908.38665031	1926.23782136	1926.23782136	1919.20421493	11802.8066243	11787.5297854	2568.24963482	2517.31907574	2553.92938788	2534.9919756	1804.64628737	1804.64628737	1804.64628737	1804.64628737	883.059416622	3895.86481349	3895.86481349	3306.92171739	946.992811323	946.992811323	946.992811323	1169.39708498	7163.74916442	7163.74916442	6178.92379219
Decewicz_Dziewit_Wyszkow_Aseq3.20160126	1050.05063527	10245.7036138	996.16868577	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	7311.70694081	7311.70694081	4122.93700841	7503.44157462	7520.6905932	7515.21751919	7504.13521484	7503.44157462	7520.6905932	7515.21751919	7504.13521484	8677.19710792	9053.2282205	1167.15314224	387.452688149	375.691655484	511.208905339	643.251608042	631.922269322	508.801462674	375.691655484	518.239442119	517.983494086	453.547450528	511.208905339	565.532751088	552.698439178	631.922269322	375.691655484	643.251608042	453.547450528	559.390764568	1926.23782136	1926.23782136	1919.20421493	1926.23782136	1926.23782136	1926.23782136	1908.38665031	1926.23782136	1926.23782136	1919.20421493	11802.8066243	11787.5297854	2568.24963482	2517.31907574	2553.92938788	2534.9919756	1804.64628737	1804.64628737	1804.64628737	1804.64628737	883.059416622	3895.86481349	3895.86481349	3306.92171739	946.992811323	946.992811323	946.992811323	1169.39708498	7163.74916442	7163.74916442	6178.92379219
